uniprot,pathway
P29474,hsa00330
P29474,hsa05417
P29474,hsa04915
P29474,hsa04020
P29474,hsa04926
P29474,hsa04611
P29474,hsa04933
P29474,hsa04921
P29474,hsa00220
P29474,hsa04931
P01303,hsa04024
P01303,hsa04080
P01303,hsa05034
P01303,hsa04920
P01303,hsa04923
P54710,hsa04974
P54710,hsa04964
P54710,hsa04973
P54710,hsa04261
P54710,hsa04911
P54710,hsa04022
P54710,hsa04919
P54710,hsa04970
P54710,hsa04960
P54710,hsa04972
P54710,hsa04918
P54710,hsa04961
P54710,hsa04260
P54710,hsa04976
P54710,hsa04024
P54710,hsa04978
P00491,hsa00230
P00491,hsa00760
P00491,hsa01232
P00491,hsa01100
O14983,hsa04260
O14983,hsa04261
O14983,hsa04024
O14983,hsa05415
O14983,hsa05412
O14983,hsa04919
O14983,hsa04022
O14983,hsa05010
O14983,hsa05017
O14983,hsa04020
O14983,hsa05410
O14983,hsa04972
O14983,hsa05022
O14983,hsa05414
P16860,hsa04022
P16860,hsa04270
P16860,hsa04714
P16615,hsa05412
P16615,hsa04972
P16615,hsa04919
P16615,hsa05010
P16615,hsa05415
P16615,hsa04020
P16615,hsa04024
P16615,hsa05017
P16615,hsa04261
P16615,hsa04022
P16615,hsa04260
P16615,hsa05410
P16615,hsa05022
P16615,hsa05414
P16066,hsa00230
P16066,hsa04923
P16066,hsa04024
P16066,hsa01100
P16066,hsa04924
P16066,hsa04270
P16066,hsa04921
P16066,hsa04714
P16066,hsa04022
P16066,hsa04925
P20594,hsa00230
P20594,hsa01100
P20594,hsa04921
P20594,hsa04270
P20594,hsa04022
P49146,hsa04080
P49281,hsa05010
P49281,hsa04978
P49281,hsa04216
P49281,hsa05012
P49281,hsa04142
P20020,hsa04961
P20020,hsa04024
P20020,hsa04020
P20020,hsa04970
P20020,hsa04022
P20020,hsa04261
P20020,hsa04925
P20020,hsa04978
P20020,hsa04972
P21589,hsa00760
P21589,hsa01100
P21589,hsa00230
P21589,hsa00240
P21589,hsa01232
Q01814,hsa04970
Q01814,hsa04978
Q01814,hsa04925
Q01814,hsa04020
Q01814,hsa04961
Q01814,hsa04024
Q01814,hsa04022
Q01814,hsa04972
Q01814,hsa04261
P04629,hsa05202
P04629,hsa05200
P04629,hsa05230
P04629,hsa05216
P04629,hsa04020
P04629,hsa04010
P04629,hsa04210
P04629,hsa04722
P04629,hsa04151
P04629,hsa04014
P04629,hsa04750
Q16620,hsa04722
Q16620,hsa04014
Q16620,hsa05034
Q16620,hsa04151
Q16620,hsa04020
Q16620,hsa04010
Q16288,hsa05230
Q16288,hsa04020
Q16288,hsa04722
Q16720,hsa04961
Q16720,hsa04978
Q16720,hsa04972
Q16720,hsa04970
Q16720,hsa04022
Q16720,hsa04261
Q16720,hsa04925
Q16720,hsa04020
Q16720,hsa04024
P23634,hsa04022
P23634,hsa04970
P23634,hsa04925
P23634,hsa04978
P23634,hsa04961
P23634,hsa04020
P23634,hsa04972
P23634,hsa04261
P23634,hsa04024
Q8TED1,hsa05022
Q8TED1,hsa00480
Q8TED1,hsa01100
Q8TED1,hsa04918
Q8TED1,hsa05014
Q8TED1,hsa05016
P04181,hsa01100
P04181,hsa00330
P20648,hsa04971
P20648,hsa00190
P20648,hsa01100
P20648,hsa04966
P11926,hsa00480
P11926,hsa00330
P11926,hsa01100
P51164,hsa04966
P51164,hsa04971
P51164,hsa00190
P51164,hsa01100
Q02218,hsa00020
Q02218,hsa00785
Q02218,hsa01100
Q02218,hsa01200
P41143,hsa04022
P41143,hsa04071
P41143,hsa04080
P41145,hsa04080
P41146,hsa04080
P35372,hsa05032
P35372,hsa04915
P35372,hsa04080
P49419,hsa00410
P49419,hsa01100
P49419,hsa00340
P49419,hsa00310
P49419,hsa00380
P49419,hsa00330
P49419,hsa00561
P49419,hsa00053
P49419,hsa00280
P49419,hsa00260
P49419,hsa00071
P49419,hsa00010
P49419,hsa04936
P49419,hsa00620
P30559,hsa04921
P30559,hsa04024
P30559,hsa04020
P30559,hsa04080
P51575,hsa04611
P51575,hsa04080
P51575,hsa04020
P56373,hsa04742
P56373,hsa04020
P56373,hsa04080
Q99571,hsa04080
Q99571,hsa04020
Q93086,hsa04080
Q93086,hsa04020
Q99572,hsa04020
Q99572,hsa04080
Q99572,hsa04621
P47900,hsa04742
P47900,hsa04611
P47900,hsa04015
P47900,hsa04080
P41231,hsa04080
P41231,hsa04750
P51582,hsa04080
P51582,hsa04742
Q96G91,hsa04080
P13674,hsa00330
P13674,hsa01100
P07237,hsa04141
Q7LG56,hsa01100
Q7LG56,hsa00240
Q7LG56,hsa00983
Q7LG56,hsa00230
Q7LG56,hsa00480
Q7LG56,hsa01232
Q7LG56,hsa04115
Q06830,hsa05146
Q06830,hsa04146
P00439,hsa01100
P00439,hsa00400
P00439,hsa00790
P00439,hsa01230
P00439,hsa00360
P05121,hsa04115
P05121,hsa04610
P05121,hsa04066
P05121,hsa04218
P05121,hsa04371
P05121,hsa04390
P05121,hsa04933
P05121,hsa05142
Q13153,hsa05170
Q13153,hsa04625
Q13153,hsa04024
Q13153,hsa04012
Q13153,hsa04360
Q13153,hsa04062
Q13153,hsa05132
Q13153,hsa05211
Q13153,hsa05120
Q13153,hsa04392
Q13153,hsa05205
Q13153,hsa04660
Q13153,hsa04650
Q13153,hsa04666
Q13153,hsa04810
Q13153,hsa04510
Q13153,hsa04014
Q13153,hsa04010
Q13153,hsa05130
Q9HBG4,hsa01100
Q9HBG4,hsa00190
Q9HBG4,hsa04721
Q9HBG4,hsa05120
Q9HBG4,hsa05152
Q9HBG4,hsa05110
Q9HBG4,hsa05323
Q9HBG4,hsa05165
Q9HBG4,hsa04966
Q9HBG4,hsa04142
Q9HBG4,hsa04145
Q13177,hsa04660
Q13177,hsa04014
Q13177,hsa04010
Q13177,hsa05130
Q13177,hsa05170
Q13177,hsa04360
Q13177,hsa05211
Q13177,hsa04810
Q13177,hsa04510
Q13177,hsa04012
O75914,hsa04510
O75914,hsa04660
O75914,hsa04810
O75914,hsa05211
O75914,hsa04014
O75914,hsa05130
O75914,hsa05170
O75914,hsa04012
O75914,hsa05132
O75914,hsa04360
Q9NYX4,hsa04728
Q9NYR8,hsa00830
Q9NYR8,hsa01100
Q15738,hsa00100
Q15738,hsa01100
Q9NYV7,hsa04742
P11498,hsa01230
P11498,hsa00020
P11498,hsa01100
P11498,hsa00620
P11498,hsa01200
Q9HCR9,hsa01100
Q9HCR9,hsa05032
Q9HCR9,hsa00230
Q9HCR9,hsa04934
P05165,hsa01100
P05165,hsa00630
P05165,hsa00640
P05165,hsa00280
P05165,hsa01200
P05166,hsa00630
P05166,hsa00640
P05166,hsa01200
P05166,hsa01100
P05166,hsa00280
Q15067,hsa01212
Q15067,hsa04146
Q15067,hsa03320
Q15067,hsa01100
Q15067,hsa00410
Q15067,hsa00640
Q15067,hsa04024
Q15067,hsa00592
Q15067,hsa00071
Q15067,hsa01040
Q15067,hsa04936
Q15067,hsa01200
Q9P0J0,hsa00190
Q9P0J0,hsa01100
Q9P0J0,hsa05012
Q9P0J0,hsa04723
Q9P0J0,hsa04932
Q9P0J0,hsa05022
Q9P0J0,hsa05020
Q9P0J0,hsa05208
Q9P0J0,hsa05415
Q9P0J0,hsa05016
Q9P0J0,hsa04714
Q9P0J0,hsa05014
Q9P0J0,hsa05010
Q9HD40,hsa00450
Q9HD40,hsa01100
Q9HD40,hsa00970
Q8TC12,hsa01100
Q8TC12,hsa01240
Q8TC12,hsa00830
P12004,hsa03430
P12004,hsa04110
P12004,hsa03030
P12004,hsa05161
P12004,hsa04530
P12004,hsa03410
P12004,hsa03420
Q9NWZ3,hsa05162
Q9NWZ3,hsa05164
Q9NWZ3,hsa05169
Q9NWZ3,hsa05140
Q9NWZ3,hsa05130
Q9NWZ3,hsa04620
Q9NWZ3,hsa05152
Q9NWZ3,hsa05161
Q9NWZ3,hsa04010
Q9NWZ3,hsa05171
Q9NWZ3,hsa05168
Q9NWZ3,hsa04722
Q9NWZ3,hsa05135
Q9NWZ3,hsa05142
Q9NWZ3,hsa05170
Q9NWZ3,hsa05132
Q9NWZ3,hsa04936
Q9NWZ3,hsa04621
Q9NWZ3,hsa05145
Q9NWZ3,hsa05417
Q9NWZ3,hsa04064
Q9NWZ3,hsa05133
Q8N5Z0,hsa01100
Q8N5Z0,hsa00310
Q8N5Z0,hsa00380
Q8N5Z0,hsa01210
Q9UJT1,hsa04814
Q9UJT0,hsa04814
Q9UJU2,hsa05215
Q9UJU2,hsa04916
Q9UJU2,hsa05224
Q9UJU2,hsa05221
Q9UJU2,hsa05132
Q9UJU2,hsa05216
Q9UJU2,hsa04936
Q9UJU2,hsa05226
Q9UJU2,hsa04520
Q9UJU2,hsa05225
Q9UJU2,hsa04934
Q9UJU2,hsa05213
Q9UJU2,hsa05167
Q9UJU2,hsa05200
Q9UJU2,hsa04390
Q9UJU2,hsa04310
Q9UJU2,hsa05210
Q9UJU2,hsa05412
Q9UJU2,hsa05217
Q9P0Z9,hsa00260
Q9P0Z9,hsa00310
Q9P0Z9,hsa04146
Q9P0Z9,hsa01100
Q9NYK1,hsa04613
Q9NYK1,hsa04620
Q9NYK1,hsa05164
Q9NYK1,hsa05171
Q9NYK1,hsa05162
P30049,hsa05415
P30049,hsa05012
P30049,hsa05010
P30049,hsa05016
P30049,hsa05208
P30049,hsa05014
P30049,hsa01100
P30049,hsa04714
P30049,hsa05022
P30049,hsa05020
P30049,hsa00190
P49585,hsa05231
P49585,hsa01100
P49585,hsa00440
P49585,hsa00564
Q9NPC2,hsa04925
Q9NR97,hsa04613
Q9NR97,hsa05171
Q9NR97,hsa04620
Q9H2K8,hsa04010
P54750,hsa04020
P54750,hsa04742
P54750,hsa05032
P54750,hsa04740
P54750,hsa01100
P54750,hsa04924
P54750,hsa00230
Q14123,hsa04020
Q14123,hsa00230
Q14123,hsa01100
Q14123,hsa05032
Q14123,hsa04740
Q14123,hsa04924
Q14123,hsa04742
O00408,hsa00230
O00408,hsa04740
O00408,hsa01100
O00408,hsa04022
O00408,hsa04925
O00408,hsa05032
Q9Y600,hsa00410
Q9Y600,hsa00430
Q9Y600,hsa01100
Q9Y600,hsa00770
Q9Y5K8,hsa01100
Q9Y5K8,hsa00190
Q9Y5K8,hsa04145
Q9Y5K8,hsa04721
Q9Y5K8,hsa05165
Q9Y5K8,hsa05110
Q9Y5K8,hsa05120
Q9Y5K8,hsa05323
Q9Y5K8,hsa04966
Q9Y5K8,hsa04150
Q14432,hsa00230
Q14432,hsa04024
Q14432,hsa04022
Q14432,hsa04924
Q14432,hsa01100
Q14432,hsa05032
Q9Y5S1,hsa04621
Q9Y5S1,hsa04750
Q13370,hsa04910
Q13370,hsa04923
Q13370,hsa00230
Q13370,hsa05032
Q13370,hsa04922
Q13370,hsa01100
Q13370,hsa04022
Q13370,hsa04924
Q13370,hsa04024
Q13370,hsa04914
Q13370,hsa04371
P27815,hsa00230
P27815,hsa05032
P27815,hsa04024
P27815,hsa04928
P27815,hsa01100
Q07343,hsa05032
Q07343,hsa04928
Q07343,hsa01100
Q07343,hsa00230
Q07343,hsa04024
Q9UGJ0,hsa04710
Q9UGJ0,hsa04211
Q9UGJ0,hsa04936
Q9UGJ0,hsa04910
Q9UGJ0,hsa04152
Q9UGJ0,hsa04714
Q9UGJ0,hsa04530
Q9UGJ0,hsa04213
Q9UGJ0,hsa04921
Q9UGJ0,hsa04371
Q9UGJ0,hsa04931
Q9UGJ0,hsa04922
Q9UGJ0,hsa04068
Q9UGJ0,hsa04932
Q9UGJ0,hsa05410
Q9UGJ0,hsa04920
Q08493,hsa04024
Q08493,hsa04928
Q08493,hsa00230
Q08493,hsa01100
Q08493,hsa05032
Q08499,hsa00230
Q08499,hsa05032
Q08499,hsa04928
Q08499,hsa04024
Q08499,hsa01100
P16499,hsa01100
P16499,hsa00230
P16499,hsa04744
Q9NPH2,hsa01100
Q9NPH2,hsa00562
P56937,hsa00140
P56937,hsa00100
P56937,hsa01100
P56937,hsa04913
P18545,hsa01100
P18545,hsa00230
P18545,hsa04744
Q13956,hsa01100
Q13956,hsa00230
Q13946,hsa05032
Q13946,hsa00230
Q13946,hsa01100
O60658,hsa04934
O60658,hsa04927
O60658,hsa00230
O60658,hsa05032
O60658,hsa01100
O76083,hsa01100
O76083,hsa00230
Q01064,hsa04924
Q01064,hsa04020
Q01064,hsa01100
Q01064,hsa04742
Q01064,hsa00230
Q01064,hsa05032
Q01064,hsa04740
Q96I15,hsa01100
Q96I15,hsa00450
P16234,hsa04010
P16234,hsa04015
P16234,hsa04630
P16234,hsa04540
P16234,hsa04014
P16234,hsa04810
P16234,hsa05206
P16234,hsa05200
P16234,hsa05163
P16234,hsa05215
P16234,hsa05231
P16234,hsa04151
P16234,hsa05230
P16234,hsa04144
P16234,hsa05214
P16234,hsa04510
P16234,hsa01521
P16234,hsa04072
P16234,hsa05218
P16234,hsa04020
Q8WUI4,hsa05203
Q8WUI4,hsa04613
Q8WUI4,hsa05034
P35913,hsa01100
P35913,hsa00230
P35913,hsa04744
P09619,hsa04151
P09619,hsa05200
P09619,hsa04010
P09619,hsa04510
P09619,hsa04072
P09619,hsa05215
P09619,hsa04014
P09619,hsa04630
P09619,hsa05165
P09619,hsa05206
P09619,hsa01521
P09619,hsa05231
P09619,hsa04540
P09619,hsa05230
P09619,hsa05218
P09619,hsa04020
P09619,hsa04015
P09619,hsa04810
P09619,hsa05214
P08559,hsa01100
P08559,hsa04922
P08559,hsa05415
P08559,hsa00785
P08559,hsa00620
P08559,hsa00010
P08559,hsa04066
P08559,hsa05230
P08559,hsa01200
P08559,hsa00020
Q9Y234,hsa01100
Q9Y234,hsa01240
Q9Y234,hsa00785
Q9UI12,hsa05165
Q9UI12,hsa05323
Q9UI12,hsa04142
Q9UI12,hsa00190
Q9UI12,hsa05110
Q9UI12,hsa04721
Q9UI12,hsa04145
Q9UI12,hsa01100
Q9UI12,hsa05120
Q9UI12,hsa05152
Q9UI12,hsa04150
P29803,hsa00020
P29803,hsa01200
P29803,hsa00620
P29803,hsa04066
P29803,hsa00010
P29803,hsa00785
P29803,hsa05415
P29803,hsa04922
P29803,hsa01100
P29803,hsa05230
P11177,hsa04066
P11177,hsa05230
P11177,hsa00620
P11177,hsa00785
P11177,hsa01200
P11177,hsa05415
P11177,hsa01100
P11177,hsa04922
P11177,hsa00010
P11177,hsa00020
Q15118,hsa04066
Q15118,hsa05230
Q16654,hsa05415
O15530,hsa05208
O15530,hsa04664
O15530,hsa04150
O15530,hsa04360
O15530,hsa01524
O15530,hsa04960
O15530,hsa04660
O15530,hsa03320
O15530,hsa04151
O15530,hsa04931
O15530,hsa05417
O15530,hsa05213
O15530,hsa04068
O15530,hsa04140
O15530,hsa05215
O15530,hsa05223
O15530,hsa04910
O15530,hsa05231
O15530,hsa05205
O15530,hsa04510
O15530,hsa04722
O15530,hsa04210
O15530,hsa05145
O15530,hsa04919
O15530,hsa04071
O15530,hsa04152
Q9UHQ9,hsa00520
P30085,hsa01240
P30085,hsa01100
P30085,hsa00240
P30085,hsa01232
P30085,hsa00983
P36955,hsa04310
Q9NYL2,hsa04010
O15067,hsa00230
O15067,hsa01100
P18669,hsa01100
P18669,hsa01230
P18669,hsa05230
P18669,hsa01200
P18669,hsa00260
P18669,hsa04922
P18669,hsa00010
P52209,hsa01100
P52209,hsa01200
P52209,hsa00480
P52209,hsa00030
P38606,hsa01100
P38606,hsa04966
P38606,hsa04145
P38606,hsa05165
P38606,hsa05120
P38606,hsa05323
P38606,hsa04150
P38606,hsa00190
P38606,hsa04721
P38606,hsa05110
P00558,hsa00010
P00558,hsa01230
P00558,hsa01100
P00558,hsa04066
P00558,hsa01200
P06401,hsa05207
P06401,hsa04914
P06401,hsa04114
P06401,hsa04915
P06401,hsa05224
P08183,hsa05206
P08183,hsa04976
P08183,hsa02010
P08183,hsa05226
P15313,hsa04966
P15313,hsa01100
P15313,hsa05323
P15313,hsa05120
P15313,hsa04721
P15313,hsa04150
P15313,hsa05110
P15313,hsa05165
P15313,hsa04145
P15313,hsa00190
P21281,hsa04145
P21281,hsa00190
P21281,hsa05110
P21281,hsa04721
P21281,hsa04966
P21281,hsa05165
P21281,hsa05120
P21281,hsa01100
P21281,hsa05323
P21281,hsa04150
O14832,hsa04146
P01009,hsa04610
P27449,hsa04966
P27449,hsa04721
P27449,hsa05152
P27449,hsa05323
P27449,hsa05165
P27449,hsa04142
P27449,hsa01100
P27449,hsa05110
P27449,hsa00190
P27449,hsa05120
P27449,hsa04145
P50453,hsa05146
P21283,hsa01100
P21283,hsa05323
P21283,hsa00190
P21283,hsa04721
P21283,hsa04150
P21283,hsa04145
P21283,hsa05165
P21283,hsa04966
P21283,hsa05120
P21283,hsa05110
O00750,hsa05132
O00750,hsa01100
O00750,hsa04070
O00750,hsa00562
O75747,hsa04070
O75747,hsa01100
O75747,hsa00562
O75747,hsa05132
P36543,hsa04721
P36543,hsa05165
P36543,hsa05323
P36543,hsa01100
P36543,hsa04966
P36543,hsa04145
P36543,hsa05120
P36543,hsa04150
P36543,hsa05110
P36543,hsa00190
P42336,hsa05212
P42336,hsa05168
P42336,hsa04960
P42336,hsa05166
P42336,hsa04910
P42336,hsa04625
P42336,hsa04670
P42336,hsa05235
P42336,hsa05165
P42336,hsa04919
P42336,hsa05205
P42336,hsa05208
P42336,hsa01524
P42336,hsa05170
P42336,hsa04140
P42336,hsa04914
P42336,hsa04973
P42336,hsa05415
P42336,hsa04915
P42336,hsa05020
P42336,hsa04722
P42336,hsa05226
P42336,hsa04211
P42336,hsa04213
P42336,hsa05215
P42336,hsa05162
P42336,hsa04750
P42336,hsa04070
P42336,hsa05230
P42336,hsa05146
P42336,hsa05417
P42336,hsa05161
P42336,hsa05164
P42336,hsa04370
P42336,hsa04150
P42336,hsa04550
P42336,hsa04015
P42336,hsa05218
P42336,hsa05010
P42336,hsa05171
P42336,hsa01100
P42336,hsa05223
P42336,hsa05163
P42336,hsa05231
P42336,hsa05224
P42336,hsa04151
P42336,hsa04611
P42336,hsa05131
P42336,hsa04071
P42336,hsa04062
P42336,hsa04012
P42336,hsa05132
P42336,hsa04152
P42336,hsa04066
P42336,hsa04923
P42336,hsa05017
P42336,hsa05142
P42336,hsa04664
P42336,hsa01522
P42336,hsa05210
P42336,hsa04917
P42336,hsa05169
P42336,hsa04210
P42336,hsa04218
P42336,hsa05213
P42336,hsa01521
P42336,hsa04932
P42336,hsa04810
P42336,hsa04666
P42336,hsa04620
P42336,hsa04933
P42336,hsa05207
P42336,hsa05418
P42336,hsa04613
P42336,hsa05203
P42336,hsa04510
P42336,hsa04072
P42336,hsa00562
P42336,hsa05200
P42336,hsa04662
P42336,hsa04068
P42336,hsa05135
P42336,hsa05100
P42336,hsa05167
P42336,hsa04660
P42336,hsa04630
P42336,hsa04931
P42336,hsa04014
P42336,hsa05206
P42336,hsa05214
P42336,hsa05221
P42336,hsa04725
P42336,hsa04650
P42336,hsa05211
P42336,hsa04929
P42336,hsa05160
P42336,hsa05222
P42336,hsa04024
P42336,hsa04360
P42336,hsa04926
P42336,hsa04380
P42336,hsa04668
P42336,hsa04930
P42336,hsa05225
P42336,hsa04935
P42336,hsa05220
P42338,hsa05168
P42338,hsa05171
P42338,hsa04666
P42338,hsa05205
P42338,hsa05417
P42338,hsa04510
P42338,hsa04960
P42338,hsa04915
P42338,hsa04015
P42338,hsa01521
P42338,hsa05223
P42338,hsa04024
P42338,hsa05166
P42338,hsa05163
P42338,hsa04919
P42338,hsa05230
P42338,hsa04670
P42338,hsa04062
P42338,hsa04810
P42338,hsa04750
P42338,hsa04213
P42338,hsa04550
P42338,hsa05010
P42338,hsa04150
P42338,hsa05132
P42338,hsa04152
P42338,hsa04933
P42338,hsa04722
P42338,hsa04611
P42338,hsa01100
P42338,hsa04620
P42338,hsa04012
P42338,hsa05418
P42338,hsa05208
P42338,hsa05017
P42338,hsa05100
P42338,hsa05415
P42338,hsa04210
P42338,hsa05210
P42338,hsa05135
P42338,hsa05162
P42338,hsa05200
P42338,hsa04910
P42338,hsa00562
P42338,hsa04151
P42338,hsa05220
P42338,hsa05020
P42338,hsa05214
P42338,hsa04625
P42338,hsa05161
P42338,hsa05224
P42338,hsa04914
P42338,hsa05213
P42338,hsa05170
P42338,hsa05215
P42338,hsa04973
P42338,hsa05164
P42338,hsa05235
P42338,hsa04070
P42338,hsa04935
P42338,hsa04140
P42338,hsa04725
P42338,hsa04923
P42338,hsa04664
P42338,hsa05142
P42338,hsa04917
P42338,hsa04668
P42338,hsa01524
P42338,hsa04370
P42338,hsa04014
P42338,hsa04662
P42338,hsa04650
P42338,hsa04066
P42338,hsa05211
P42338,hsa05226
P42338,hsa04932
P42338,hsa05131
P42338,hsa05160
P42338,hsa04930
P42338,hsa04068
P42338,hsa05207
P42338,hsa05167
P42338,hsa04931
P42338,hsa04380
P42338,hsa05222
P42338,hsa01522
P42338,hsa05146
P42338,hsa05206
P42338,hsa05165
P42338,hsa05203
P42338,hsa04660
P42338,hsa04218
P42338,hsa04929
P42338,hsa05225
P42338,hsa05212
P42338,hsa04071
P42338,hsa04630
P42338,hsa05231
P42338,hsa04211
P42338,hsa04360
P42338,hsa04072
P42338,hsa05218
P42338,hsa05169
P42338,hsa04926
P42338,hsa04613
P42338,hsa05221
P11309,hsa04933
P11309,hsa05200
P11309,hsa05221
P11309,hsa05206
P11309,hsa04630
O00329,hsa04613
O00329,hsa04630
O00329,hsa04218
O00329,hsa04072
O00329,hsa04660
O00329,hsa04550
O00329,hsa04973
O00329,hsa04923
O00329,hsa05162
O00329,hsa05418
O00329,hsa00562
O00329,hsa04919
O00329,hsa05211
O00329,hsa05415
O00329,hsa01524
O00329,hsa04611
O00329,hsa04750
O00329,hsa04662
O00329,hsa05135
O00329,hsa05146
O00329,hsa04070
O00329,hsa04210
O00329,hsa04935
O00329,hsa05226
O00329,hsa04211
O00329,hsa04380
O00329,hsa04152
O00329,hsa04620
O00329,hsa05212
O00329,hsa04140
O00329,hsa05235
O00329,hsa05230
O00329,hsa05100
O00329,hsa05142
O00329,hsa05164
O00329,hsa05218
O00329,hsa05203
O00329,hsa04510
O00329,hsa04024
O00329,hsa05208
O00329,hsa04960
O00329,hsa04664
O00329,hsa04668
O00329,hsa04012
O00329,hsa04015
O00329,hsa05215
O00329,hsa04932
O00329,hsa05206
O00329,hsa04066
O00329,hsa05417
O00329,hsa04910
O00329,hsa05222
O00329,hsa04915
O00329,hsa04014
O00329,hsa05165
O00329,hsa05210
O00329,hsa05220
O00329,hsa05017
O00329,hsa04150
O00329,hsa05160
O00329,hsa04722
O00329,hsa05169
O00329,hsa05161
O00329,hsa05224
O00329,hsa04917
O00329,hsa05223
O00329,hsa04062
O00329,hsa05168
O00329,hsa04933
O00329,hsa05020
O00329,hsa05214
O00329,hsa04151
O00329,hsa04930
O00329,hsa04666
O00329,hsa04670
O00329,hsa04068
O00329,hsa05213
O00329,hsa05171
O00329,hsa04213
O00329,hsa04810
O00329,hsa04360
O00329,hsa04370
O00329,hsa05132
O00329,hsa04725
O00329,hsa05231
O00329,hsa05163
O00329,hsa05207
O00329,hsa04071
O00329,hsa05131
O00329,hsa01522
O00329,hsa04650
O00329,hsa05221
O00329,hsa05166
O00329,hsa04931
O00329,hsa05170
O00329,hsa01100
O00329,hsa05205
O00329,hsa04625
O00329,hsa04914
O00329,hsa01521
O00329,hsa05225
O00329,hsa04926
O00329,hsa05167
O00329,hsa05200
O00329,hsa04929
O00329,hsa05010
P48736,hsa04072
P48736,hsa00562
P48736,hsa01100
P48736,hsa04062
P48736,hsa04371
P48736,hsa04725
P48736,hsa04921
P48736,hsa05145
P48736,hsa05132
P48736,hsa04261
P48736,hsa04611
P48736,hsa04022
P48736,hsa05167
P48736,hsa04151
P27986,hsa05211
P27986,hsa05415
P27986,hsa01524
P27986,hsa04151
P27986,hsa04211
P27986,hsa04068
P27986,hsa04218
P27986,hsa05221
P27986,hsa04510
P27986,hsa04550
P27986,hsa05231
P27986,hsa01522
P27986,hsa04973
P27986,hsa04722
P27986,hsa05165
P27986,hsa04914
P27986,hsa05200
P27986,hsa05224
P27986,hsa05166
P27986,hsa04931
P27986,hsa05171
P27986,hsa04210
P27986,hsa05131
P27986,hsa05161
P27986,hsa04015
P27986,hsa05207
P27986,hsa04915
P27986,hsa04630
P27986,hsa05010
P27986,hsa04620
P27986,hsa04213
P27986,hsa05215
P27986,hsa05210
P27986,hsa04930
P27986,hsa05220
P27986,hsa05163
P27986,hsa04923
P27986,hsa04960
P27986,hsa04070
P27986,hsa04024
P27986,hsa05417
P27986,hsa05418
P27986,hsa04072
P27986,hsa04071
P27986,hsa05167
P27986,hsa05135
P27986,hsa04919
P27986,hsa04140
P27986,hsa04660
P27986,hsa05214
P27986,hsa05160
P27986,hsa05208
P27986,hsa05235
P27986,hsa04380
P27986,hsa04152
P27986,hsa04360
P27986,hsa04150
P27986,hsa05168
P27986,hsa04725
P27986,hsa05146
P27986,hsa04613
P27986,hsa05017
P27986,hsa04625
P27986,hsa04670
P27986,hsa05206
P27986,hsa04370
P27986,hsa05100
P27986,hsa01521
P27986,hsa04750
P27986,hsa04066
P27986,hsa04929
P27986,hsa05213
P27986,hsa04917
P27986,hsa04014
P27986,hsa05222
P27986,hsa05225
P27986,hsa05162
P27986,hsa04668
P27986,hsa04933
P27986,hsa04611
P27986,hsa05170
P27986,hsa05218
P27986,hsa05230
P27986,hsa05212
P27986,hsa04666
P27986,hsa04910
P27986,hsa05205
P27986,hsa04662
P27986,hsa05142
P27986,hsa04062
P27986,hsa05226
P27986,hsa04664
P27986,hsa04650
P27986,hsa04932
P27986,hsa05020
P27986,hsa04810
P27986,hsa05164
P27986,hsa04926
P27986,hsa04012
P27986,hsa05223
P27986,hsa05169
P27986,hsa05203
P27986,hsa04935
O00459,hsa05224
O00459,hsa05135
O00459,hsa04066
O00459,hsa05164
O00459,hsa04915
O00459,hsa04630
O00459,hsa04932
O00459,hsa05220
O00459,hsa04668
O00459,hsa05203
O00459,hsa05146
O00459,hsa05161
O00459,hsa05215
O00459,hsa05226
O00459,hsa04611
O00459,hsa04613
O00459,hsa04150
O00459,hsa04012
O00459,hsa04973
O00459,hsa05212
O00459,hsa04210
O00459,hsa04068
O00459,hsa04070
O00459,hsa05211
O00459,hsa04140
O00459,hsa05010
O00459,hsa04919
O00459,hsa04917
O00459,hsa05167
O00459,hsa05131
O00459,hsa04662
O00459,hsa05160
O00459,hsa05218
O00459,hsa05169
O00459,hsa04650
O00459,hsa04910
O00459,hsa04510
O00459,hsa05235
O00459,hsa04062
O00459,hsa05166
O00459,hsa04725
O00459,hsa05100
O00459,hsa04923
O00459,hsa05163
O00459,hsa05230
O00459,hsa05417
O00459,hsa04550
O00459,hsa04664
O00459,hsa04151
O00459,hsa04660
O00459,hsa04960
O00459,hsa04930
O00459,hsa04360
O00459,hsa05214
O00459,hsa05221
O00459,hsa05142
O00459,hsa04666
O00459,hsa04722
O00459,hsa04670
O00459,hsa04014
O00459,hsa05231
O00459,hsa05020
O00459,hsa04933
O00459,hsa04914
O00459,hsa04213
O00459,hsa05415
O00459,hsa05017
O00459,hsa04015
O00459,hsa05168
O00459,hsa05206
O00459,hsa05171
O00459,hsa01524
O00459,hsa04931
O00459,hsa04750
O00459,hsa05200
O00459,hsa05165
O00459,hsa05162
O00459,hsa04072
O00459,hsa05210
O00459,hsa04625
O00459,hsa04926
O00459,hsa04929
O00459,hsa04370
O00459,hsa05225
O00459,hsa05205
O00459,hsa01522
O00459,hsa04620
O00459,hsa04218
O00459,hsa04071
O00459,hsa05213
O00459,hsa04380
O00459,hsa04211
O00459,hsa01521
O00459,hsa05208
O00459,hsa04024
O00459,hsa05223
