uniprot,pathway_id
P19404,hsa05020
P56181,hsa05020
Q9P0J0,hsa05020
P30049,hsa05020
P42336,hsa05020
P42338,hsa05020
O00329,hsa05020
P27986,hsa05020
O00459,hsa05020
P99999,hsa05020
Q96LZ3,hsa05020
P17612,hsa05020
P22694,hsa05020
Q05655,hsa05020
P28482,hsa05020
P27361,hsa05020
Q9UI09,hsa05020
P45983,hsa05020
Q15759,hsa05020
P45984,hsa05020
P53779,hsa05020
O15264,hsa05020
P04156,hsa05020
P20618,hsa05020
P49721,hsa05020
P28074,hsa05020
P63000,hsa05020
P15153,hsa05020
P21817,hsa05020
Q92736,hsa05020
P53778,hsa05020
P31040,hsa05020
O14521,hsa05020
P14598,hsa05020
P00441,hsa05020
P01375,hsa05020
P02746,hsa05020
P02747,hsa05020
P01031,hsa05020
P68366,hsa05020
P07357,hsa05020
P07360,hsa05020
P02748,hsa05020
P21796,hsa05020
Q00975,hsa05020
Q13936,hsa05020
Q01668,hsa05020
O60840,hsa05020
Q13698,hsa05020
Q71U36,hsa05020
Q9H4B7,hsa05020
P42574,hsa05020
P55211,hsa05020
Q92569,hsa05020
P20674,hsa05020
P01375,WP5182
P42574,WP5182
P55211,WP5182
P62714,WP5182
P99999,WP5182
Q13546,WP5182
P14866,R-HSA-72203
P22626,R-HSA-72203
P31943,R-HSA-72203
Q07955,R-HSA-72203
P11142,WP1889
P62312,WP1889
Q15428,WP1889
O14757,R-HSA-5693607
P24941,R-HSA-5693607
P46736,R-HSA-5693607
P62807,R-HSA-5693607
Q13315,R-HSA-5693607
Q99623,R-HSA-8949664
P12004,R-HSA-174414
P18858,R-HSA-174414
P09884,R-HSA-69183
P12004,R-HSA-69183
P18858,R-HSA-69183
Q14181,R-HSA-69183
P24941,hsa04914
Q08828,hsa04914
Q08462,hsa04914
O95622,hsa04914
Q16539,hsa04914
P31749,hsa04914
Q9UK32,hsa04914
P07900,hsa04914
P08069,hsa04914
P01308,hsa04914
Q13370,hsa04914
P06401,hsa04914
P42336,hsa04914
P42338,hsa04914
O00329,hsa04914
P27986,hsa04914
O00459,hsa04914
P53350,hsa04914
P17612,hsa04914
P22694,hsa04914
P28482,hsa04914
P27361,hsa04914
P45983,hsa04914
Q15759,hsa04914
P45984,hsa04914
P53779,hsa04914
O15264,hsa04914
Q02750,hsa04914
P04049,hsa04914
Q15418,hsa04914
P51812,hsa04914
P53778,hsa04914
P15056,hsa04914
O14965,hsa04914
O94804,hsa04914
Q92569,hsa04914
Q99640,hsa04914
P06493,hsa04914
O60674,R-HSA-1170546
P51692,R-HSA-1170546
Q16539,hsa04917
P05093,hsa04917
P31749,hsa04917
P03372,hsa04917
Q92731,hsa04917
P01100,hsa04917
P49841,hsa04917
P01308,hsa04917
O60674,hsa04917
P22888,hsa04917
P19838,hsa04917
P42336,hsa04917
P42338,hsa04917
O00329,hsa04917
P27986,hsa04917
O00459,hsa04917
P28482,hsa04917
P27361,hsa04917
P45983,hsa04917
Q15759,hsa04917
P45984,hsa04917
P53779,hsa04917
O15264,hsa04917
Q02750,hsa04917
P36507,hsa04917
P04049,hsa04917
P24385,hsa04917
Q04206,hsa04917
P53778,hsa04917
P11168,hsa04917
P12931,hsa04917
P51692,hsa04917
P07101,hsa04917
Q92569,hsa04917
O14788,hsa04917
P04181,WP5026
P30038,WP5026
P32322,WP5026
P30038,R-HSA-70688
P09622,hsa00640
P80404,hsa00640
Q08426,hsa00640
P40939,hsa00640
Q13085,hsa00640
O00763,hsa00640
P16219,hsa00640
P00338,hsa00640
P07195,hsa00640
P07864,hsa00640
Q02252,hsa00640
P22033,hsa00640
P05165,hsa00640
P05166,hsa00640
Q15067,hsa00640
Q9BYZ2,hsa00640
P05165,R-HSA-71032
P05166,R-HSA-71032
P22033,R-HSA-71032
Q8IVH4,R-HSA-71032
P43119,R-HSA-392851
P59768,R-HSA-392851
P47712,WP5122
P47712,WP5321
Q9Y271,WP5122
Q9Y271,WP5321
P43116,WP5088
P15121,WP98
P34995,R-HSA-391908
P35408,R-HSA-391908
P43088,R-HSA-391908
P43115,R-HSA-391908
P43116,R-HSA-391908
P43119,R-HSA-391908
Q13258,R-HSA-391908
Q9Y5Y4,R-HSA-391908
P24941,hsa05215
P38936,hsa05215
O15111,hsa05215
P16220,hsa05215
P35222,hsa05215
P01133,hsa05215
P00533,hsa05215
P04626,hsa05215
P31749,hsa05215
P11362,hsa05215
P21802,hsa05215
P42345,hsa05215
P49841,hsa05215
P09211,hsa05215
P07900,hsa05215
P08069,hsa05215
P07288,hsa05215
O14920,hsa05215
P01308,hsa05215
P14616,hsa05215
P10275,hsa05215
Q00987,hsa05215
P14780,hsa05215
P18848,hsa05215
P19838,hsa05215
P25963,hsa05215
Q9UJU2,hsa05215
P16234,hsa05215
P09619,hsa05215
O15530,hsa05215
P42336,hsa05215
P42338,hsa05215
O00329,hsa05215
P27986,hsa05215
O00459,hsa05215
P00750,hsa05215
P00749,hsa05215
P28482,hsa05215
P27361,hsa05215
Q02750,hsa05215
P36507,hsa05215
P04049,hsa05215
P24385,hsa05215
P10415,hsa05215
Q04206,hsa05215
P31213,hsa05215
P15056,hsa05215
P04637,hsa05215
P14625,hsa05215
P55211,hsa05215
Q92569,hsa05215
P01579,hsa03050
P20618,hsa03050
P49721,hsa03050
P28074,hsa03050
P28062,hsa03050
P28065,hsa03050
P40306,hsa03050
Q06323,hsa03050
Q9Y6H6,hsa04974
P15086,hsa04974
P27487,hsa04974
P15502,hsa04974
Q9UHI5,hsa04974
O15554,hsa04974
P51787,hsa04974
P08473,hsa04974
P05023,hsa04974
P50993,hsa04974
P13637,hsa04974
P54710,hsa04974
Q9BYF1,hsa04974
P43005,hsa04974
P32418,hsa04974
P11021,hsa03060
O14556,WP1892
O15379,WP1892
P04637,WP1892
P19784,WP1892
P59768,WP1892
P68366,WP1892
P68371,WP1892
P68400,WP1892
Q13509,WP1892
Q71U36,WP1892
Q9H4B7,WP1892
P0DP23,R-HSA-8876725
P11142,R-HSA-8876725
P13639,R-HSA-8876725
P15880,R-HSA-8876725
P68104,R-HSA-8876725
O75460,hsa04141
P18850,hsa04141
Q14697,hsa04141
P30101,hsa04141
P11021,hsa04141
P11142,hsa04141
P07900,hsa04141
Q9P2K8,hsa04141
P18848,hsa04141
P07237,hsa04141
P45983,hsa04141
P45984,hsa04141
P53779,hsa04141
P19525,hsa04141
Q86YB8,hsa04141
P10415,hsa04141
P14625,hsa04141
P27797,hsa04141
P27824,hsa04141
P38936,hsa05205
Q16539,hsa05205
P35222,hsa05205
P07711,hsa05205
P00533,hsa05205
P04626,hsa05205
P21860,hsa05205
Q15303,hsa05205
P31749,hsa05205
P03372,hsa05205
P09038,hsa05205
P11362,hsa05205
P02751,hsa05205
P42345,hsa05205
Q16665,hsa05205
P08069,hsa05205
P06756,hsa05205
P05106,hsa05205
Q14643,hsa05205
Q14571,hsa05205
Q14573,hsa05205
P35968,hsa05205
P51884,hsa05205
Q00987,hsa05205
P08581,hsa05205
P08253,hsa05205
P14780,hsa05205
P01106,hsa05205
Q13153,hsa05205
O15530,hsa05205
P42336,hsa05205
P42338,hsa05205
O00329,hsa05205
P27986,hsa05205
O00459,hsa05205
P00749,hsa05205
P17612,hsa05205
P22694,hsa05205
P17252,hsa05205
P05771,hsa05205
P05129,hsa05205
P28482,hsa05205
P27361,hsa05205
Q15759,hsa05205
O15264,hsa05205
Q02750,hsa05205
P36507,hsa05205
Q05397,hsa05205
P29350,hsa05205
P63000,hsa05205
P04049,hsa05205
P24385,hsa05205
P53778,hsa05205
P19634,hsa05205
Q99835,hsa05205
P12931,hsa05205
P15056,hsa05205
P01137,hsa05205
O60603,hsa05205
O00206,hsa05205
P63261,hsa05205
P01375,hsa05205
P04637,hsa05205
P15692,hsa05205
P04004,hsa05205
Q9UQM7,hsa05205
Q13554,hsa05205
Q13557,hsa05205
Q13555,hsa05205
P42574,hsa05205
Q92569,hsa05205
O75116,hsa05205
P16070,hsa05205
O15427,R-HSA-433692
O60669,R-HSA-433692
O95907,R-HSA-433692
P53985,R-HSA-433692
Q16348,R-HSA-427975
Q9UI32,hsa04964
O94925,hsa04964
P00367,hsa04964
P49448,hsa04964
P29972,hsa04964
P40925,hsa04964
P05023,hsa04964
P50993,hsa04964
P13637,hsa04964
P54710,hsa04964
P00918,hsa04964
P22748,hsa04964
P04637,WP4047
P05412,WP4047
P15336,WP4047
P19784,WP4047
P20618,WP4047
P27361,WP4047
P28062,WP4047
P28065,WP4047
P28074,WP4047
P28482,WP4047
P29590,WP4047
P31749,WP4047
P37231,WP4047
P40306,WP4047
P42345,WP4047
P42685,WP4047
P49721,WP4047
P68400,WP4047
Q06323,WP4047
Q13547,WP4047
Q15910,WP4047
Q92769,WP4047
Q13882,R-HSA-8849474
Q13882,R-HSA-8849472
Q9H3Y6,R-HSA-8849472
P04150,R-HSA-8849473
Q13882,R-HSA-8849473
Q16665,R-HSA-8849473
P00533,R-HSA-8857538
Q13882,R-HSA-8857538
Q16665,R-HSA-8857538
Q5S007,R-HSA-8857538
P11802,R-HSA-8849470
P24385,R-HSA-8849470
P24941,R-HSA-8849470
Q13882,R-HSA-8849470
P23246,R-HSA-8849468
Q13882,R-HSA-8849468
P63000,R-HSA-8849471
Q13882,R-HSA-8849471
P31749,R-HSA-8849469
Q13882,R-HSA-8849469
P00491,R-HSA-74259
P21589,R-HSA-74259
P47989,R-HSA-74259
Q9BY32,R-HSA-74259
P00813,hsa00230
Q08828,hsa00230
Q08462,hsa00230
Q9Y233,hsa00230
O95622,hsa00230
P27707,hsa00230
P22102,hsa00230
Q9NP56,hsa00230
P25092,hsa00230
P00492,hsa00230
P07741,hsa00230
P20839,hsa00230
P12268,hsa00230
Q9BY32,hsa00230
P31939,hsa00230
P15531,hsa00230
P00491,hsa00230
P16066,hsa00230
P20594,hsa00230
P21589,hsa00230
Q7LG56,hsa00230
Q9HCR9,hsa00230
P54750,hsa00230
Q14123,hsa00230
O00408,hsa00230
Q14432,hsa00230
Q13370,hsa00230
P27815,hsa00230
Q07343,hsa00230
Q08493,hsa00230
Q08499,hsa00230
P16499,hsa00230
P18545,hsa00230
Q13956,hsa00230
Q13946,hsa00230
O60658,hsa00230
O76083,hsa00230
Q01064,hsa00230
P35913,hsa00230
O15067,hsa00230
Q06203,hsa00230
P23921,hsa00230
P31350,hsa00230
P47989,hsa00230
O95263,hsa00230
O76074,hsa00230
P49915,hsa00230
O43252,hsa00230
O15067,WP4224
P00491,WP4224
P00492,WP4224
P00813,WP4224
P07741,WP4224
P20839,WP4224
P22102,WP4224
P31153,WP4224
P31939,WP4224
P41594,WP4224
P47989,WP4224
P51580,WP4224
Q06203,WP4224
Q06278,WP4224
Q7LG56,WP4224
Q96EN8,WP4224
Q9BY32,WP4224
O15067,R-HSA-73817
P12268,R-HSA-73817
P20839,R-HSA-73817
P22102,R-HSA-73817
P31939,R-HSA-73817
P49915,R-HSA-73817
Q06203,R-HSA-73817
P00491,R-HSA-74217
P00492,R-HSA-74217
P00813,R-HSA-74217
P07741,R-HSA-74217
P27707,R-HSA-74217
P01024,R-HSA-9660826
P01584,R-HSA-9660826
P05067,R-HSA-9660826
P09601,R-HSA-9660826
P19838,R-HSA-9660826
P21589,R-HSA-9660826
P29466,R-HSA-9660826
Q00653,R-HSA-9660826
Q04206,R-HSA-9660826
Q99571,R-HSA-9660826
Q99572,R-HSA-9660826
Q02127,R-HSA-500753
P19971,R-HSA-73621
P21589,R-HSA-73621
Q12882,R-HSA-73621
Q9BYV1,R-HSA-73621
P17812,hsa00240
P27707,hsa00240
Q02127,hsa00240
Q12882,hsa00240
P19971,hsa00240
P15531,hsa00240
P21589,hsa00240
Q7LG56,hsa00240
P30085,hsa00240
P23921,hsa00240
P31350,hsa00240
O00142,hsa00240
P04818,hsa00240
O00142,WP4225
P04818,WP4225
P19971,WP4225
P23921,WP4225
P31327,WP4225
P31350,WP4225
P80404,WP4225
Q02127,WP4225
Q02252,WP4225
Q12882,WP4225
Q7LG56,WP4225
Q9BYV1,WP4225
Q9UI32,WP4225
O00142,R-HSA-73614
P19971,R-HSA-73614
P27707,R-HSA-73614
P01584,R-HSA-5620971
P04637,R-HSA-5620971
P09429,R-HSA-5620971
P29466,R-HSA-5620971
P42574,R-HSA-5620971
P99999,R-HSA-5620971
P14550,hsa00620
Q16798,hsa00620
P07327,hsa00620
P00325,hsa00620
P00326,hsa00620
P08319,hsa00620
P11766,hsa00620
P40394,hsa00620
P10515,hsa00620
P09622,hsa00620
P05091,hsa00620
P30837,hsa00620
P49189,hsa00620
P51648,hsa00620
Q04760,hsa00620
Q16775,hsa00620
Q13085,hsa00620
O00763,hsa00620
P24752,hsa00620
P00338,hsa00620
P07195,hsa00620
P07864,hsa00620
P40925,hsa00620
P40926,hsa00620
P48163,hsa00620
P23368,hsa00620
P49419,hsa00620
P11498,hsa00620
P08559,hsa00620
P29803,hsa00620
P11177,hsa00620
P30613,hsa00620
P14618,hsa00620
Q9BYZ2,hsa00620
O15427,R-HSA-70268
O95907,R-HSA-70268
P21796,R-HSA-70268
P53985,R-HSA-70268
P36888,R-HSA-9702620
O43174,R-HSA-5365859
O75911,R-HSA-5365859
O94788,R-HSA-5365859
P00326,R-HSA-5365859
P00352,R-HSA-5365859
P07327,R-HSA-5365859
P08319,R-HSA-5365859
P42330,R-HSA-5365859
P47895,R-HSA-5365859
Q6V0L0,R-HSA-5365859
Q8NBN7,R-HSA-5365859
Q8TC12,R-HSA-5365859
Q92781,R-HSA-5365859
Q9BTZ2,R-HSA-5365859
Q9NR63,R-HSA-5365859
O43617,R-HSA-8876198
O75385,R-HSA-8876198
P31749,R-HSA-8876198
O00459,R-HSA-9013149
O14578,R-HSA-9013149
O14939,R-HSA-9013149
O75914,R-HSA-9013149
O96013,R-HSA-9013149
P02786,R-HSA-9013149
P04839,R-HSA-9013149
P11274,R-HSA-9013149
P13498,R-HSA-9013149
P14598,R-HSA-9013149
P19878,R-HSA-9013149
P27986,R-HSA-9013149
P29317,R-HSA-9013149
P42336,R-HSA-9013149
P42684,R-HSA-9013149
P63000,R-HSA-9013149
Q13153,R-HSA-9013149
Q13177,R-HSA-9013149
Q13393,R-HSA-9013149
Q15080,R-HSA-9013149
Q16512,R-HSA-9013149
Q16513,R-HSA-9013149
Q92569,R-HSA-9013149
Q9H2K8,R-HSA-9013149
Q9NQU5,R-HSA-9013149
Q9P286,R-HSA-9013149
Q9Y5S8,R-HSA-9013149
O00459,R-HSA-9013404
O14939,R-HSA-9013404
O96013,R-HSA-9013404
P02786,R-HSA-9013404
P04839,R-HSA-9013404
P11274,R-HSA-9013404
P13498,R-HSA-9013404
P14598,R-HSA-9013404
P15153,R-HSA-9013404
P19878,R-HSA-9013404
P27986,R-HSA-9013404
P29317,R-HSA-9013404
P42336,R-HSA-9013404
Q13153,R-HSA-9013404
Q13177,R-HSA-9013404
Q15080,R-HSA-9013404
Q92569,R-HSA-9013404
Q9H2K8,R-HSA-9013404
O00459,R-HSA-9013423
O96013,R-HSA-9013423
P02786,R-HSA-9013423
P04839,R-HSA-9013423
P11274,R-HSA-9013423
P13498,R-HSA-9013423
P14598,R-HSA-9013423
P19878,R-HSA-9013423
P27986,R-HSA-9013423
P29317,R-HSA-9013423
P42684,R-HSA-9013423
Q13153,R-HSA-9013423
Q13177,R-HSA-9013423
Q15080,R-HSA-9013423
Q9H2K8,R-HSA-9013423
Q9Y5S8,R-HSA-9013423
P27361,R-HSA-112409
P28482,R-HSA-112409
O60674,WP3332
P05231,WP3332
P06493,WP3332
P23458,WP3332
P29597,WP3332
P36507,WP3332
Q02750,WP3332
O60674,R-HSA-5673000
P04049,R-HSA-5673000
P0DP23,R-HSA-5673000
P12931,R-HSA-5673000
P15056,R-HSA-5673000
P27448,R-HSA-5673000
P31946,R-HSA-5673000
P36507,R-HSA-5673000
P62714,R-HSA-5673000
P67775,R-HSA-5673000
Q02750,R-HSA-5673000
Q13554,R-HSA-5673000
Q13555,R-HSA-5673000
Q13557,R-HSA-5673000
Q16584,R-HSA-5673000
Q9UQM7,R-HSA-5673000
O00459,R-HSA-5673001
O15399,R-HSA-5673001
O60674,R-HSA-5673001
P00533,R-HSA-5673001
P01133,R-HSA-5673001
P04626,R-HSA-5673001
P05230,R-HSA-5673001
P06241,R-HSA-5673001
P07949,R-HSA-5673001
P08581,R-HSA-5673001
P08620,R-HSA-5673001
P08700,R-HSA-5673001
P09038,R-HSA-5673001
P09619,R-HSA-5673001
P0DP23,R-HSA-5673001
P10721,R-HSA-5673001
P16234,R-HSA-5673001
P22455,R-HSA-5673001
P23458,R-HSA-5673001
P27361,R-HSA-5673001
P27986,R-HSA-5673001
P28482,R-HSA-5673001
P36888,R-HSA-5673001
P42336,R-HSA-5673001
P42338,R-HSA-5673001
P52333,R-HSA-5673001
P60568,R-HSA-5673001
P78352,R-HSA-5673001
Q02763,R-HSA-5673001
Q05397,R-HSA-5673001
Q05586,R-HSA-5673001
Q13224,R-HSA-5673001
Q13554,R-HSA-5673001
Q13555,R-HSA-5673001
Q13557,R-HSA-5673001
Q9UQM7,R-HSA-5673001
P02671,WP2735
P02675,WP2735
P02679,WP2735
P02751,WP2735
P04049,WP2735
P05106,WP2735
P08514,WP2735
P12931,WP2735
P15056,WP2735
P20618,WP2735
P27448,WP2735
P28062,WP2735
P28065,WP2735
P28074,WP2735
P30086,WP2735
P31946,WP2735
P36507,WP2735
P40306,WP2735
P41240,WP2735
P49721,WP2735
P53778,WP2735
P62714,WP2735
P67775,WP2735
Q02750,WP2735
Q06323,WP2735
Q16584,WP2735
P04049,WP1895
P31946,WP1895
Q08828,hsa04015
Q08462,hsa04015
O95622,hsa04015
P21554,hsa04015
P29274,hsa04015
P29275,hsa04015
Q16539,hsa04015
P07333,hsa04015
P35222,hsa04015
P14416,hsa04015
P01133,hsa04015
P00533,hsa04015
P29317,hsa04015
P31749,hsa04015
P25116,hsa04015
P05230,hsa04015
P09038,hsa04015
P08620,hsa04015
P11362,hsa04015
P22607,hsa04015
P21802,hsa04015
P22455,hsa04015
P17948,hsa04015
P35916,hsa04015
P21462,hsa04015
Q99677,hsa04015
Q05586,hsa04015
Q12879,hsa04015
Q13224,hsa04015
P08069,hsa04015
P01308,hsa04015
P06213,hsa04015
P08514,hsa04015
P20701,hsa04015
P05106,hsa04015
P35968,hsa04015
P10721,hsa04015
P08581,hsa04015
P01138,hsa04015
P47900,hsa04015
P16234,hsa04015
P09619,hsa04015
P42336,hsa04015
P42338,hsa04015
O00329,hsa04015
P27986,hsa04015
O00459,hsa04015
P17252,hsa04015
P05771,hsa04015
P05129,hsa04015
P41743,hsa04015
Q15139,hsa04015
Q05513,hsa04015
P28482,hsa04015
P27361,hsa04015
Q15759,hsa04015
O15264,hsa04015
Q02750,hsa04015
P36507,hsa04015
P46734,hsa04015
P52564,hsa04015
P63000,hsa04015
P15153,hsa04015
P04049,hsa04015
P53778,hsa04015
P12931,hsa04015
P15056,hsa04015
Q02763,hsa04015
P63261,hsa04015
P15692,hsa04015
P0DP23,hsa04015
Q92569,hsa04015
P04049,R-HSA-392517
P17612,R-HSA-392517
P22694,R-HSA-392517
P31946,R-HSA-392517
O15399,R-HSA-442982
P0DP23,R-HSA-442982
P78352,R-HSA-442982
Q05586,R-HSA-442982
Q13224,R-HSA-442982
Q13554,R-HSA-442982
Q13555,R-HSA-442982
Q13557,R-HSA-442982
Q9UQM7,R-HSA-442982
P0DP23,R-HSA-9648002
P49354,R-HSA-9648002
P49356,R-HSA-9648002
Q04759,R-HSA-9648002
Q07817,R-HSA-9648002
Q13237,R-HSA-9648002
O96013,hsa04014
O15111,hsa04014
P07333,hsa04014
P01133,hsa04014
P00533,hsa04014
P29317,hsa04014
P31749,hsa04014
P05230,hsa04014
P09038,hsa04014
P08620,hsa04014
P11362,hsa04014
P22607,hsa04014
P21802,hsa04014
P22455,hsa04014
P17948,hsa04014
P36888,hsa04014
P35916,hsa04014
P00519,hsa04014
Q9UNK4,hsa04014
P42684,hsa04014
Q05586,hsa04014
Q12879,hsa04014
Q13224,hsa04014
Q9UHD2,hsa04014
Q9NZK7,hsa04014
P34969,hsa04014
P08069,hsa04014
O14920,hsa04014
P01308,hsa04014
P06213,hsa04014
P35968,hsa04014
P10721,hsa04014
P08581,hsa04014
P19838,hsa04014
P01138,hsa04014
P04629,hsa04014
Q16620,hsa04014
Q13153,hsa04014
Q13177,hsa04014
O75914,hsa04014
P16234,hsa04014
P09619,hsa04014
P42336,hsa04014
P42338,hsa04014
O00329,hsa04014
P27986,hsa04014
O00459,hsa04014
P04054,hsa04014
P14555,hsa04014
P47712,hsa04014
Q13393,hsa04014
O14939,hsa04014
P59768,hsa04014
P17612,hsa04014
P22694,hsa04014
P17252,hsa04014
P05771,hsa04014
P05129,hsa04014
P28482,hsa04014
P27361,hsa04014
P45983,hsa04014
P45984,hsa04014
P53779,hsa04014
Q02750,hsa04014
P36507,hsa04014
Q9NQU5,hsa04014
Q9P286,hsa04014
P63000,hsa04014
P15153,hsa04014
P04049,hsa04014
Q04206,hsa04014
Q07817,hsa04014
P23560,hsa04014
Q02763,hsa04014
P15692,hsa04014
P43403,hsa04014
P0DP23,hsa04014
Q92569,hsa04014
Q13332,R-HSA-388844
Q16288,R-HSA-388844
O75385,R-HSA-8934903
P19784,R-HSA-8934903
P68400,R-HSA-8934903
P29372,R-HSA-110330
P62807,R-HSA-110330
P62807,R-HSA-110328
Q969S2,R-HSA-110328
Q96FI4,R-HSA-110328
P12004,R-HSA-110314
P56282,R-HSA-110314
Q07864,R-HSA-110314
Q9NR33,R-HSA-110314
Q9NRF9,R-HSA-110314
O96017,R-HSA-5693565
P00519,R-HSA-5693565
P04637,R-HSA-5693565
P45983,R-HSA-5693565
P46736,R-HSA-5693565
P62807,R-HSA-5693565
Q13315,R-HSA-5693565
O00444,R-HSA-380270
P06493,R-HSA-380270
P07437,R-HSA-380270
P07900,R-HSA-380270
P17612,R-HSA-380270
P23258,R-HSA-380270
P51955,R-HSA-380270
P53350,R-HSA-380270
P68366,R-HSA-380270
P68371,R-HSA-380270
Q71U36,R-HSA-380270
Q7Z460,R-HSA-380270
O00444,R-HSA-380320
P06493,R-HSA-380320
P07437,R-HSA-380320
P07900,R-HSA-380320
P17612,R-HSA-380320
P23258,R-HSA-380320
P51955,R-HSA-380320
P53350,R-HSA-380320
P68366,R-HSA-380320
P68371,R-HSA-380320
Q13509,R-HSA-380320
Q71U36,R-HSA-380320
Q7Z460,R-HSA-380320
Q9H4B7,R-HSA-380320
O95342,R-HSA-159418
P02768,R-HSA-159418
P19793,R-HSA-159418
P51161,R-HSA-159418
Q14032,R-HSA-159418
Q15596,R-HSA-159418
Q96RI1,R-HSA-159418
Q9NPD5,R-HSA-159418
Q9Y6L6,R-HSA-159418
P28482,R-HSA-437239
P32004,R-HSA-437239
P51812,R-HSA-437239
P63261,R-HSA-437239
P68366,R-HSA-437239
P68371,R-HSA-437239
Q13509,R-HSA-437239
Q15418,R-HSA-437239
Q71U36,R-HSA-437239
Q9H4B7,R-HSA-437239
Q9UK32,R-HSA-437239
O14983,R-HSA-418359
P0DP23,R-HSA-418359
P16615,R-HSA-418359
P20020,R-HSA-418359
P23634,R-HSA-418359
P30626,R-HSA-418359
P32418,R-HSA-418359
Q01814,R-HSA-418359
Q16720,R-HSA-418359
P06241,WP4083
P06241,R-HSA-8866376
P10721,R-HSA-9669929
P16234,R-HSA-9674403
P36897,WP4838
P42574,WP4838
Q15493,WP4838
P19838,R-HSA-193692
Q04206,R-HSA-193692
Q13546,R-HSA-3371378
O96013,hsa04810
P23528,hsa04810
P11229,hsa04810
P08172,hsa04810
P20309,hsa04810
P08173,hsa04810
P08912,hsa04810
P01133,hsa04810
P00533,hsa04810
P31749,hsa04810
P00734,hsa04810
P25116,hsa04810
P05230,hsa04810
P09038,hsa04810
P08620,hsa04810
P11362,hsa04810
P22607,hsa04810
P21802,hsa04810
P22455,hsa04810
P02751,hsa04810
Q99677,hsa04810
P06396,hsa04810
P01308,hsa04810
P14616,hsa04810
P08514,hsa04810
P20701,hsa04810
P06756,hsa04810
P05106,hsa04810
P01042,hsa04810
P53667,hsa04810
P53671,hsa04810
Q15746,hsa04810
Q13153,hsa04810
Q13177,hsa04810
O75914,hsa04810
P16234,hsa04810
P09619,hsa04810
P42336,hsa04810
P42338,hsa04810
O00329,hsa04810
P27986,hsa04810
O00459,hsa04810
P28482,hsa04810
P27361,hsa04810
Q02750,hsa04810
P36507,hsa04810
Q9NQU5,hsa04810
Q9P286,hsa04810
Q05397,hsa04810
P63000,hsa04810
P15153,hsa04810
P04049,hsa04810
P46663,hsa04810
P30411,hsa04810
P19634,hsa04810
P12931,hsa04810
P15056,hsa04810
P63261,hsa04810
P01031,hsa04810
P07357,hsa04810
P07360,hsa04810
P02748,hsa04810
P61073,hsa04810
Q8TBX8,hsa04810
P78356,hsa04810
Q92569,hsa04810
Q9H1R3,hsa04810
P12814,hsa04810
Q32MK0,hsa04810
O75116,hsa04810
P00519,R-HSA-2029482
P07900,R-HSA-2029482
P23528,R-HSA-2029482
P27361,R-HSA-2029482
P28482,R-HSA-2029482
P43405,R-HSA-2029482
P53667,R-HSA-2029482
P63000,R-HSA-2029482
P63261,R-HSA-2029482
Q05397,R-HSA-2029482
Q06187,R-HSA-2029482
Q13153,R-HSA-2029482
P20618,R-HSA-211733
P28062,R-HSA-211733
P28065,R-HSA-211733
P28074,R-HSA-211733
P40306,R-HSA-211733
P49721,R-HSA-211733
Q06323,R-HSA-211733
Q13177,R-HSA-211733
P06493,R-HSA-176408
P24941,R-HSA-176408
P20618,WP1896
P28062,WP1896
P28065,WP1896
P28074,WP1896
P40306,WP1896
P49721,WP1896
Q06323,WP1896
Q13177,WP1896
Q07820,WP3872
P01308,WP3513
P10997,WP3513
P11168,WP3513
P31749,WP3513
Q14541,WP3513
P14923,R-HSA-9762292
P35222,R-HSA-9762292
P14923,R-HSA-9764302
P35222,R-HSA-9764302
P12931,R-HSA-428542
P00734,R-HSA-977606
P00736,R-HSA-977606
P00751,R-HSA-977606
P01024,R-HSA-977606
P01031,R-HSA-977606
P02746,R-HSA-977606
P02747,R-HSA-977606
P02748,R-HSA-977606
P04003,R-HSA-977606
P04004,R-HSA-977606
P05155,R-HSA-977606
P07225,R-HSA-977606
P07357,R-HSA-977606
P07360,R-HSA-977606
P08174,R-HSA-977606
P08603,R-HSA-977606
P0C0L5,R-HSA-977606
P10909,R-HSA-977606
P15169,R-HSA-977606
P20851,R-HSA-977606
P22792,R-HSA-977606
P12814,R-HSA-446388
Q15569,R-HSA-446388
P08865,R-HSA-9010553
P15880,R-HSA-9010553
P20618,R-HSA-9010553
P28062,R-HSA-9010553
P28065,R-HSA-9010553
P28074,R-HSA-9010553
P39023,R-HSA-9010553
P40306,R-HSA-9010553
P49721,R-HSA-9010553
Q06323,R-HSA-9010553
P17302,R-HSA-191650
P15692,R-HSA-1234158
Q16665,R-HSA-1234158
Q16790,R-HSA-1234158
P01308,R-HSA-210745
P10997,R-HSA-210745
P11168,R-HSA-210745
Q14541,R-HSA-210745
P17612,R-HSA-9634600
P22694,R-HSA-9634600
P62714,R-HSA-9634600
P67775,R-HSA-9634600
P09601,R-HSA-9707587
P11021,R-HSA-3371453
P11142,R-HSA-3371453
P27361,R-HSA-3371453
P28482,R-HSA-3371453
P48723,R-HSA-3371453
P49841,R-HSA-3371453
Q13315,R-HSA-3371453
P23458,R-HSA-912694
P29350,R-HSA-912694
P29597,R-HSA-912694
O60674,R-HSA-877312
P01579,R-HSA-877312
P23458,R-HSA-877312
P29350,R-HSA-877312
O14791,WP2799
P00450,WP2799
P00734,WP2799
P00747,WP2799
P01008,WP2799
P01009,WP2799
