"DrugBank.ID","UniProt.Protein.ID"
"DB00981","P22303"
"DB00674","P22303"
"DB01057","P22303"
"DB00843","P22303"
"DB00677","P22303"
"DB00384","P08235"
"DB00687","P08235"
"DB00700","P08235"
"DB01395","P08235"
"DB06780","P08235"
"DB00421","P08235"
"DB00886","P08473"
"DB11623","P08473"
"DB09292","P08473"
"DB00616","P08473"
"DB02255","P08253"
"DB05100","P08253"
"DB03880","P08253"
"DB05100","P08254"
"DB02255","P14780"
"DB05100","P14780"
"DB03880","P14780"
"DB05100","P45452"
"DB05100","P50281"
"DB06210","P40238"
"DB05332","P40238"
"DB06594","P48039"
"DB01065","P48039"
"DB09071","P48039"
"DB06594","P49286"
"DB09071","P49286"
"DB01065","P49286"
"DB08827","P55157"
"DB04865","P01106"
"DB06779","P01008"
"DB01225","P01008"
"DB06271","P01008"
"DB06822","P01008"
"DB09259","P01008"
"DB00407","P01008"
"DB01158","P05023"
"DB00390","P05023"
"DB01244","P05023"
"DB00511","P05023"
"DB01396","P05023"
"DB01092","P05023"
"DB01078","P05023"
"DB00390","P50993"
"DB01092","P50993"
"DB01158","P50993"
"DB01244","P50993"
"DB00511","P50993"
"DB01078","P50993"
"DB01396","P50993"
"DB01078","P13637"
"DB01158","P13637"
"DB01396","P13637"
"DB00511","P13637"
"DB01244","P13637"
"DB00390","P13637"
"DB01092","P13637"
"DB00390","Q13733"
"DB01158","Q13733"
"DB01244","Q13733"
"DB01078","Q13733"
"DB01092","Q13733"
"DB00511","Q13733"
"DB01396","Q13733"
"DB06185","P00491"
"DB00213","P20648"
"DB00338","P20648"
"DB00448","P20648"
"DB00736","P20648"
"DB01129","P20648"
"DB06243","P11926"
"DB01129","P51164"
"DB00448","P51164"
"DB00338","P51164"
"DB00213","P51164"
"DB00736","P51164"
"DB06738","P41143"
"DB00704","P41143"
"DB01183","P41143"
"DB00497","P41143"
"DB00844","P41143"
"DB00836","P41143"
"DB06230","P41143"
"DB09272","P41143"
"DB00844","P41145"
"DB01209","P41145"
"DB06738","P41145"
"DB11490","P41145"
"DB06230","P41145"
"DB00921","P41145"
"DB00611","P41145"
"DB00497","P41145"
"DB00652","P41145"
"DB00704","P41145"
"DB01183","P41145"
"DB00836","P41145"
"DB09272","P41145"
"DB00836","P35372"
"DB09049","P35372"
"DB00921","P35372"
"DB01551","P35372"
"DB00611","P35372"
"DB08988","P35372"
"DB01501","P35372"
"DB00704","P35372"
"DB01183","P35372"
"DB00647","P35372"
"DB00813","P35372"
"DB11490","P35372"
"DB01452","P35372"
"DB00295","P35372"
"DB06738","P35372"
"DB06274","P35372"
"DB00854","P35372"
"DB00193","P35372"
"DB00318","P35372"
"DB06800","P35372"
"DB00454","P35372"
"DB09209","P35372"
"DB06230","P35372"
"DB01209","P35372"
"DB00652","P35372"
"DB00802","P35372"
"DB01192","P35372"
"DB00899","P35372"
"DB00708","P35372"
"DB00956","P35372"
"DB00497","P35372"
"DB09272","P35372"
"DB01227","P35372"
"DB01466","P35372"
"DB00844","P35372"
"DB00333","P35372"
"DB00913","P35372"
"DB06204","P35372"
"DB00107","P30559"
"DB09059","P30559"
"DB01282","P30559"
"DB04983","P41231"
"DB00824","Q9HCR9"
"DB01113","Q9HCR9"
"DB00651","Q9HCR9"
"DB00277","Q9HCR9"
"DB01223","Q9HCR9"
"DB01303","Q9HCR9"
"DB13242","Q9HCR9"
"DB00724","Q9NYK1"
"DB04168","Q9NYK1"
"DB09037","Q15116"
"DB09035","Q15116"
"DB00277","P54750"
"DB00651","P54750"
"DB00824","P54750"
"DB13242","P54750"
"DB01303","P54750"
"DB01223","P54750"
"DB01113","P54750"
"DB01223","Q14123"
"DB00651","Q14123"
"DB13242","Q14123"
"DB00824","Q14123"
"DB01303","Q14123"
"DB01113","Q14123"
"DB00277","Q14123"
"DB00277","O00408"
"DB01223","O00408"
"DB00651","O00408"
"DB13242","O00408"
"DB00824","O00408"
"DB01303","O00408"
"DB09273","O00408"
"DB01113","O00408"
"DB00201","O00408"
"DB00824","Q14432"
"DB01113","Q14432"
"DB00235","Q14432"
"DB00922","Q14432"
"DB01166","Q14432"
"DB00277","Q14432"
"DB01303","Q14432"
"DB13242","Q14432"
"DB00201","Q14432"
"DB04880","Q14432"
"DB00651","Q14432"
"DB01223","Q14432"
"DB11450","Q14432"
"DB01427","Q14432"
"DB00261","Q14432"
"DB00235","Q13370"
"DB00261","Q13370"
"DB01166","Q13370"
"DB00651","Q13370"
"DB11450","Q13370"
"DB01223","Q13370"
"DB01427","Q13370"
"DB13242","Q13370"
"DB00922","Q13370"
"DB04880","Q13370"
"DB00201","Q13370"
"DB00824","Q13370"
"DB01113","Q13370"
"DB01303","Q13370"
"DB00277","Q13370"
"DB00201","P27815"
"DB00651","P27815"
"DB03849","P27815"
"DB05676","P27815"
"DB01113","P27815"
"DB01791","P27815"
"DB01303","P27815"
"DB01656","P27815"
"DB00277","P27815"
"DB01223","P27815"
"DB00975","P27815"
"DB13242","P27815"
"DB05219","P27815"
"DB01954","P27815"
"DB00824","P27815"
"DB01223","Q07343"
"DB01656","Q07343"
"DB00651","Q07343"
"DB03849","Q07343"
"DB00201","Q07343"
"DB13242","Q07343"
"DB00824","Q07343"
"DB01113","Q07343"
"DB01954","Q07343"
"DB01791","Q07343"
"DB00277","Q07343"
"DB05676","Q07343"
"DB05219","Q07343"
"DB01303","Q07343"
"DB00277","Q08493"
"DB00651","Q08493"
"DB00824","Q08493"
"DB01113","Q08493"
"DB00201","Q08493"
"DB01303","Q08493"
"DB01656","Q08493"
"DB05676","Q08493"
"DB05219","Q08493"
"DB13242","Q08493"
"DB01223","Q08493"
"DB03849","Q08493"
"DB01791","Q08493"
"DB01954","Q08493"
"DB05676","Q08499"
"DB00201","Q08499"
"DB00824","Q08499"
"DB00651","Q08499"
"DB01303","Q08499"
"DB01791","Q08499"
"DB05219","Q08499"
"DB00277","Q08499"
"DB01113","Q08499"
"DB13242","Q08499"
"DB03849","Q08499"
"DB01954","Q08499"
"DB01656","Q08499"
"DB01223","Q08499"
"DB00651","Q13946"
"DB01223","Q13946"
"DB01303","Q13946"
"DB00824","Q13946"
"DB00277","Q13946"
"DB13242","Q13946"
"DB01113","Q13946"
"DB01223","O60658"
"DB13242","O60658"
"DB01113","O60658"
"DB00824","O60658"
"DB00277","O60658"
"DB01303","O60658"
"DB00651","O60658"
"DB01303","Q01064"
"DB01223","Q01064"
"DB00824","Q01064"
"DB00651","Q01064"
"DB01113","Q01064"
"DB00201","Q01064"
"DB13242","Q01064"
"DB00277","Q01064"
"DB01268","P16234"
"DB06595","P16234"
"DB04868","P16234"
"DB06043","P16234"
"DB06589","P16234"
"DB09079","P16234"
"DB00619","P16234"
"DB05679","Q9NPF7"
"DB14004","Q9NPF7"
"DB02546","Q8WUI4"
"DB06603","Q8WUI4"
"DB06176","Q8WUI4"
"DB00398","P09619"
"DB06595","P09619"
"DB08896","P09619"
"DB01268","P09619"
"DB04868","P09619"
"DB01254","P09619"
"DB06589","P09619"
"DB09079","P09619"
"DB08885","P49763"
"DB00823","P06401"
"DB01431","P06401"
"DB00304","P06401"
"DB13857","P06401"
"DB00834","P06401"
"DB13981","P06401"
"DB13866","P06401"
"DB00603","P06401"
"DB08867","P06401"
"DB01395","P06401"
"DB00351","P06401"
"DB00717","P06401"
"DB09389","P06401"
"DB00957","P06401"
"DB00367","P06401"
"DB00396","P06401"
"DB11636","P06401"
"DB00378","P06401"
"DB11372","P06401"
"DB01406","P06401"
"DB09371","P06401"
"DB06789","P06401"
"DB06713","P06401"
"DB04881","P08183"
"DB04851","P08183"
"DB11952","O00329"
"DB09054","O00329"
"DB11952","P48736"
"DB00513","P00747"
"DB00302","P00747"
"DB00755","P29590"
"DB01169","P29590"
"DB04847","Q9GZT9"
"DB01393","Q07869"
"DB01039","Q07869"
"DB08915","Q07869"
"DB00636","Q07869"
"DB01241","Q07869"
"DB08983","Q07869"
"DB09064","Q07869"
"DB09201","P37231"
"DB01132","P37231"
"DB09199","P37231"
"DB08915","P37231"
"DB00197","P37231"
"DB00412","P37231"
"DB00872","P37288"
"DB00067","P37288"
"DB00067","P47901"
"DB00091","Q08209"
"DB00864","Q08209"
"DB00091","P16298"
"DB00864","P16298"
"DB00864","P48454"
"DB00091","P48454"
"DB00091","P63098"
"DB00864","P63098"
"DB00091","Q96LZ3"
"DB00864","Q96LZ3"
"DB00067","P30518"
"DB00035","P30518"
"DB06212","P30518"
"DB00872","P30518"
"DB00728","Q9UGM1"
"DB00184","Q9UGM1"
"DB01135","Q9UGM1"
"DB09028","Q9UGM1"
"DB05137","Q9UGM1"
"DB00732","Q9UGM1"
"DB00914","Q13131"
"DB00331","Q13131"
"DB04830","Q13131"
"DB00331","P54646"
"DB04830","P54646"
"DB00914","P54646"
"DB06595","P17252"
"DB06595","P05771"
"DB00996","Q8IZS8"
"DB08872","Q8IZS8"
"DB00230","Q8IZS8"
"DB08875","P30530"
"DB02587","Q96PN6"
"DB06595","P05129"
"DB11560","Q9NSA0"
"DB06176","Q9BY41"
"DB02546","Q9BY41"
"DB06603","Q9BY41"
"DB01559","Q9UN88"
"DB02530","Q9UN88"
"DB01567","Q9UN88"
"DB01476","Q9UN88"
"DB01437","Q9UN88"
"DB01205","Q9UN88"
"DB00801","Q9UN88"
"DB01353","Q9UN88"
"DB00475","Q9UN88"
"DB00371","Q9UN88"
"DB06554","Q9UN88"
"DB01068","Q9UN88"
"DB01594","Q9UN88"
"DB00418","Q9UN88"
"DB00306","Q9UN88"
"DB00231","Q9UN88"
"DB01553","Q9UN88"
"DB00312","Q9UN88"
"DB00273","Q9UN88"
"DB01558","Q9UN88"
"DB06716","Q9UN88"
"DB01198","Q9UN88"
"DB09017","Q9UN88"
"DB00829","Q9UN88"
"DB00404","Q9UN88"
"DB00818","Q9UN88"
"DB01588","Q9UN88"
"DB01351","Q9UN88"
"DB01352","Q9UN88"
"DB09166","Q9UN88"
"DB00628","Q9UN88"
"DB01545","Q9UN88"
"DB00897","Q9UN88"
"DB01595","Q9UN88"
"DB00237","Q9UN88"
"DB00546","Q9UN88"
"DB00842","Q9UN88"
"DB01544","Q9UN88"
"DB00683","Q9UN88"
"DB01154","Q9UN88"
"DB00690","Q9UN88"
"DB00349","Q9UN88"
"DB01511","Q9UN88"
"DB01174","Q9UN88"
"DB14028","Q9UN88"
"DB01355","Q9UN88"
"DB08811","Q9UN88"
"DB00463","Q9UN88"
"DB00186","Q9UN88"
"DB00849","Q9UN88"
"DB01215","Q9UN88"
"DB01589","Q9UN88"
"DB03044","Q15759"
"DB03044","O15264"
"DB05239","Q02750"
"DB11689","Q02750"
"DB08911","Q02750"
"DB05239","P36507"
"DB11689","P36507"
"DB08911","P36507"
"DB13399","P01236"
"DB01200","P01236"
"DB00248","P01236"
"DB04953","Q9NR82"
"DB08889","P28074"
"DB09570","P28074"
"DB00188","P28074"
"DB05137","Q9GZZ6"
"DB00184","Q9GZZ6"
"DB00732","Q9GZZ6"
"DB09028","Q9GZZ6"
"DB01135","Q9GZZ6"
"DB00728","Q9GZZ6"
"DB08964","P34995"
"DB00770","P34995"
"DB09211","P34995"
"DB00917","P43116"
"DB00929","P43116"
"DB00929","P43115"
"DB00929","P35408"
"DB00429","P43088"
"DB00905","P43088"
"DB00654","P43088"
"DB08819","P43088"
"DB00287","P43088"
"DB11454","P43088"
"DB01160","P43088"
"DB01240","P43119"
"DB11362","P43119"
"DB09213","P23219"
"DB08984","P23219"
"DB09288","P23219"
"DB00784","P23219"
"DB00939","P23219"
"DB00316","P23219"
"DB02266","P23219"
"DB00788","P23219"
"DB08797","P23219"
"DB06736","P23219"
"DB13346","P23219"
"DB08981","P23219"
"DB00573","P23219"
"DB01009","P23219"
"DB00991","P23219"
"DB00812","P23219"
"DB00605","P23219"
"DB00461","P23219"
"DB00586","P23219"
"DB00554","P23219"
"DB13783","P23219"
"DB00963","P23219"
"DB09214","P23219"
"DB00469","P23219"
"DB08955","P23219"
"DB01050","P23219"
"DB06802","P23219"
"DB00328","P23219"
"DB13527","P23219"
"DB09212","P23219"
"DB06725","P23219"
"DB00712","P23219"
"DB06737","P23219"
"DB00945","P23219"
"DB01399","P23219"
"DB13314","P23219"
"DB09216","P23219"
"DB14006","P23219"
"DB09215","P23219"
"DB06682","P23219"
"DB09217","P35354"
"DB01009","P35354"
"DB00939","P35354"
"DB09213","P35354"
"DB01283","P35354"
"DB01628","P35354"
"DB00316","P35354"
"DB08797","P35354"
"DB08984","P35354"
"DB00573","P35354"
"DB00945","P35354"
"DB14006","P35354"
"DB00788","P35354"
"DB00812","P35354"
"DB04552","P35354"
"DB09214","P35354"
"DB00586","P35354"
"DB00328","P35354"
"DB02266","P35354"
"DB00963","P35354"
"DB09216","P35354"
"DB04743","P35354"
"DB11395","P35354"
"DB01399","P35354"
"DB08981","P35354"
"DB00749","P35354"
"DB00814","P35354"
"DB00991","P35354"
"DB09215","P35354"
"DB06725","P35354"
"DB13346","P35354"
"DB13783","P35354"
"DB00469","P35354"
"DB09212","P35354"
"DB06682","P35354"
"DB09288","P35354"
"DB00784","P35354"
"DB00482","P35354"
"DB06736","P35354"
"DB00712","P35354"
"DB00533","P35354"
"DB13527","P35354"
"DB00861","P35354"
"DB01050","P35354"
"DB06802","P35354"
"DB00554","P35354"
"DB00461","P35354"
"DB13167","P35354"
"DB00605","P35354"
"DB06737","P35354"
"DB08439","P35354"
"DB13314","P35354"
"DB08955","P35354"
"DB06285","Q03431"
"DB09083","Q9P1Z3"
"DB06317","Q9NQ25"
"DB00398","P04049"
"DB08896","P04049"
"DB00677","P06276"
"DB00989","P06276"
"DB01057","P06276"
"DB00941","P06276"
"DB00755","P10276"
"DB01169","P10276"
"DB00459","P10276"
"DB04942","P10276"
"DB00982","P10276"
"DB00799","P10276"
"DB05076","P10276"
"DB00523","P10276"
"DB00926","P10276"
"DB00799","P10826"
"DB00982","P10826"
"DB00459","P10826"
"DB00523","P10826"
"DB05076","P10826"
"DB00210","P10826"
"DB00755","P10826"
"DB00926","P10826"
"DB00799","P13631"
"DB00755","P13631"
"DB00926","P13631"
"DB05076","P13631"
"DB00459","P13631"
"DB00523","P13631"
"DB00210","P13631"
"DB00982","P13631"
"DB05381","Q9H3N8"
"DB04865","P24385"
"DB11581","P10415"
"DB09026","P00797"
"DB03395","P00797"
"DB05294","P07949"
"DB00398","P07949"
"DB09078","P07949"
"DB01268","P07949"
"DB08896","P07949"
"DB08865","P08922"
"DB09083","Q9UL51"
"DB06196","P30411"
"DB00441","P23921"
"DB01073","P23921"
"DB00242","P23921"
"DB01005","P31350"
"DB00926","P19793"
"DB00523","P19793"
"DB00459","P19793"
"DB00307","P19793"
"DB00459","P28702"
"DB00307","P28702"
"DB00799","P28702"
"DB00926","P28702"
"DB00210","P28702"
"DB00523","P28702"
"DB00523","P48443"
"DB00210","P48443"
"DB00307","P48443"
"DB00459","P48443"
"DB00926","P48443"
"DB03044","P53778"
"DB01195","P35498"
"DB09009","P35498"
"DB01086","P35498"
"DB01056","P35498"
"DB00555","P35498"
"DB01118","P35498"
"DB00564","P35498"
"DB00252","P35498"
"DB09119","P35498"
"DB06727","P35498"
"DB00527","P35498"
"DB01320","P35498"
"DB00532","P35498"
"DB00280","P35498"
"DB01002","P35498"
"DB00807","P35498"
"DB00892","P35498"
"DB00908","P35498"
"DB00909","P35498"
"DB01426","P35498"
"DB09085","P35498"
"DB01182","P35498"
"DB01429","P35498"
"DB00776","P35498"
"DB00961","P35498"
"DB00907","P35498"
"DB02362","P35498"
"DB12712","P35498"
"DB01228","P35498"
"DB06201","P35498"
"DB00281","P35498"
"DB00273","P35498"
"DB00750","P35498"
"DB00721","P35498"
"DB08987","P35498"
"DB01161","P35498"
"DB00281","Q99250"
"DB01161","Q99250"
"DB00721","Q99250"
"DB00252","Q99250"
"DB06727","Q99250"
"DB09085","Q99250"
"DB00807","Q99250"
"DB00750","Q99250"
"DB00532","Q99250"
"DB00776","Q99250"
"DB01002","Q99250"
"DB12712","Q99250"
"DB00961","Q99250"
"DB01426","Q99250"
"DB01118","Q99250"
"DB06201","Q99250"
"DB09119","Q99250"
"DB01056","Q99250"
"DB00280","Q99250"
"DB02362","Q99250"
"DB01086","Q99250"
"DB00564","Q99250"
"DB01228","Q99250"
"DB00907","Q99250"
"DB00908","Q99250"
"DB00892","Q99250"
"DB00909","Q99250"
"DB01182","Q99250"
"DB01320","Q99250"
"DB00527","Q99250"
"DB09009","Q99250"
"DB01429","Q99250"
"DB00555","Q99250"
"DB00273","Q99250"
"DB08987","Q99250"
"DB01195","Q99250"
"DB00721","Q9NY46"
"DB01002","Q9NY46"
"DB09009","Q9NY46"
"DB01118","Q9NY46"
"DB01161","Q9NY46"
"DB00961","Q9NY46"
"DB00750","Q9NY46"
"DB00252","Q9NY46"
"DB00564","Q9NY46"
"DB00908","Q9NY46"
"DB01056","Q9NY46"
"DB00776","Q9NY46"
"DB01320","Q9NY46"
"DB01426","Q9NY46"
"DB00532","Q9NY46"
"DB01429","Q9NY46"
"DB09085","Q9NY46"
"DB00527","Q9NY46"
"DB00281","Q9NY46"
"DB00907","Q9NY46"
"DB01086","Q9NY46"
"DB00909","Q9NY46"
"DB01182","Q9NY46"
"DB00555","Q9NY46"
"DB01228","Q9NY46"
"DB00807","Q9NY46"
"DB02362","Q9NY46"
"DB12712","Q9NY46"
"DB06201","Q9NY46"
"DB00892","Q9NY46"
"DB09119","Q9NY46"
"DB01195","Q9NY46"
"DB00280","Q9NY46"
"DB08987","Q9NY46"
"DB00273","Q9NY46"
"DB06727","Q9NY46"
"DB06218","Q9NY46"
"DB01086","P35499"
"DB00564","P35499"
"DB00807","P35499"
"DB00961","P35499"
"DB00909","P35499"
"DB00776","P35499"
"DB06201","P35499"
"DB00721","P35499"
"DB09119","P35499"
"DB00908","P35499"
"DB12712","P35499"
"DB09009","P35499"
"DB08987","P35499"
"DB01320","P35499"
"DB00892","P35499"
"DB00252","P35499"
"DB00280","P35499"
"DB01056","P35499"
"DB00907","P35499"
"DB02362","P35499"
"DB01161","P35499"
"DB01195","P35499"
"DB06727","P35499"
"DB09085","P35499"
"DB01002","P35499"
"DB01429","P35499"
"DB01182","P35499"
"DB00281","P35499"
"DB00273","P35499"
"DB00750","P35499"
"DB00555","P35499"
"DB00527","P35499"
"DB01426","P35499"
"DB00532","P35499"
"DB01228","P35499"
"DB01118","P35499"
"DB00527","Q14524"
"DB09085","Q14524"
"DB01426","Q14524"
"DB01086","Q14524"
"DB06727","Q14524"
"DB01161","Q14524"
"DB02362","Q14524"
"DB12712","Q14524"
"DB00532","Q14524"
"DB01195","Q14524"
"DB01056","Q14524"
"DB00892","Q14524"
"DB00564","Q14524"
"DB00721","Q14524"
"DB00281","Q14524"
"DB01228","Q14524"
"DB00909","Q14524"
"DB06201","Q14524"
"DB00280","Q14524"
"DB00907","Q14524"
"DB01118","Q14524"
"DB00807","Q14524"
"DB00680","Q14524"
"DB09119","Q14524"
"DB00908","Q14524"
"DB00555","Q14524"
"DB00961","Q14524"
"DB09009","Q14524"
"DB08987","Q14524"
"DB00776","Q14524"
"DB06217","Q14524"
"DB01182","Q14524"
"DB01429","Q14524"
"DB00750","Q14524"
"DB00273","Q14524"
"DB01002","Q14524"
"DB01320","Q14524"
"DB00252","Q14524"
"DB06201","Q9UQD0"
"DB00908","Q9UQD0"
"DB00532","Q9UQD0"
"DB00909","Q9UQD0"
"DB00807","Q9UQD0"
"DB00907","Q9UQD0"
"DB12712","Q9UQD0"
"DB08987","Q9UQD0"
"DB00750","Q9UQD0"
"DB00273","Q9UQD0"
"DB01195","Q9UQD0"
"DB01320","Q9UQD0"
"DB00776","Q9UQD0"
"DB01182","Q9UQD0"
"DB09009","Q9UQD0"
"DB00280","Q9UQD0"
"DB00555","Q9UQD0"
"DB01002","Q9UQD0"
"DB00721","Q9UQD0"
"DB01429","Q9UQD0"
"DB00961","Q9UQD0"
"DB09119","Q9UQD0"
"DB00281","Q9UQD0"
"DB00892","Q9UQD0"
"DB01086","Q9UQD0"
"DB00564","Q9UQD0"
"DB01056","Q9UQD0"
"DB09085","Q9UQD0"
"DB01118","Q9UQD0"
"DB00252","Q9UQD0"
"DB01426","Q9UQD0"
"DB02362","Q9UQD0"
"DB01228","Q9UQD0"
"DB00527","Q9UQD0"
"DB06727","Q9UQD0"
"DB01161","Q9UQD0"
"DB02362","Q15858"
"DB00892","Q15858"
"DB00961","Q15858"
"DB00909","Q15858"
"DB01320","Q15858"
"DB00564","Q15858"
"DB06201","Q15858"
"DB09119","Q15858"
"DB01228","Q15858"
"DB00807","Q15858"
"DB09085","Q15858"
"DB01195","Q15858"
"DB12712","Q15858"
"DB01161","Q15858"
"DB00908","Q15858"
"DB06218","Q15858"
"DB00273","Q15858"
"DB09009","Q15858"
"DB01429","Q15858"
"DB01056","Q15858"
"DB00527","Q15858"
"DB00776","Q15858"
"DB00721","Q15858"
"DB00280","Q15858"
"DB01118","Q15858"
"DB00532","Q15858"
"DB01182","Q15858"
"DB01086","Q15858"
"DB00252","Q15858"
"DB00907","Q15858"
"DB01002","Q15858"
"DB00555","Q15858"
"DB01426","Q15858"
"DB06727","Q15858"
"DB08987","Q15858"
"DB00281","Q15858"
"DB00750","Q15858"
"DB00807","Q9Y5Y9"
"DB00281","Q9Y5Y9"
"DB00532","Q9Y5Y9"
"DB00776","Q9Y5Y9"
"DB00750","Q9Y5Y9"
"DB02362","Q9Y5Y9"
"DB01426","Q9Y5Y9"
"DB12712","Q9Y5Y9"
"DB09119","Q9Y5Y9"
"DB00527","Q9Y5Y9"
"DB01320","Q9Y5Y9"
"DB01429","Q9Y5Y9"
"DB01118","Q9Y5Y9"
"DB00273","Q9Y5Y9"
"DB01182","Q9Y5Y9"
"DB06201","Q9Y5Y9"
"DB01056","Q9Y5Y9"
"DB00961","Q9Y5Y9"
"DB00252","Q9Y5Y9"
"DB09009","Q9Y5Y9"
"DB01228","Q9Y5Y9"
"DB06727","Q9Y5Y9"
"DB00907","Q9Y5Y9"
"DB01086","Q9Y5Y9"
"DB00908","Q9Y5Y9"
"DB00280","Q9Y5Y9"
"DB00555","Q9Y5Y9"
"DB09085","Q9Y5Y9"
"DB01161","Q9Y5Y9"
"DB00892","Q9Y5Y9"
"DB01195","Q9Y5Y9"
"DB00721","Q9Y5Y9"
"DB06218","Q9Y5Y9"
"DB00564","Q9Y5Y9"
"DB00909","Q9Y5Y9"
"DB08987","Q9Y5Y9"
"DB01002","Q9Y5Y9"
"DB00384","P37088"
"DB00594","P37088"
"DB00384","P51168"
"DB00594","P51168"
"DB00594","P51170"
"DB00384","P51170"
"DB09527","P47872"
"DB00091","O43745"
"DB00864","O43745"
"DB06760","P14410"
"DB06209","Q9H244"
"DB06441","Q9H244"
"DB00758","Q9H244"
"DB08816","Q9H244"
"DB00208","Q9H244"
"DB09065","Q9HB55"
"DB09038","P31639"
"DB08907","P31639"
"DB06292","P31639"
"DB00996","P30531"
"DB08872","P30531"
"DB00726","P23975"
"DB00540","P23975"
"DB00934","P23975"
"DB01170","P23975"
"DB01105","P23975"
"DB09187","P23975"
"DB00321","P23975"
"DB06700","P23975"
"DB00191","P23975"
"DB01156","P23975"
"DB00458","P23975"
"DB00937","P23975"
"DB00422","P23975"
"DB00182","P23975"
"DB00344","P23975"
"DB01242","P23975"
"DB09167","P23975"
"DB08918","P23975"
"DB00285","P23975"
"DB00579","P23975"
"DB01579","P23975"
"DB00907","P23975"
"DB01151","P23975"
"DB06204","P23975"
"DB09185","P23975"
"DB04896","P23975"
"DB00289","P23975"
"DB09186","P23975"
"DB01142","P23975"
"DB00543","P23975"
"DB01576","P23975"
"DB01156","Q01959"
"DB01576","Q01959"
"DB00422","Q01959"
"DB00937","Q01959"
"DB06413","Q01959"
"DB00907","Q01959"
"DB01105","Q01959"
"DB04857","Q01959"
"DB00191","Q01959"
"DB00182","Q01959"
"DB00579","Q01959"
"DB08824","Q01959"
"DB09167","P31645"
"DB04896","P31645"
"DB08918","P31645"
"DB06684","P31645"
"DB01142","P31645"
"DB00726","P31645"
"DB00656","P31645"
"DB00191","P31645"
"DB09068","P31645"
"DB01104","P31645"
"DB00458","P31645"
"DB06700","P31645"
"DB00574","P31645"
"DB04884","P31645"
"DB13233","P31645"
"DB00344","P31645"
"DB01151","P31645"
"DB01105","P31645"
"DB00472","P31645"
"DB00285","P31645"
"DB00907","P31645"
"DB00715","P31645"
"DB00540","P31645"
"DB00543","P31645"
"DB01191","P31645"
"DB00321","P31645"
"DB01242","P31645"
"DB00215","P31645"
"DB00579","P31645"
"DB00695","Q13621"
"DB00887","Q13621"
"DB00214","Q13621"
"DB00774","Q13621"
"DB01021","Q13621"
"DB04831","Q13621"
"DB01325","Q13621"
"DB02925","Q13621"
"DB00310","Q13621"
"DB00903","Q13621"
"DB00232","Q13621"
"DB00695","P55011"
"DB00887","P55011"
"DB00214","P55011"
"DB04831","P55011"
"DB00903","P55011"
"DB02925","P55011"
"DB00562","P55017"
"DB01324","P55017"
"DB00310","P55017"
"DB00808","P55017"
"DB01021","P55017"
"DB00880","P55017"
"DB00436","P55017"
"DB00524","P55017"
"DB00774","P55017"
"DB00999","P55017"
"DB01325","P55017"
"DB00232","P55017"
"DB00887","Q9UP95"
"DB00206","P54219"
"DB00206","Q05940"
"DB01576","Q05940"
"DB04844","Q05940"
"DB00182","Q05940"
"DB15528","Q16637"
"DB09143","Q99835"
"DB08828","Q99835"
"DB00083","P60880"
"DB00042","P60880"
"DB06616","P12931"
"DB01254","P12931"
"DB01126","P18405"
"DB01196","P31213"
"DB01216","P31213"
"DB01126","P31213"
"DB08881","P15056"
"DB08912","P15056"
"DB08896","P15056"
"DB00398","P15056"
"DB09099","P30872"
"DB06663","P30872"
"DB04894","P30874"
"DB06791","P30874"
"DB09099","P30874"
"DB06663","P30874"
"DB00104","P30874"
"DB09099","P32745"
"DB06663","P32745"
"DB09099","P31391"
"DB09099","P35346"
"DB06791","P35346"
"DB06663","P35346"
"DB04894","P35346"
"DB00912","Q09428"
"DB01251","Q09428"
"DB01119","Q09428"
"DB00222","Q09428"
"DB01067","Q09428"
"DB00414","Q09428"
"DB00839","Q09428"
"DB00672","Q09428"
"DB00731","Q09428"
"DB01016","Q09428"
"DB01252","Q09428"
"DB09220","Q09428"
"DB01124","Q09428"
"DB08962","Q09428"
"DB00350","Q09428"
"DB01120","Q09428"
"DB06717","P25103"
"DB00673","P25103"
"DB09291","P25103"
"DB06739","P21731"
"DB01166","P21731"
"DB09053","Q06187"
"DB08896","Q02763"
"DB00765","P07101"
"DB00451","P10827"
"DB00451","P10828"
"DB04933","O00206"
"DB08910","P01375"
"DB00051","P01375"
"DB00480","P01375"
"DB08904","P01375"
"DB00005","P01375"
"DB01041","P01375"
"DB06674","P01375"
"DB06611","P01375"
"DB04882","P11387"
"DB06159","P11387"
"DB01030","P11387"
"DB00762","P11387"
"DB11617","P11387"
"DB06013","P11388"
"DB11616","P11388"
"DB04858","P11388"
"DB11617","P11388"
"DB00380","P11388"
"DB00444","P11388"
"DB00997","P11388"
"DB00276","P11388"
"DB00773","P11388"
"DB00694","P11388"
"DB01204","P11388"
"DB00276","Q02880"
"DB00380","Q02880"
"DB00694","Q02880"
"DB06013","Q02880"
"DB04858","Q02880"
"DB00773","Q02880"
"DB01204","Q02880"
"DB11617","Q02880"
"DB11616","Q02880"
"DB00997","Q02880"
"DB00444","Q02880"
"DB00550","P07202"
"DB00763","P07202"
"DB00389","P07202"
"DB16694","P01024"
"DB09421","P34981"
"DB11644","P02766"
"DB01229","Q13885"
"DB01248","Q13885"
"DB00309","Q13885"
"DB06772","Q13885"
"DB05773","Q13885"
"DB08871","Q13885"
"DB01196","Q13885"
"DB08870","Q13885"
