uniprot,uniprot2
Q9UQ90,Q96NB2
Q13618,Q9UMX1
Q9HBG6,Q9UMX1
Q9NWB7,Q9UMX1
P55036,Q9UMX1
P25789,Q9UMX1
Q13616,Q9UMX1
P25787,Q9UMX1
P28070,Q9UMX1
O75925,Q9UMX1
P17612,Q9UMX1
P63208,Q9UMX1
Q9NRP7,Q9UMX1
P57679,Q9UMX1
P49841,Q9UMX1
Q8TAA3,Q9UMX1
Q9UG01,Q9UMX1
P20618,Q9UMX1
P48556,Q9UMX1
P62979,Q9UMX1
P61289,Q9UMX1
P62195,Q9UMX1
Q13200,Q9UMX1
P40306,Q9UMX1
P62191,Q9UMX1
P17931,Q9UMX1
Q99460,Q9UMX1
P62877,Q9UMX1
P0CG47,Q9UMX1
Q9BT04,Q9UMX1
O43242,Q9UMX1
O00232,Q9UMX1
P08151,Q9UMX1
O75665,Q9UMX1
P28074,Q9UMX1
P25788,Q9UMX1
P28072,Q9UMX1
P60900,Q9UMX1
O75446,Q9UMX1
Q9ULD6,Q9UMX1
Q92530,Q9UMX1
O00231,Q9UMX1
P43686,Q9UMX1
Q99436,Q9UMX1
Q13099,Q9UMX1
P28066,Q9UMX1
O75832,Q9UMX1
Q86UK5,Q9UMX1
P51665,Q9UMX1
Q16401,Q9UMX1
Q99835,Q9UMX1
Q6IQ16,Q9UMX1
Q9UL46,Q9UMX1
Q7Z4L5,Q9UMX1
Q14204,P61163
Q8TE73,P61163
O43237,P61163
P06401,P61163
Q8TD16,P61163
O00399,P61163
P60709,P61163
Q9NP97,P61163
O14645,P61163
O96015,P61163
Q9BTE1,P61163
Q96JB1,P61163
Q9H2M9,P61163
Q9NZ32,P61163
O14576,P61163
Q14203,P61163
Q02790,P61163
P47755,P61163
P08235,P61163
O75935,P61163
P52907,P61163
P42025,P61163
P04150,P61163
P54257,P61163
Q8WXX0,P61163
Q8TD57,P61163
P07900,P61163
P52732,P61163
Q9NYC9,P61163
Q96AT9,P51854
P06733,P51854
Q9BUM1,P51854
Q9H0I9,P51854
Q9H477,P51854
P35557,P51854
P35575,P51854
P30613,P51854
O14556,P51854
P15259,P51854
P52789,P51854
Q9BRR6,P51854
P49247,P51854
P60174,P51854
P11177,P51854
P14618,P51854
P08237,P51854
P13929,P51854
A6NNW6,P51854
P09972,P51854
P29803,P51854
P17858,P51854
P04406,P51854
P37837,P51854
O75807,Q9H467
O14543,Q9H467
P16520,P28222
P01178,P28222
P09471,P28222
Q9UBU3,P28222
P59768,P28222
P08100,P04000
P19087,P04000
P16520,P04000
O14718,P04000
P03999,P04000
P47804,P04000
Q9H1Y3,P04000
P80511,Q00653
P62979,Q00653
P63208,Q00653
Q9Y572,Q00653
Q99665,Q00653
P40763,Q00653
Q96P20,Q00653
Q969H0,Q00653
Q14258,Q00653
Q13546,Q00653
P29460,Q00653
Q14116,Q00653
P63279,Q00653
Q12933,Q00653
Q9UKB1,Q00653
P04271,Q00653
Q9BYX4,Q00653
P25963,Q00653
P05067,Q00653
Q15653,Q00653
P61081,Q00653
Q8TBC4,Q00653
Q01201,Q00653
P01584,Q00653
P0CG47,Q00653
P36941,Q00653
P09429,Q00653
P19838,Q00653
P01583,Q00653
P41279,Q00653
Q8TBK2,Q00653
P29459,Q00653
Q9NYR9,Q00653
Q04864,Q00653
Q13616,Q00653
P20749,Q00653
Q08211,Q00653
O00159,Q9UM54
Q8NEV4,Q9UM54
Q9Y5K6,Q9UM54
P35222,Q9UM54
P35221,Q9UM54
Q9Y698,Q9UM54
P50479,Q9UM54
P48058,Q9UM54
P60709,Q9UM54
P98082,Q9UM54
Q8IUG5,Q9UM54
O60359,Q9UM54
Q9BX67,Q9UM54
P09497,Q9UM54
Q14195,Q9UM54
Q00987,Q9UM54
Q8WXS5,Q9UM54
P68133,Q9UM54
Q5VZK9,Q9UM54
Q9UBN1,Q9UM54
Q13557,Q9UM54
P0CG47,Q9UM54
P60763,Q9UM54
Q13153,Q9UM54
P12830,Q9UM54
O75914,Q9UM54
Q8IWU2,Q9UM54
Q96JY6,Q9UM54
P09496,Q9UM54
Q13555,Q9UM54
Q96CW1,Q9UM54
P62979,Q9UM54
Q12959,Q9UM54
P18206,Q9UM54
Q96N67,Q9UM54
Q9H4G0,Q9UM54
O00160,Q9UM54
B2RTY4,Q9UM54
O43353,P51617
P0CG47,P51617
Q08426,P51617
Q01638,P51617
P41743,P51617
P25963,P51617
Q12933,P51617
P42224,P51617
P61088,P51617
P09429,P51617
Q15750,P51617
Q16539,P51617
O60603,P51617
P07900,P51617
P62979,P51617
O95819,P51617
P18510,P51617
Q15399,P51617
O43187,P51617
P19838,P51617
Q9NYJ8,P51617
Q9BUZ4,P51617
Q9HC29,P51617
P05109,P51617
O43318,P51617
Q9Y616,P51617
P19525,P51617
Q03135,P51617
Q13404,P51617
P46734,P51617
P01138,P51617
Q96FA3,P51617
Q13158,P51617
P01583,P51617
Q99759,P51617
P06702,P51617
Q9H0E2,P51617
Q9Y239,P51617
P08138,P51617
P01584,P51617
P08571,P51617
Q8IUC6,P51617
Q9Y6Y9,P51617
Q8N2H9,P51617
O15455,P51617
Q9HAT8,P51617
Q9NP61,Q92538
O15155,Q92538
Q03113,Q92538
P61204,Q92538
Q9H0U4,Q92538
P18085,Q92538
P53618,Q92538
P35606,Q92538
P84085,Q92538
Q8N6T3,Q92538
Q9Y678,Q92538
P63211,Q92538
P49755,Q92538
P33947,Q92538
O14653,Q92538
P09496,Q92538
P09497,Q92538
P48444,Q92538
P53621,Q92538
P24390,Q92538
Q99697,O75364
Q53GQ0,Q9HB03
Q8TAG9,O00186
P61026,O00186
Q8IYI6,O00186
O00159,O00186
P63027,O00186
P05129,O00186
Q9BZE9,O00186
P51153,O00186
O00161,O00186
Q9UPT5,O00186
P11233,O00186
Q12846,O00186
Q96A65,O00186
Q96KP1,O00186
P14672,O00186
P61006,O00186
P05771,O00186
Q8NAV1,Q5VTL8
P24390,P98171
P09497,P98171
P33947,P98171
P63000,P98171
P53621,P98171
P09496,P98171
O60522,Q5T8I9
Q96JY0,Q5T8I9
Q9Y2W6,Q5T8I9
Q8TC59,Q5T8I9
Q7Z3Z4,Q5T8I9
Q96J94,Q5T8I9
Q9BXT6,Q5T8I9
Q8WWH4,Q5T8I9
Q9BXT4,Q5T8I9
Q9UBF8,Q5T2E6
P62834,Q9UKW4
P42681,Q9UKW4
P22681,Q9UKW4
Q9HCN6,Q9UKW4
P07333,Q9UKW4
Q13009,Q9UKW4
P30273,Q9UKW4
P08637,Q9UKW4
O43914,Q9UKW4
P43403,Q9UKW4
P06756,Q9UKW4
P35222,Q9UKW4
P20827,Q9UKW4
P29317,Q9UKW4
Q8WV28,Q9UKW4
P04626,Q9UKW4
P61224,Q9UKW4
Q05397,Q9UKW4
Q06124,Q9UKW4
P20701,Q9UKW4
P84095,Q9UKW4
P60763,Q9UKW4
P35968,Q9UKW4
P62745,Q9UKW4
P15153,Q9UKW4
P00533,Q9UKW4
P19174,Q9UKW4
Q13094,Q9UKW4
P63000,Q9UKW4
P54764,Q9UKW4
P06756,P32004
P19784,P32004
P15311,P32004
Q02246,P32004
A0MZ66,P32004
P16157,P32004
Q96S59,P32004
P00533,P32004
O14786,P32004
P28482,P32004
P08648,P32004
P26038,P32004
Q9UQ16,P32004
O14594,P32004
Q13740,P32004
O95782,P32004
Q12955,P32004
Q01484,P32004
Q9HBW1,Q9Y2I2
Q9HCJ2,Q9Y2I2
Q16777,Q96LA8
O14744,Q96LA8
P0C0S5,Q96LA8
Q96QV6,Q96LA8
Q9HCJ0,Q96LA8
P08514,Q96LA8
Q7L7L0,Q96LA8
Q16778,Q96LA8
P07359,Q96LA8
P22087,Q96LA8
P07996,Q96LA8
Q01196,Q96LA8
Q8IUE6,Q96LA8
P14854,P14406
P06576,P14406
P10176,P14406
P00414,P14406
O00483,P14406
P00395,P14406
P10606,P14406
P12074,P14406
Q9Y6M9,P14406
P22695,P14406
P24310,P14406
P00403,P14406
Q96IX5,P14406
P20674,P14406
P12110,P12107
P25940,P12107
P51884,P12107
P13674,P12107
Q9UKZ9,P12107
P13497,P12107
P17301,P12107
P02452,P12107
Q14790,P12107
Q15113,P12107
Q02809,P12107
O15072,P12107
O60568,P12107
P08123,P12107
Q32P28,P12107
P06756,P12107
O43897,P12107
O95450,P12107
P02461,P12107
O00469,P12107
Q9Y6L7,P12107
Q13247,Q9UPE1
O60508,Q9UPE1
Q07955,Q9UPE1
P13639,Q9H2P9
P06748,O75607
P19338,O75607
P17861,Q9UBQ6
O43909,Q9UBQ6
P17987,P57775
Q13616,P57775
P50990,P57775
P48643,P57775
P63208,P57775
O14530,P57775
P78371,P57775
P40227,P57775
Q99832,P57775
P49368,P57775
P30084,P11182
O15254,P11182
P09622,P11182
Q9BYV1,P11182
P16219,P11182
P55084,P11182
Q15067,P11182
Q02218,P11182
Q96HY7,P11182
P29803,P11182
Q9H845,P11182
P09110,P11182
Q9UKU7,P11182
P23434,P11182
O15382,P11182
P12694,P11182
P51648,P11182
P20132,P11182
P49189,P11182
P36957,P11182
P45954,P11182
Q9NUB1,P11182
P31937,P11182
Q9NR19,P11182
P21953,P11182
P11177,P11182
P42765,P11182
Q08426,P11182
P05091,P11182
Q9Y265,Q9BVM2
P12956,Q9UGP5
Q9UBZ9,Q9UGP5
P18887,Q9UGP5
P78527,Q9UGP5
Q9H9Q4,Q9UGP5
Q6UWP7,Q7Z2D5
Q96PD7,Q7Z2D5
Q6ZWT7,Q7Z2D5
Q9NUQ2,Q7Z2D5
Q643R3,Q7Z2D5
Q6ZNC8,Q7Z2D5
Q9NRZ5,Q7Z2D5
Q6P1A2,Q7Z2D5
Q86VF5,Q7Z2D5
Q96N66,Q7Z2D5
Q9NS23,Q9Y297
Q9Y4A5,Q9Y297
P63208,Q9Y297
P19235,Q9Y297
O15534,Q9Y297
Q13616,Q9Y297
Q9NQB0,Q9Y297
Q9Y2X8,Q9Y297
Q9UK22,Q9Y297
P62979,Q9Y297
Q15843,Q9Y297
Q16526,Q9Y297
P30304,Q9Y297
O00444,Q9Y297
Q13363,Q9Y297
Q00653,Q9Y297
P24385,Q9Y297
Q13127,Q9Y297
Q9H3D4,Q9Y297
P18848,Q9Y297
O60346,Q9Y297
P49427,Q9Y297
P19838,Q9Y297
Q8TB45,Q9Y297
O60285,Q9Y297
Q01201,Q9Y297
Q9HCS4,Q9Y297
O15169,Q9Y297
Q9HCE7,Q9Y297
O00221,Q9Y297
P36402,Q9Y297
Q9HAW4,Q9Y297
Q00839,Q9Y297
O15055,Q9Y297
P04637,Q9Y297
Q9UKT5,Q9Y297
O00512,Q9Y297
Q99743,Q9Y297
Q712K3,Q9Y297
P25054,Q9Y297
O00418,Q9Y297
Q9C026,Q9Y297
P61081,Q9Y297
P25963,Q9Y297
O15379,Q9Y297
Q8TBC4,Q9Y297
P08151,Q9Y297
Q92519,Q9Y297
P35222,Q9Y297
P01730,Q9Y297
O15516,Q9Y297
Q15653,Q9Y297
P84022,Q9Y297
Q15672,Q9Y297
Q86T82,Q9Y297
O43312,Q9Y297
P08047,Q9Y297
Q13309,Q9Y297
O95863,Q9Y297
P48730,Q9Y297
P31629,Q9Y297
Q9UKB1,Q9Y297
Q15910,Q9Y297
P0CG47,Q9Y297
Q9UJU2,Q9Y297
Q53EL6,Q9Y297
P55072,Q9Y297
O14503,Q9Y297
Q9UBF6,Q9Y297
Q969H0,Q9Y297
P17181,Q9Y297
Q04864,Q9Y297
P30305,Q9Y297
Q9Y2T1,Q9Y297
P49841,Q9Y297
Q9Y4G8,Q9Y297
Q9Y266,Q9Y297
Q5JTC6,Q9Y297
P62877,Q9Y297
Q13485,Q9Y297
Q10589,Q9Y297
Q9UMX1,Q9Y297
Q00987,Q9Y297
Q07820,Q9Y297
P53350,Q9Y297
Q9UKT4,Q9Y297
P11172,Q12882
P11509,Q12882
Q16831,Q12882
P00491,Q12882
Q9UBR1,Q12882
Q14117,Q12882
O00470,P31314
Q14103,Q9UKA9
Q14790,Q9UKA9
P42574,Q9UKA9
P42575,Q9UKA9
P09012,Q9UKA9
P98175,Q9UKA9
P60842,Q9UKA9
Q07666,Q9UKA9
P55211,Q9UKA9
P43243,Q9UKA9
Q92851,Q9UKA9
P26599,Q9UKA9
O75525,Q9UKA9
P35637,Q9UKA9
P55212,Q9UKA9
Q14152,Q9UKA9
Q99729,Q9UKA9
P55210,Q9UKA9
Q96PU8,Q9UKA9
Q9UBE0,Q9Y3V2
Q9UBT2,Q9Y3V2
P63279,Q9Y3V2
Q9BT22,Q96F25
Q96CS2,Q99871
Q9Y5K5,Q99871
Q9NVX0,Q99871
Q9BT25,Q99871
Q68CZ6,Q99871
Q9H6D7,Q99871
P40855,P28288
Q8TB36,P28288
Q7Z412,P28288
P51648,P28288
Q8NBU5,P28288
P33897,P28288
P28328,P28288
Q9UBJ2,P28288
P56589,P28288
Q9Y3D6,P28288
Q92968,P28288
O00116,P28288
Q9Y5Y5,P28288
O75381,P28288
O96011,P28288
Q9NR77,P28288
Q14028,P78363
P48637,P48507
P28838,P48507
Q6YP21,P48507
Q96KP4,P48507
Q9UI32,P48507
Q8NHS2,P48507
P00367,P48507
O15382,P48507
P15104,P48507
O75223,P48507
O94925,P48507
Q9BYV1,P48507
Q9UJ14,P48507
P00505,P48507
P48506,P48507
Q16878,P48507
P49448,P48507
Q99259,P48507
P15144,P48507
Q9UGM1,P43681
P32297,P43681
Q05901,P43681
P17787,P43681
P30926,P43681
Q15825,P43681
P11230,P43681
Q9BQI6,Q8IX21
Q9NS91,Q8IX21
Q8WV22,Q8IX21
Q9Y265,Q01658
O43318,Q01658
Q86TJ2,Q01658
Q96ES7,Q01658
P60709,Q01658
Q92831,Q01658
Q9ULM3,Q01658
Q92993,Q01658
Q9H2F5,Q01658
Q8N5Y2,Q01658
O75528,Q01658
Q16649,Q01658
Q14919,Q01658
O95619,Q01658
Q9HCI7,Q01658
P61964,Q01658
Q9H0E9,Q01658
Q9NXR8,Q01658
Q9UBU8,Q01658
Q9Y4A5,Q01658
Q92830,Q01658
Q15800,Q15738
P56937,Q15738
Q9UKL0,P41208
P28715,P41208
Q01831,P41208
Q8NEE6,P41208
P78527,P41208
O75925,P41208
Q9H9F9,P41208
Q9ULG1,P41208
Q8IXK0,P41208
Q13315,P41208
Q9C086,P41208
Q13888,P41208
Q13257,P41208
Q6NVH7,P41208
P12270,P41208
P52701,P41208
Q9Y6H3,P41208
P60709,P41208
P52948,P41208
P12956,P41208
P20585,P41208
Q01860,P41208
P49792,P41208
P61088,P41208
P43246,P41208
P54727,P41208
P09874,P41208
O00257,P41208
P32780,P41208
Q96EZ8,P41208
P19447,P41208
Q13216,P41208
P50613,P41208
P51946,P41208
Q92466,P41208
Q9H981,P41208
Q9HC52,P41208
Q92759,P41208
Q9H9Q4,P41208
Q8IW19,P41208
P25490,P41208
Q16531,P41208
Q99496,P41208
P63279,P41208
Q14781,P41208
Q9H0E7,P41208
P07992,P41208
Q9Y265,P41208
Q96GD3,P41208
Q92889,P41208
Q93097,Q9Y3A6
P56705,Q9Y3A6
P41221,Q9Y3A6
O96014,Q9Y3A6
P56703,Q9Y3A6
P49755,Q9Y3A6
O14905,Q9Y3A6
Q15363,Q9Y3A6
P04628,Q9Y3A6
Q9UBV4,Q9Y3A6
Q9GZT5,Q9Y3A6
Q93098,Q9Y3A6
Q9Y6F9,Q9Y3A6
O14904,Q9Y3A6
O00744,Q9Y3A6
P09544,Q9Y3A6
P56704,Q9Y3A6
P56706,Q9Y3A6
O00755,Q9Y3A6
O60663,Q02962
P19544,Q02962
P0C0S5,Q9Y483
Q15910,Q9Y483
Q15022,Q9Y483
O00257,Q9Y483
Q9BSM1,Q9Y483
P26358,Q9Y483
Q92833,Q9Y483
O75530,Q9Y483
Q9UBC3,Q9Y483
P18505,P34903
P48169,P34903
O95166,P34903
P28472,P34903
Q16445,P34903
P47870,P34903
P31644,P34903
O75899,P34903
Q16777,Q8N884
Q86WV6,Q8N884
Q16666,Q8N884
O60814,Q8N884
P39023,P46777
Q9UHB9,P46777
P05387,P46777
P46781,P46777
P46776,P46777
P62266,P46777
O60524,P46777
Q71UM5,P46777
P62495,P46777
Q9BRX2,P46777
P61313,P46777
P18124,P46777
Q02543,P46777
Q00987,P46777
P62249,P46777
Q9BYG3,P46777
P84098,P46777
P13639,P46777
Q9H089,P46777
P63173,P46777
P61619,P46777
P60468,P46777
P46778,P46777
Q9UQ80,P46777
P17861,P46777
P62854,P46777
Q9UHA3,P46777
P05386,P46777
Q969V3,P46777
P62081,P46777
P62979,P46777
Q92901,P46777
P11940,P46777
P61927,P46777
Q96EY4,P46777
P08865,P46777
Q8IZH2,P46777
P06748,P46777
P62280,P46777
P49458,P46777
Q9Y450,P46777
P63241,P46777
P08708,P46777
P26641,P46777
Q9NZM5,P46777
Q9BRT6,P46777
P19338,P46777
P62244,P46777
P25398,P46777
P62891,P46777
Q96L21,P46777
P42766,P46777
Q9NX58,P46777
P61247,P46777
Q969S3,P46777
P37108,P46777
P15880,P46777
Q9BQ67,P46777
P36578,P46777
P68104,P46777
Q14684,P46777
O15381,P46777
P23396,P46777
Q96A33,P46777
Q9BVK8,P46777
P63220,P46777
Q07955,P46777
Q9BZE4,P46777
P26373,P46777
P04637,P46777
P61221,P46777
Q15050,P46777
P22087,P46777
P35268,P46777
P42677,P46777
P30050,P46777
Q8N0Z6,P46777
P62917,P46777
P18505,P78334
P28472,P78334
O75899,P78334
P47870,P78334
P62491,O60447
Q9UKT4,O60447
P53350,O60447
Q96GD4,O60447
Q9UJU2,Q99684
Q9Y6K1,Q99684
Q9UKL0,Q99684
Q01196,Q99684
P17542,Q99684
P10242,Q99684
P17947,Q99684
P23769,Q99684
P61244,Q99684
Q15437,Q9NQW1
O75340,Q9NQW1
O94855,Q9NQW1
Q15436,Q9NQW1
Q53G59,Q9NQW1
P53992,Q9NQW1
Q13323,Q969F0
P55055,O00767
Q53GQ0,O00767
B0YJ81,O00767
P36956,O00767
Q86SK9,O00767
P55072,O00767
Q8N9L9,O00767
P49327,O00767
Q86TX2,O00767
P49753,O00767
P00167,O00767
Q9P035,O00767
Q9NZ01,O00767
Q9NV06,Q92990
Q58WW2,Q92990
Q9P2J3,Q92990
Q9C0D3,Q92990
Q9P2G9,Q92990
Q92466,Q92990
Q15370,Q92990
Q9H0H3,Q92990
Q96JK2,Q92990
Q96P20,Q92990
Q9Y2M5,Q92990
Q9Y574,Q92990
Q66K64,Q92990
P62877,Q92990
Q13216,Q92990
Q8N668,Q92990
Q969U6,Q92990
P46527,Q92990
Q13616,Q92990
Q13829,Q92990
Q9H3F6,Q92990
Q8IXQ5,Q92990
Q8N3Y1,Q92990
Q6IQ16,Q92990
Q8TEL6,Q92990
O60662,Q92990
Q8N653,Q92990
Q14145,Q92990
Q9NZJ0,Q92990
Q53G59,Q92990
Q5T6F0,Q92990
Q9UH77,Q92990
Q13618,Q92990
Q96SW2,Q92990
Q8WV16,Q92990
Q8NHY2,Q92990
O75340,Q92990
P63208,Q92990
Q02790,Q92990
Q16531,Q92990
Q53GT1,Q92990
Q2TBA0,Q92990
Q9BW61,Q92990
Q7Z7L7,Q92990
Q9Y5B9,O15347
Q08945,O15347
Q6NZ67,Q6QNY1
Q96L34,Q6QNY1
Q9UL45,Q6QNY1
Q96RT7,Q6QNY1
Q96EV8,Q6QNY1
Q9UNH6,Q6QNY1
Q9UPZ3,Q6QNY1
Q969F9,Q6QNY1
Q92902,Q6QNY1
Q8TDM0,Q6QNY1
Q96B45,Q6QNY1
Q6P582,Q6QNY1
Q9NUP1,Q6QNY1
Q969J3,Q6QNY1
Q9NS56,Q6QNY1
Q86YV9,Q6QNY1
O95295,Q6QNY1
Q9NWB7,Q6QNY1
Q9UGJ1,Q6QNY1
Q9Y2I7,Q13613
O00750,Q13613
P42356,Q13613
Q9Y2H2,Q13613
Q9UBF8,Q13613
O14735,Q13613
O00443,Q13613
Q8NEB9,Q13613
Q92562,Q13613
O00750,Q13496
P42356,Q13496
Q9Y2I7,Q13496
Q96PE3,Q13496
Q9UBF8,Q13496
Q8NEB9,Q13496
O00443,Q13496
O14732,Q13496
O14735,Q13496
Q8N4L2,Q13496
O00499,Q13496
Q9NX62,Q13496
Q92562,Q13496
Q8TCG2,Q13496
O95819,O15111
P63208,O15111
O43353,O15111
Q15653,O15111
P30086,O15111
P35568,O15111
P21333,O15111
Q00653,O15111
Q9BYM8,O15111
Q8IUC6,O15111
O43318,O15111
O00220,O15111
Q14790,O15111
O43187,O15111
Q15628,O15111
Q96EP0,O15111
O75604,O15111
Q8NAA4,O15111
P19438,O15111
Q8NFZ5,O15111
P62979,O15111
Q12933,O15111
Q15796,O15111
P42345,O15111
O14763,O15111
O75925,O15111
O75688,O15111
O00463,O15111
P51617,O15111
Q8IUD6,O15111
Q13107,O15111
P41743,O15111
Q01201,O15111
P25445,O15111
O00161,O15111
Q15750,O15111
P35222,O15111
Q9Y6Y9,O15111
P84022,O15111
P01583,O15111
Q13158,O15111
Q9NYM4,O15111
Q9NYJ8,O15111
P07900,O15111
Q9UM47,O15111
Q9H467,O15111
Q13616,O15111
Q9Y297,O15111
P41279,O15111
Q9ULZ3,O15111
Q13489,O15111
P08138,O15111
P61081,O15111
P48023,O15111
Q04759,O15111
O00221,O15111
Q92851,O15111
Q86WI3,O15111
Q13404,O15111
Q9Y239,O15111
Q02156,O15111
Q13546,O15111
O15455,O15111
Q8WXC3,O15111
P19838,O15111
P61088,O15111
Q9UDY8,O15111
Q14258,O15111
P01138,O15111
Q6R327,O15111
Q8TBC4,O15111
Q9Y572,O15111
P50591,O15111
Q92793,O15111
O15530,O15111
P09429,O15111
Q9HC29,O15111
Q16543,O15111
Q15399,O15111
Q9BYX4,O15111
P05771,O15111
Q96FA3,O15111
O60603,O15111
Q99759,O15111
P25963,O15111
P04637,O15111
Q9UK80,O15111
Q04864,O15111
P0CG47,O15111
P19525,O15111
Q9Y243,O15111
P01042,P15169
P01024,P15169
P01031,P15169
P22792,P15169
Q96IY4,P15169
O14745,Q92887
Q8IWT6,Q8TDW0
P62330,Q8IYB5
P55265,P32456
Q6GPH4,P32456
Q15646,P32456
P10914,P32456
Q02556,P32456
Q05823,P32456
P42224,P32456
Q9Y3Z3,P32456
Q10589,P32456
Q96AZ6,P32456
P18146,P32456
Q9Y6K5,P32456
P09912,P32456
P29728,P32456
P52630,P32456
Q9UHH9,P32456
Q13568,P32456
P30511,P32456
O14896,P32456
P20592,P32456
Q96PP8,P32456
Q96PP8,P32455
P32456,P32455
P31040,Q5VUM1
Q99643,Q5VUM1
Q9BTL3,Q06787
Q13835,Q06787
Q9UKV8,Q06787
O60573,Q06787
A6NMX2,Q06787
P51114,Q06787
Q14444,Q06787
Q96S59,Q06787
P19338,Q06787
Q9Y446,Q06787
Q7Z417,Q06787
P35637,Q06787
P51116,Q06787
P52298,Q06787
Q17RY0,Q06787
Q8TB72,Q06787
Q6IA69,Q9NTM9
P32455,Q9H0R5
P32456,Q9H0R5
Q6PIV2,Q9NV56
Q8N5Y2,Q9NV56
Q92831,Q9NV56
Q15906,Q9NV56
Q52LR7,Q9NV56
O95619,Q9NV56
Q96QV6,Q9NV56
Q6ZRS2,Q9NV56
Q8IUE6,Q9NV56
Q9H0E9,Q9NV56
P60709,Q9NV56
O75528,Q9NV56
Q96ES7,Q9NV56
P0C0S5,Q9NV56
Q9ULM3,Q9NV56
Q7L7L0,Q9NV56
Q9Y605,Q9NV56
Q9NXR8,Q9NV56
Q16777,Q9NV56
O94805,Q9NV56
Q9Y4A5,Q9NV56
P20671,Q9NV56
Q9Y265,Q9NV56
Q9H2F5,Q9NV56
Q92993,Q9NV56
Q92830,Q9NV56
Q99878,Q9NV56
Q9UBU8,Q9NV56
P21359,Q00403
P15336,Q00403
P10914,Q00403
P36954,Q00403
P62875,Q00403
P09429,Q00403
O14497,Q00403
P29083,Q00403
Q16533,Q00403
P04150,Q00403
Q8TAQ2,Q00403
O15514,Q00403
Q15560,Q00403
P08047,Q00403
O60563,Q00403
O60583,Q00403
P29084,Q00403
P51946,Q00403
P10827,Q00403
Q92750,Q00403
P62487,Q00403
P53803,Q00403
Q12962,Q00403
P50613,Q00403
P32780,Q00403
Q6SJ96,Q00403
Q9HBM6,Q00403
P19447,Q00403
Q13503,Q00403
P51948,Q00403
Q09472,Q00403
P41235,Q00403
Q92922,Q00403
Q15545,Q00403
O14896,Q00403
Q14919,Q00403
Q13568,Q00403
P52435,Q00403
P10276,Q00403
Q969G3,Q00403
P13984,Q00403
Q92759,Q00403
Q13888,Q00403
Q5VWG9,Q00403
Q16514,Q00403
P62380,Q00403
Q15542,Q00403
Q15543,Q00403
Q12824,Q00403
Q92793,Q00403
Q92831,Q00403
O00268,Q00403
P19387,Q00403
Q15544,Q00403
P25490,Q00403
P60709,Q00403
P50148,P30989
P30990,P30989
O95665,P30989
P63096,P30989
P29992,P30989
P59768,P30989
P35558,P17174
Q6ZQY3,P17174
P53396,P17174
Q9Y600,P17174
P00505,P17174
Q8N159,P17174
Q99259,P17174
P51553,P17174
P00367,P17174
P48735,P17174
Q02218,P17174
Q16822,P17174
P60174,P17174
P04181,P17174
P14174,P17174
P08243,P17174
O75390,P17174
Q6UXN9,P17174
P14679,P17174
P49448,P17174
Q8N142,P17174
Q8NHS2,P17174
P50213,P17174
P20933,P17174
P45381,P17174
P07202,P17174
Q6ZMR3,P17174
Q8TD30,P17174
Q9BYZ2,P17174
P27708,P17174
P40926,P17174
P37837,P17174
Q16878,P17174
P30520,P17174
P17735,P17174
P07954,P17174
P48506,P17174
P48507,P17174
Q6YP21,P17174
P15144,P17174
P32754,P17174
P28838,P17174
O95954,P17174
O75223,P17174
P11717,O75629
O15553,Q16513
O15530,Q16513
Q16512,Q16513
Q6P5Z2,Q16513
Q96A00,Q16513
P62745,Q16513
P62258,Q16513
P63000,Q16513
P08134,Q16513
P35222,P41225
P42224,P61968
Q9BWG4,P61968
O75030,P61968
O43679,P61968
P08887,P61968
P23458,P61968
O75925,P61968
Q9BXS1,P61968
P40763,P61968
P04217,P61968
Q06124,P61968
Q9UQC2,P61968
Q13480,P61968
P23469,P61968
Q13330,P61968
O14543,P61968
Q8N158,Q7LGA3
O75056,Q7LGA3
P34741,Q7LGA3
P35052,Q7LGA3
P34741,Q8WWQ2
Q8N158,Q8WWQ2
P35052,Q8WWQ2
P22304,Q8WWQ2
O75056,Q8WWQ2
A8K7I4,Q14CN2
A8K7I4,Q9UQC9
Q14CN2,Q9UQC9
O15072,Q17RW2
P13674,Q17RW2
O75718,Q17RW2
P13497,Q17RW2
Q32P28,Q17RW2
Q9UKZ9,Q17RW2
Q8IYK4,Q17RW2
O43897,Q17RW2
O95450,Q17RW2
Q9Y6L7,Q17RW2
Q15113,Q17RW2
Q9NWS0,Q9NWK9
Q9Y265,Q9NWK9
Q9Y2X3,Q9NWK9
O14678,Q9NUN5
Q15653,O95999
Q13489,O95999
P53779,O95999
O15111,O95999
P25963,O95999
P05771,O95999
Q12933,O95999
O43353,O95999
O15530,O95999
P19838,O95999
P62979,O95999
Q13404,O95999
P61088,O95999
Q93008,O95999
Q04864,O95999
Q04759,O95999
P28482,O95999
O43318,O95999
Q9NYJ8,O95999
Q14790,O95999
Q9P0P0,O95999
Q9UDY8,O95999
O00221,O95999
P51617,O95999
P27361,O95999
Q9GZU1,Q8TDD5
Q15555,Q9NQ79
Q9UPY8,Q9NQ79
Q5VWW1,O60242
Q92556,O60242
Q969W0,Q2TAP0
Q9C0B5,Q2TAP0
Q53FV1,Q2TAP0
Q8NFR3,Q2TAP0
Q9Y397,Q2TAP0
Q9P0S3,Q2TAP0
Q8TDD5,Q8IZK6
Q9GZU1,Q8IZK6
P52298,P38159
