uniprot,uniprot2
Q96QV6,P38398
Q9NPI1,P38398
P12004,P38398
Q13315,P38398
Q9NPD8,P38398
P42229,P38398
Q9H1A4,P38398
O14497,P38398
Q16777,P38398
P63165,P38398
P61513,Q96D46
Q15050,Q96D46
Q02543,Q96D46
Q13823,Q96D46
Q9H089,Q96D46
P84098,Q96D46
O60832,Q96D46
Q9BRT6,Q96D46
Q6P3X3,Q96D46
P56537,Q96D46
P46778,Q96D46
P42766,Q96D46
P46777,Q96D46
P46776,Q96D46
Q9UHA3,Q96D46
Q969S3,Q96D46
P62899,Q96D46
Q9Y2X3,Q96D46
P36578,Q96D46
P40429,Q96D46
Q9BZE4,Q96D46
P83881,Q96D46
P49207,Q96D46
P62910,Q96D46
Q96PZ0,Q96D46
Q9NVN8,Q96D46
O14980,Q96D46
P26373,Q96D46
Q96EY4,Q96D46
O15160,Q96D46
P61313,Q96D46
P39023,Q96D46
P62987,Q96D46
P47914,Q96D46
Q9UQ80,Q96D46
P62917,Q96D46
P62913,Q96D46
P61927,Q96D46
P32969,Q96D46
Q96L21,Q96D46
P18124,Q96D46
Q9UJA5,Q96D46
P62891,Q96D46
P62750,Q96D46
O00488,Q96D46
P62906,Q96D46
P63173,Q96D46
Q9NVU7,Q96D46
P35268,Q96D46
Q9UKD2,Q96D46
P83731,Q96D46
Q02878,Q96D46
P18621,Q96D46
P62424,Q96D46
Q9Y5J1,Q68CQ4
Q9H0D6,Q68CQ4
O00567,Q68CQ4
P62847,Q68CQ4
P78316,Q68CQ4
Q9Y324,Q68CQ4
Q9NV06,Q68CQ4
P42285,Q68CQ4
Q9Y3A2,Q68CQ4
P62249,Q68CQ4
O75691,Q68CQ4
Q01780,Q68CQ4
Q8IY37,Q68CQ4
Q9UNX4,Q68CQ4
Q9BVI4,Q68CQ4
Q13601,Q68CQ4
Q9H0S4,Q68CQ4
O43818,Q68CQ4
P61247,Q68CQ4
Q9Y2P8,Q68CQ4
O15213,Q68CQ4
P62266,Q68CQ4
Q71UM5,Q68CQ4
Q8NEJ9,Q68CQ4
P62241,Q68CQ4
Q14692,Q68CQ4
P46781,Q68CQ4
Q9H8H0,Q68CQ4
Q9Y221,Q68CQ4
Q15269,Q68CQ4
P56182,Q68CQ4
P62244,Q68CQ4
P42677,Q68CQ4
O00566,Q68CQ4
P62753,Q68CQ4
Q9NYH9,Q68CQ4
Q14690,Q68CQ4
P22087,Q68CQ4
Q9NQZ2,Q68CQ4
Q9Y2X3,Q68CQ4
Q8IWA0,Q68CQ4
Q9NW13,Q68CQ4
Q969X6,Q68CQ4
Q15061,Q68CQ4
Q9UGY1,Q68CQ4
Q9Y6V7,Q68CQ4
Q96EU6,Q68CQ4
Q9NV31,Q68CQ4
Q9BSC4,Q68CQ4
Q8TED0,Q68CQ4
P15880,Q68CQ4
P19338,Q68CQ4
P62280,Q68CQ4
Q9BVJ6,Q68CQ4
P62263,Q68CQ4
P62081,Q68CQ4
Q9H6R4,Q68CQ4
Q9BRU9,Q68CQ4
Q9H583,Q68CQ4
Q9NQT4,Q68CQ4
Q96G21,Q68CQ4
Q9Y3A4,Q68CQ4
Q8IY81,Q68CQ4
P05165,P05166
P55084,P05166
P21953,P05166
P12694,P05166
Q96RQ3,P05166
P09622,P05166
Q15067,P05166
P16219,P05166
O15254,P05166
Q08426,P05166
P11182,P05166
P80404,P05166
P42765,P05166
P11498,P05166
Q9BYV1,P05166
P09110,P05166
Q96PE7,P05166
Q06278,P05166
P31937,P05166
Q9NUB1,P05166
Q9NR19,P05166
P50747,P05166
P52815,Q96RP9
O75394,Q96RP9
P49411,Q96RP9
Q9Y3D3,Q96RP9
Q5T653,Q96RP9
Q9BYC8,Q96RP9
Q9Y2R5,Q96RP9
Q9NWT8,Q96RP9
P51398,Q96RP9
Q9BYN8,Q96RP9
P82673,Q96RP9
P43897,Q96RP9
Q9P015,Q96RP9
Q9HD33,Q96RP9
P82914,Q96RP9
Q9Y291,Q96RP9
Q9NRX2,Q96RP9
Q9Y399,Q96RP9
Q96GC5,Q96RP9
Q4U2R6,Q96RP9
Q8TCC3,Q96RP9
Q9P0M9,Q96RP9
Q9BYD6,Q96RP9
Q7Z2W9,Q96RP9
Q9BYD3,Q96RP9
Q96EL2,Q96RP9
P82932,Q96RP9
Q8TAE8,Q96RP9
Q96EY7,Q96RP9
Q13084,Q96RP9
Q9Y3D5,Q96RP9
Q9UGC7,Q96RP9
Q9BYD1,Q96RP9
Q9Y2R9,Q96RP9
Q5JPH6,Q96RP9
P82663,Q96RP9
Q96BP2,Q96RP9
Q6P161,Q96RP9
P82933,Q96RP9
Q92665,Q96RP9
Q9NQ50,Q96RP9
Q96DV4,Q96RP9
Q8N983,Q96RP9
P82912,Q96RP9
Q9Y3B7,Q96RP9
Q9H9J2,Q96RP9
Q9NVS2,Q96RP9
Q9BQC6,Q96RP9
P09001,Q96RP9
Q96EL3,Q96RP9
Q9Y676,Q96RP9
Q8N5N7,Q96RP9
Q9H0U6,Q96RP9
O15235,Q96RP9
Q9H2W6,Q96RP9
P62750,Q96RP9
Q9Y2Q9,Q96RP9
Q9BZE1,Q96RP9
Q9Y3D9,Q96RP9
Q9BSH4,Q96RP9
P82675,Q96RP9
P82650,Q96RP9
Q9BYC9,Q96RP9
Q96A35,Q96RP9
Q96E11,Q96RP9
P82664,Q96RP9
Q16540,Q96RP9
Q7Z7H8,Q96RP9
Q8IXM3,Q96RP9
Q13405,Q96RP9
Q9BYD2,Q96RP9
P49406,Q96RP9
Q9NYK5,Q96RP9
Q9NX20,Q96RP9
P82930,Q96RP9
Q7Z7F7,Q96RP9
Q9NZE8,Q96RP9
O75570,Q96RP9
Q86TS9,Q96RP9
Q6P1L8,Q96RP9
Q9BQ48,Q96RP9
Q14197,Q96RP9
Q02108,P30793
P49961,P30793
P09923,P30793
P25092,P30793
P50583,P30793
P22392,P30793
P15531,P30793
O75414,P30793
P20594,P30793
Q5MY95,P30793
Q9NZB8,P30793
P51841,P30793
P33402,P30793
P05186,P30793
P30613,P30793
Q9Y5B8,P30793
O00746,P30793
P30047,P30793
P10696,P30793
Q03393,P30793
P14618,P30793
Q9BY32,P30793
P16066,P30793
P22413,P30793
Q5TCS8,P30793
P05187,P30793
Q02153,P30793
Q02846,P30793
O75355,P30793
Q13232,P30793
O14638,P30793
O43497,Q96GE6
Q96NX5,Q96GE6
Q9UQM7,Q96GE6
Q08209,Q96GE6
Q96RR4,Q96GE6
Q9NZT1,Q96GE6
P56539,Q96GE6
Q93100,Q96GE6
P16298,Q96GE6
Q03135,Q96GE6
Q13936,Q96GE6
P07900,Q96GE6
Q16566,Q96GE6
P08238,Q96GE6
P51636,Q96GE6
P27482,Q96GE6
P14625,Q96GE6
Q8TD86,Q96GE6
Q14573,Q96GE6
P46020,Q96GE6
P48454,Q96GE6
P46019,Q96GE6
P29474,Q96GE6
P15151,Q495A1
Q92692,Q495A1
Q9NQS3,Q495A1
Q15762,Q495A1
P07919,O95178
Q86Y39,O95178
O75438,O95178
O95168,O95178
P19404,O95178
O75489,O95178
O00217,O95178
O95182,O95178
Q16795,O95178
Q9NX14,O95178
P51970,O95178
O95298,O95178
P03891,O95178
P56181,O95178
Q96CU9,O95178
Q9Y375,O95178
O43676,O95178
O75251,O95178
P56556,O95178
P03901,O95178
O14949,O95178
Q9UDW1,O95178
O95139,O95178
P00156,O95178
O43674,O95178
O96000,O95178
P28331,O95178
Q16718,O95178
O15239,O95178
O75306,O95178
O75380,O95178
P22695,O95178
Q9Y6M9,O95178
P17568,O95178
O43181,O95178
O95167,O95178
O00483,O95178
O43920,O95178
P03923,O95178
P03886,O95178
P03905,O95178
P20674,O95178
O95169,O95178
P03915,O95178
P08574,O95178
Q9UI09,O95178
O95299,O95178
P47985,O95178
P31930,O95178
P49821,O95178
P03897,O95178
O43678,O95178
P45880,Q96A26
Q9UBN1,Q8IZS8
Q13698,Q8IZS8
P54284,Q8IZS8
Q9UQM7,Q8IZS8
O60840,Q8IZS8
Q08289,Q8IZS8
O00555,Q8IZS8
Q01668,Q8IZS8
Q02641,Q8IZS8
Q06432,Q8IZS8
Q00975,Q8IZS8
Q13557,Q8IZS8
Q15878,Q8IZS8
Q13936,Q8IZS8
O95180,Q8IZS8
Q9Y698,Q8IZS8
O43497,Q8IZS8
P60468,P18077
Q9UHB9,P18077
P62081,P18077
P62269,P18077
P49207,P18077
Q96EY4,P18077
P15880,P18077
P46778,P18077
P68104,P18077
Q13823,P18077
P83731,P18077
P42677,P18077
P62266,P18077
Q9BZE4,P18077
O60524,P18077
P46777,P18077
P62753,P18077
P83881,P18077
Q02543,P18077
P62424,P18077
P25398,P18077
P62979,P18077
Q9BRT6,P18077
Q9BRX2,P18077
P61513,P18077
P62906,P18077
P61619,P18077
P61927,P18077
P62273,P18077
P47914,P18077
P35268,P18077
P32969,P18077
Q9UHA3,P18077
Q9Y450,P18077
P62847,P18077
P05386,P18077
P62750,P18077
P49458,P18077
P62263,P18077
P62854,P18077
P63173,P18077
P23396,P18077
P61313,P18077
P26373,P18077
Q9UQ80,P18077
Q96L21,P18077
P62891,P18077
P42766,P18077
P62913,P18077
P62987,P18077
P62244,P18077
P08865,P18077
P62241,P18077
P62899,P18077
P18621,P18077
P61247,P18077
Q9H089,P18077
Q8N0Z6,P18077
P36578,P18077
P60059,P18077
P46776,P18077
P46781,P18077
P62701,P18077
P13639,P18077
P18124,P18077
P62249,P18077
Q969S3,P18077
Q8NC51,P18077
Q96A33,P18077
Q9BVK8,P18077
P63220,P18077
O00488,P18077
Q71UM5,P18077
P62280,P18077
P05387,P18077
P30050,P18077
P50914,P18077
P62917,P18077
P20290,P18077
P61221,P18077
Q9NX58,P18077
Q969V3,P18077
P84098,P18077
P62910,P18077
Q96D46,P18077
P62495,P18077
Q02878,P18077
P37108,P18077
P40429,P18077
P17861,P18077
P56537,P18077
P27635,P18077
P15170,P18077
P39023,P18077
P08708,P18077
Q712K3,Q9H7B4
Q8IZD2,Q9H7B4
Q86TU7,Q9H7B4
Q9C005,Q9H7B4
Q8NEZ4,Q9H7B4
Q7Z624,Q9H7B4
Q9Y2U5,Q9H7B4
Q15291,Q9H7B4
Q9UBL3,Q9H7B4
O14686,Q9H7B4
Q9UKA8,Q9H7B4
O15047,Q9H7B4
Q9UMN6,Q9H7B4
P07900,Q9H7B4
P61964,Q9H7B4
P03372,Q9H7B4
P42694,Q9H7B4
P08579,Q9H875
Q96DI7,Q9H875
P62304,Q9H875
Q9UMS4,Q9H875
O15234,Q9H875
O75643,Q9H875
Q8N5F7,Q9H875
Q13573,Q9H875
P38919,Q9H875
Q14562,Q9H875
P62316,Q9H875
O60306,Q9H875
O75934,Q9H875
Q96A72,Q9H875
P09661,Q9H875
O95391,Q9H875
Q8WUQ7,Q9H875
O95926,Q9H875
Q6IQ49,Q9H875
P14678,Q9H875
P62308,Q9H875
Q15029,Q9H875
Q9UQ35,Q9H875
Q9BZJ0,Q9H875
P62306,Q9H875
Q9HCG8,Q9H875
Q9Y3C6,Q9H875
Q9Y421,Q9H875
P61326,Q9H875
P62314,Q9H875
P62318,Q9H875
Q99459,Q9H875
P41223,Q9H875
O60508,Q9H875
Q9NW64,Q9H875
Q9HCS7,Q9H875
Q9P2H3,A0AVF1
Q13099,A0AVF1
Q8NCM8,A0AVF1
Q9P2L0,A0AVF1
Q9Y547,A0AVF1
Q9UG01,A0AVF1
Q9HBG6,A0AVF1
Q7Z4L5,A0AVF1
Q8WYA0,A0AVF1
Q96RY7,A0AVF1
Q9Y496,A0AVF1
Q96LB3,A0AVF1
Q8WVS4,A0AVF1
Q9BW83,A0AVF1
Q8N4P2,A0AVF1
Q8NEZ3,A0AVF1
Q9Y366,A0AVF1
Q9P2E2,A0AVF1
Q92845,A0AVF1
O15066,A0AVF1
Q86WT1,A0AVF1
Q9H7X7,A0AVF1
Q96EX3,A0AVF1
Q8TDR0,A0AVF1
Q9NWB7,A0AVF1
Q01860,Q06416
Q13563,P48995
Q86YM7,P48995
Q9P0X4,P48995
Q9UBN4,P48995
P14679,P48995
Q13873,P48995
Q14571,P48995
P17643,P48995
P20591,P48995
Q13255,P48995
P19174,P48995
O43497,P48995
Q9Y210,P48995
Q8TC29,P48995
Q02790,P48995
Q03135,P48995
O95180,P48995
Q14643,P48995
Q14573,P48995
Q9UL62,P48995
P61586,P48995
Q13507,P48995
P31040,Q96I99
P55084,Q96I99
Q96HY7,Q96I99
Q9NUB1,Q96I99
P54868,Q96I99
Q99643,Q96I99
Q9P2R7,Q96I99
P50213,Q96I99
P10515,Q96I99
P42765,Q96I99
Q01581,Q96I99
P11182,Q96I99
P36957,Q96I99
P11310,Q96I99
P21953,Q96I99
Q8IWL3,Q96I99
P22033,Q96I99
P53597,Q96I99
Q9NR19,Q96I99
Q9ULD0,Q96I99
P07954,Q96I99
Q02218,Q96I99
O14521,Q96I99
P09622,Q96I99
P09110,Q96I99
O00763,Q96I99
Q8WYK0,Q96I99
Q8TB92,Q96I99
P21912,Q96I99
P35914,Q96I99
Q9BWD1,Q96I99
P24752,Q96I99
P24588,O95622
Q9Y5L3,O95622
Q14123,O95622
P63096,O95622
Q08828,O95622
Q9UQM7,O95622
P10644,O95622
P30518,O95622
O60262,O95622
P05305,O95622
P25101,O95622
P17252,O95622
O00408,O95622
O76074,O95622
P31321,O95622
Q03135,O95622
P01275,O95622
Q02156,O95622
P51160,O95622
Q9P2W3,O95622
Q13946,O95622
Q13370,O95622
P08913,O95622
P29275,O95622
Q05655,O95622
Q8WZA2,O95622
O60266,O95622
Q8NFM4,O95622
P63215,O95622
Q08462,O95622
P31323,O95622
P54750,O95622
P40145,O95622
O95263,O95622
Q14432,O95622
O60658,O95622
P22612,O95622
P21554,O95622
Q5JWF2,O95622
P27815,O95622
Q08499,O95622
P38405,O95622
O95398,O95622
P22694,O95622
P04899,O95622
Q9HCR9,O95622
O60503,O95622
P08754,O95622
O43306,O95622
P13861,O95622
P17612,O95622
Q01064,O95622
O75355,O95622
Q08493,O95622
Q07343,O95622
P51828,O95622
Q9NP56,O95622
P09471,O95622
P16499,O95622
O76083,O95622
P22413,O95622
Q16540,Q96EH3
Q8IXM3,Q96EH3
Q9P0M9,Q96EH3
Q9NX20,Q96EH3
Q9BQ48,Q96EH3
Q8TCC3,Q96EH3
P09001,Q96EH3
Q9BYC9,Q96EH3
Q96EL3,Q96EH3
Q96DV4,Q96EH3
Q9NZE8,Q96EH3
Q14197,Q96EH3
Q7Z7H8,Q96EH3
Q9BYD3,Q96EH3
Q9HC36,Q96EH3
O75394,Q96EH3
Q5T653,Q96EH3
Q9NVS2,Q96EH3
Q9H4K7,Q96EH3
Q9BYD1,Q96EH3
Q6P161,Q96EH3
Q9NRX2,Q96EH3
Q13084,Q96EH3
Q9BYD2,Q96EH3
Q9H0U6,Q96EH3
Q9P015,Q96EH3
Q8TAE8,Q96EH3
Q86TS9,Q96EH3
Q9Y3B7,Q96EH3
P49406,Q96EH3
Q9NQ50,Q96EH3
Q13405,Q96EH3
Q4U2R6,Q96EH3
Q96A35,Q96EH3
Q9BT17,Q96EH3
Q7Z7F7,Q96EH3
Q9BQC6,Q96EH3
Q8N5N7,Q96EH3
Q9HD33,Q96EH3
Q9NYK5,Q96EH3
Q9BZE1,Q96EH3
Q6P1L8,Q96EH3
Q9NUL7,Q96EH3
Q96GC5,Q96EH3
Q9H2W6,Q96EH3
Q7Z2W9,Q96EH3
Q9BYC8,Q96EH3
Q9H9J2,Q96EH3
Q86VP1,Q9H6S1
Q92844,Q9H6S1
A7MCY6,Q9H6S1
Q13137,Q9H6S1
Q9UHD2,Q9H6S1
Q8TD08,O95833
Q8TE54,P04920
O60674,P30556
Q9UHD9,P30556
P30518,P30556
P25098,P30556
P01019,P30556
P00734,P30556
Q03135,P30556
P50052,P30556
Q03113,P30556
P29992,P30556
P10145,P30556
P29474,P30556
Q14344,P30556
P49407,P30556
P20339,P30556
P19174,P30556
P62330,P30556
P32121,P30556
P30679,P30556
P50148,P30556
Q5JWF2,P30556
P05121,P30556
Q6RW13,P30556
O95837,P30556
P01185,P30556
P06733,P62937
P60709,P62937
Q13951,P62937
P04406,P62937
P07737,P62937
P46108,P62937
Q01518,P62937
Q12968,P62937
P27361,P62937
Q08881,P62937
P00441,P62937
P35613,P62937
Q08209,P62937
Q13469,P62937
P63098,P62937
P16298,P62937
P37802,P62937
P30086,P62937
P28482,P62937
O95831,P62937
Q16822,P62937
Q14765,P62937
P26885,P62937
O95644,P62937
P06756,Q13443
Q9UI95,Q13443
Q99962,Q13443
Q9Y5X1,Q13443
Q9UMD9,Q13443
P08708,P41567
P62847,P41567
O75822,P41567
O75821,P41567
P62081,P41567
P62249,P41567
P55884,P41567
O60739,P41567
P62269,P41567
Q7Z478,P41567
P63220,P41567
P60842,P41567
Q14240,P41567
B5ME19,P41567
P05198,P41567
P20042,P41567
P62854,P41567
P15880,P41567
P62266,P41567
P62263,P41567
Q13347,P41567
P61247,P41567
O43432,P41567
Q14152,P41567
P08865,P41567
P61221,P41567
P41214,P41567
P62979,P41567
P62753,P41567
P60228,P41567
P62241,P41567
P62701,P41567
P41091,P41567
P25398,P41567
Q99613,P41567
P42677,P41567
P47813,P41567
P46781,P41567
P62244,P41567
Q9UBQ5,P41567
Q04637,P41567
P62280,P41567
P62273,P41567
O15371,P41567
P55010,P41567
Q969F0,Q96D59
Q13573,Q9GZV5
Q13625,Q9GZV5
P48730,Q9GZV5
P00519,Q9GZV5
P63104,Q9GZV5
Q99594,Q9GZV5
Q9Y297,Q9GZV5
P36873,Q9GZV5
P62136,Q9GZV5
P49674,Q9GZV5
P06400,Q9GZV5
Q9NRM7,Q9GZV5
P61981,Q9GZV5
Q13950,Q9GZV5
P84022,Q9GZV5
Q8IY63,Q9GZV5
Q7L9L4,Q9GZV5
Q9H4B6,Q9GZV5
P62140,Q9GZV5
Q04917,Q9GZV5
P01160,Q9GZV5
Q13485,Q9GZV5
P02818,Q9GZV5
O15105,Q9GZV5
P27348,Q9GZV5
Q4VCS5,Q9GZV5
O15350,Q9GZV5
Q99593,Q9GZV5
Q9H8S9,Q9GZV5
Q92831,Q9GZV5
Q13043,Q9GZV5
P35222,Q9GZV5
P31946,Q9GZV5
O14641,Q9GZV5
P31947,Q9GZV5
Q15561,Q9GZV5
Q9UKB1,Q9GZV5
Q07157,Q9GZV5
P29279,Q9GZV5
P10275,Q9GZV5
P62258,Q9GZV5
Q15796,Q9GZV5
P05121,Q9GZV5
P51587,O15315
P62987,O15315
Q8IY92,O15315
Q9UQ84,O15315
P56282,O15315
P0CG47,O15315
P54132,O15315
Q6WBX8,O15315
P27694,O15315
P35250,O15315
Q99728,O15315
Q15054,O15315
P49959,O15315
Q9BX63,O15315
P40937,O15315
Q14159,O15315
Q96B01,O15315
P28340,O15315
Q07864,O15315
P12004,O15315
P35251,O15315
Q6NVH7,O15315
P62979,O15315
Q96NY9,O15315
P35249,O15315
Q9HCU8,O15315
Q9NRF9,O15315
Q8WXE1,O15315
P15927,O15315
Q86YC2,O15315
Q92547,O15315
Q9UBT6,O15315
O60671,O15315
Q96AY2,O15315
O60921,O15315
Q99638,O15315
P38398,O15315
O43502,O15315
Q14191,O15315
P51530,O15315
Q13315,O15315
Q86XK3,O15315
Q99708,O15315
Q17RS7,O15315
Q13535,O15315
P40938,O15315
Q9Y253,O15315
O60934,O15315
Q9NZ71,O15315
Q92878,O15315
Q1ZZU3,O15315
Q9H9A7,O15315
O43543,O15315
P35244,O15315
Q9NX08,Q86X83
Q567U6,Q86X83
Q9GZQ3,Q86X83
Q86VX2,Q86X83
Q9UBI1,Q86X83
P51668,Q86X83
Q58WW2,Q86X83
Q9H0A8,Q86X83
P61201,Q86X83
Q7Z3J2,Q86X83
Q9UNS2,Q86X83
Q9H9Q2,Q86X83
Q9BT78,Q86X83
Q9P000,Q86X83
Q13098,Q86X83
Q9Y6G5,Q86X83
A5D8V7,Q86X83
Q8N668,Q86X83
Q99627,Q86X83
P62837,Q86X83
Q8N5D0,Q86X83
Q7L5N1,Q86X83
Q92905,Q86X83
Q8TCE6,Q86X83
O60826,Q86X83
Q9HC52,Q8N488
P68400,Q8N488
Q14186,Q8N488
P25490,Q8N488
Q8WXX7,Q8N488
O95503,Q8N488
Q06587,Q8N488
Q9HCM7,Q8N488
Q8NHM5,Q8N488
P61964,Q8N488
Q14209,Q8N488
Q9BSM1,Q8N488
P19784,Q8N488
Q8IXK0,Q8N488
Q9BYE7,Q8N488
Q99496,Q8N488
Q8IWI9,Q8N488
Q3KNV8,Q8N488
O00257,Q8N488
Q06547,Q8N488
Q13258,Q8N488
Q96GD3,Q8N488
Q9HAH7,Q8N488
Q6W2J9,Q8N488
Q969R5,Q8N488
O00716,Q8N488
O75461,Q8N488
Q14781,Q8N488
P63208,Q8N488
P67870,Q8N488
O60427,Q5VWC8
B0YJ81,Q5VWC8
Q6Y1H2,Q5VWC8
O00767,Q5VWC8
Q9NZ01,Q5VWC8
Q9NXB9,Q5VWC8
Q9GZR5,Q5VWC8
Q86SK9,Q5VWC8
Q9P035,Q5VWC8
Q9H5J4,Q5VWC8
Q53GQ0,Q5VWC8
P46734,O95382
Q99683,O95382
Q96E09,Q7Z309
Q9UGK8,Q96FX2
O95163,Q96FX2
P13639,Q96FX2
Q9BQC3,Q96FX2
Q9BZG8,Q96FX2
Q96C36,Q9UKK9
Q3LIE5,Q9UKK9
Q9BW91,Q9UKK9
P32322,Q9UKK9
Q96G03,Q9UKK9
P11908,Q9UKK9
P60891,Q9UKK9
P42704,Q04837
Q9UJZ1,Q04837
P54098,Q04837
Q06547,Q04837
Q7Z2W9,Q04837
P82932,Q04837
Q14197,Q04837
Q06546,Q04837
Q9Y399,Q04837
Q9Y291,Q04837
Q68E01,Q04837
P49411,Q04837
P27694,Q04837
Q96RR1,Q04837
Q9BQ15,Q04837
P35244,Q04837
P02768,P19793
P22680,P19793
Q9UIG0,P19793
Q92664,P19793
Q06520,P19793
Q96GM5,P19793
P10826,P19793
Q9Y618,P19793
Q86X55,P19793
P06493,P19793
P36956,P19793
P14653,P19793
Q06710,P19793
O75448,P19793
P23786,P19793
Q7L9B9,P19793
O75509,P19793
P50416,P19793
P10276,P19793
P45983,P19793
O15379,P19793
P07148,P19793
P21439,P19793
Q96RU7,P19793
P35503,P19793
Q15067,P19793
O00470,P19793
Q9UBK2,P19793
Q08426,P19793
Q15327,P19793
P27469,P19793
Q9BY76,P19793
Q07869,P19793
O14497,P19793
P40424,P19793
P51946,P19793
Q9Y5B9,P19793
Q9H221,P19793
P25963,P19793
P49327,P19793
O15164,P19793
Q9BYK8,P19793
O60427,P19793
Q6PCB7,P19793
Q99743,P19793
O14503,P19793
O76064,P19793
P11597,P19793
Q15848,P19793
P49711,P19793
O00767,P19793
Q03181,P19793
P48163,P19793
Q92922,P19793
P15090,P19793
Q71SY5,P19793
Q15596,P19793
P04798,P19793
P17252,P19793
Q15650,P19793
Q9HD15,P19793
Q15648,P19793
P14672,P19793
O75469,P19793
P05129,P19793
Q9Y6Q9,P19793
Q02928,P19793
P13196,P19793
P04150,P19793
O75376,P19793
P10415,P19793
Q9NZI5,P19793
Q04206,P19793
O15516,P19793
Q9NZL6,P19793
P17936,P19793
P11177,P19793
P45844,P19793
Q01581,P19793
P55347,P19793
P29083,P19793
P62195,P19793
O60240,P19793
Q15022,P19793
P27361,P19793
O95477,P19793
Q99541,P19793
P11310,P19793
P06858,P19793
O00330,P19793
P23443,P19793
P05090,P19793
P48060,P19793
Q01469,P19793
O14686,P19793
Q14192,P19793
O15550,P19793
P37231,P19793
Q8TAQ2,P19793
P10828,P19793
P10515,P19793
Q6STE5,P19793
P01019,P19793
P00403,P19793
P43354,P19793
Q14517,P19793
Q14994,P19793
Q13111,P19793
Q92793,P19793
P13631,P19793
P51161,P19793
P63165,P19793
P16671,P19793
P02652,P19793
Q92831,P19793
Q00403,P19793
P28702,P19793
P55055,P19793
P04035,P19793
P35558,P19793
P63279,P19793
O96019,P19793
P29803,P19793
P51532,P19793
Q15788,P19793
P35222,P19793
O75192,P19793
P35269,P19793
P08047,P19793
Q15466,P19793
Q02880,P19793
P09622,P19793
P01375,P19793
Q9Y5C1,P19793
P02649,P19793
P55058,P19793
Q13547,P19793
Q14686,P19793
Q15744,P19793
Q969G3,P19793
P10827,P19793
P28845,P19793
Q09472,P19793
Q8WY64,P19793
Q13227,P19793
P10589,P19793
Q15910,P19793
P35228,P19793
Q9H222,P19793
P48552,P19793
P61289,P19793
O60656,P19793
P25490,P19793
P48443,P19793
P28482,P19793
P08559,P19793
P54868,P19793
P41159,P19793
P02647,P19793
Q969G3,Q9H8M2
Q8TAQ2,Q9H8M2
Q92925,Q9H8M2
O14497,Q9H8M2
P51531,Q9H8M2
Q9NZM4,Q9H8M2
Q96GM5,Q9H8M2
Q12824,Q9H8M2
O96019,Q9H8M2
Q6STE5,Q9H8M2
Q92922,Q9H8M2
Q15532,Q9H8M2
P06400,Q9H8M2
Q6AI39,Q9H8M2
Q8WUZ0,Q9H8M2
O94805,Q9H8M2
Q8NFD5,Q9H8M2
P51532,Q9H8M2
O76036,Q9H8M2
O60885,Q9H8M2
P17655,Q00535
P02545,Q00535
P30307,Q00535
Q9UD71,Q00535
P05412,Q00535
P07900,Q00535
P37231,Q00535
P00519,Q00535
P06241,Q00535
P31947,Q00535
P23560,Q00535
P52803,Q00535
Q14094,Q00535
P05067,Q00535
P38936,Q00535
P54764,Q00535
P12004,Q00535
Q06830,Q00535
P17600,Q00535
Q6ZMQ8,Q00535
O43427,Q00535
P78352,Q00535
Q9UM11,Q00535
P50406,Q00535
P06493,Q00535
P14635,Q00535
P20700,Q00535
Q8TDN4,Q00535
Q05193,Q00535
Q13009,Q00535
P18146,Q00535
Q12767,Q00535
Q96SN8,Q00535
Q9BTV7,Q00535
Q13319,Q00535
Q00534,Q00535
Q15078,Q00535
P49768,Q00535
P30305,Q00535
P26358,Q00535
P24864,Q00535
O75051,Q00535
P24385,Q00535
P49418,Q00535
P46527,Q00535
Q08379,Q00535
O95067,Q00535
Q9UF33,Q00535
P48681,Q00535
P20248,Q00535
Q9BPU6,Q00535
Q12879,Q00535
P11802,Q00535
P49841,Q00535
Q16620,Q00535
P24941,Q00535
P62258,Q00535
Q02790,Q00535
P20810,Q00535
O43524,Q00535
Q14195,Q00535
Q02750,Q00535
P04637,Q00535
Q92558,Q00535
Q9GZM8,Q00535
Q15375,Q00535
P32119,Q00535
P30304,Q00535
P17535,Q00535
P48730,Q00535
P29320,Q00535
P30279,Q00535
Q14563,Q00535
Q00577,Q00535
P07305,Q00535
Q96SZ6,Q00535
P50613,Q00535
Q14194,Q00535
P49336,Q00535
P04150,Q00535
P51959,Q00535
O14531,Q00535
P12814,Q00535
P30281,Q00535
P53539,Q00535
Q16555,Q00535
Q13153,Q00535
P10636,Q00535
P63000,Q00535
P12268,P49915
O14638,P49915
Q13126,P49915
P36959,P49915
Q16774,P49915
Q8WVQ1,P49915
P21589,P49915
P20839,P49915
P51580,P49915
Q969T7,P49915
O75355,P49915
P30520,P49915
P49902,P49915
P17812,P49915
O75356,P49915
Q96P26,P49915
Q9BY32,P49915
Q9Y227,P49915
O75354,P49915
Q93009,P49915
P00491,P49915
P07741,P49915
P22413,P49915
P17844,P49915
P49961,P49915
Q9NPB1,P49915
Q9BXI3,P49915
Q5MY95,P49915
Q8TCD5,P49915
P00492,P49915
O14495,O95674
Q9NRZ5,O95674
Q92903,O95674
P52429,O95674
Q9Y6T7,O95674
Q9BQK8,O95674
P52824,O95674
Q14693,O95674
Q6ZNC8,O95674
O15120,O95674
Q9NUQ2,O95674
Q643R3,O95674
Q86XP1,O95674
Q16760,O95674
P23743,O95674
Q9NRZ7,O95674
