uniprot,pathway_id,database
P08700,hsa04210,kegg
Q14643,hsa04210,kegg
Q14571,hsa04210,kegg
Q14573,hsa04210,kegg
P05412,hsa04210,kegg
Q07820,hsa04210,kegg
P18848,hsa04210,kegg
Q13315,hsa04210,kegg
P19838,hsa04210,kegg
P25963,hsa04210,kegg
P01138,hsa04210,kegg
P04629,hsa04210,kegg
O15530,hsa04210,kegg
P42336,hsa04210,kegg
P42338,hsa04210,kegg
O00329,hsa04210,kegg
P27986,hsa04210,kegg
O00459,hsa04210,kegg
P99999,hsa04210,kegg
P28482,hsa04210,kegg
P27361,hsa04210,kegg
P45983,hsa04210,kegg
P45984,hsa04210,kegg
P53779,hsa04210,kegg
Q02750,hsa04210,kegg
P36507,hsa04210,kegg
P04049,hsa04210,kegg
P10415,hsa04210,kegg
Q04206,hsa04210,kegg
Q07817,hsa04210,kegg
P63261,hsa04210,kegg
P01375,hsa04210,kegg
P04637,hsa04210,kegg
P68366,hsa04210,kegg
Q71U36,hsa04210,kegg
P42574,hsa04210,kegg
P55211,hsa04210,kegg
Q92569,hsa04210,kegg
Q13546,hsa04210,kegg
O95831,hsa04210,kegg
O15392,hsa04215,kegg
P99999,hsa04215,kegg
P45983,hsa04215,kegg
P45984,hsa04215,kegg
P53779,hsa04215,kegg
P10415,hsa04215,kegg
Q07817,hsa04215,kegg
P42574,hsa04215,kegg
P55211,hsa04215,kegg
Q14457,hsa04215,kegg
Q15185,hsa00590,kegg
P20813,hsa00590,kegg
P33261,hsa00590,kegg
P10632,hsa00590,kegg
P11712,hsa00590,kegg
P05181,hsa00590,kegg
P09917,hsa00590,kegg
Q9UNK4,hsa00590,kegg
P19440,hsa00590,kegg
O60760,hsa00590,kegg
P36969,hsa00590,kegg
Q9NZK7,hsa00590,kegg
P15428,hsa00590,kegg
P09960,hsa00590,kegg
Q16873,hsa00590,kegg
P04054,hsa00590,kegg
P14555,hsa00590,kegg
P47712,hsa00590,kegg
P41222,hsa00590,kegg
Q16647,hsa00590,kegg
P23219,hsa00590,kegg
P35354,hsa00590,kegg
P24557,hsa00590,kegg
P42330,hsa00590,kegg
P16152,hsa00590,kegg
Q96A70,hsa00330,kegg
P12277,hsa00330,kegg
P06732,hsa00330,kegg
P17540,hsa00330,kegg
P14920,hsa00330,kegg
P05091,hsa00330,kegg
P30837,hsa00330,kegg
P49189,hsa00330,kegg
P51648,hsa00330,kegg
Q14353,hsa00330,kegg
P19801,hsa00330,kegg
P17707,hsa00330,kegg
P50440,hsa00330,kegg
P17174,hsa00330,kegg
P00505,hsa00330,kegg
Q96C36,hsa00330,kegg
P05089,hsa00330,kegg
P21397,hsa00330,kegg
P27338,hsa00330,kegg
P29475,hsa00330,kegg
P35228,hsa00330,kegg
P29474,hsa00330,kegg
P04181,hsa00330,kegg
P11926,hsa00330,kegg
P49419,hsa00330,kegg
P13674,hsa00330,kegg
P32322,hsa00330,kegg
P54886,hsa00330,kegg
P30038,hsa00330,kegg
P31327,hsa00220,kegg
Q8N159,hsa00220,kegg
Q9UI32,hsa00220,kegg
O94925,hsa00220,kegg
P00367,hsa00220,kegg
P49448,hsa00220,kegg
P15104,hsa00220,kegg
P17174,hsa00220,kegg
P00505,hsa00220,kegg
P05089,hsa00220,kegg
P29475,hsa00220,kegg
P35228,hsa00220,kegg
P29474,hsa00220,kegg
Q8TD30,hsa00220,kegg
O60359,hsa05412,kegg
Q9Y698,hsa05412,kegg
P35222,hsa05412,kegg
P15924,hsa05412,kegg
P17302,hsa05412,kegg
Q9UF02,hsa05412,kegg
Q9UBN1,hsa05412,kegg
P08514,hsa05412,kegg
P06756,hsa05412,kegg
P05106,hsa05412,kegg
P14923,hsa05412,kegg
O14983,hsa05412,kegg
P16615,hsa05412,kegg
Q9UJU2,hsa05412,kegg
Q8WXS5,hsa05412,kegg
P62955,hsa05412,kegg
Q9BXT2,hsa05412,kegg
Q92736,hsa05412,kegg
P32418,hsa05412,kegg
P63261,hsa05412,kegg
Q13936,hsa05412,kegg
Q01668,hsa05412,kegg
O60840,hsa05412,kegg
Q13698,hsa05412,kegg
P54289,hsa05412,kegg
Q02641,hsa05412,kegg
Q08289,hsa05412,kegg
P54284,hsa05412,kegg
O00305,hsa05412,kegg
Q06432,hsa05412,kegg
Q7Z3S7,hsa05412,kegg
P14550,hsa00053,kegg
P05091,hsa00053,kegg
P30837,hsa00053,kegg
P49189,hsa00053,kegg
P51648,hsa00053,kegg
P49419,hsa00053,kegg
O60656,hsa00053,kegg
P22309,hsa00053,kegg
O60701,hsa00053,kegg
Q15493,hsa00053,kegg
P08700,hsa05310,kegg
P12724,hsa05310,kegg
P01375,hsa05310,kegg
P11678,hsa05310,kegg
Q13547,hsa03082,kegg
Q92769,hsa03082,kegg
Q9NRF9,hsa03082,kegg
P63261,hsa03082,kegg
P01889,hsa05320,kegg
P60568,hsa05320,kegg
P07202,hsa05320,kegg
Q96RR4,hsa04140,kegg
P07711,hsa04140,kegg
P53355,hsa04140,kegg
O43293,hsa04140,kegg
P31749,hsa04140,kegg
O75460,hsa04140,kegg
Q9UIK4,hsa04140,kegg
P42345,hsa04140,kegg
Q9UHD2,hsa04140,kegg
Q16665,hsa04140,kegg
P09429,hsa04140,kegg
P08069,hsa04140,kegg
P01308,hsa04140,kegg
Q14643,hsa04140,kegg
Q9P2K8,hsa04140,kegg
O15530,hsa04140,kegg
P42336,hsa04140,kegg
P42338,hsa04140,kegg
O00329,hsa04140,kegg
P27986,hsa04140,kegg
O00459,hsa04140,kegg
P67775,hsa04140,kegg
P62714,hsa04140,kegg
Q13131,hsa04140,kegg
P54646,hsa04140,kegg
P17612,hsa04140,kegg
P22694,hsa04140,kegg
Q05655,hsa04140,kegg
Q04759,hsa04140,kegg
P28482,hsa04140,kegg
P27361,hsa04140,kegg
P45983,hsa04140,kegg
P45984,hsa04140,kegg
P53779,hsa04140,kegg
Q02750,hsa04140,kegg
P36507,hsa04140,kegg
P04049,hsa04140,kegg
P10415,hsa04140,kegg
Q07817,hsa04140,kegg
O75385,hsa04140,kegg
Q92569,hsa04140,kegg
Q14457,hsa04140,kegg
Q8IYT8,hsa04140,kegg
P42345,hsa04136,kegg
P67775,hsa04136,kegg
P62714,hsa04136,kegg
Q14457,hsa04136,kegg
Q8IYT8,hsa04136,kegg
O96013,hsa04360,kegg
P23528,hsa04360,kegg
P29317,hsa04360,kegg
P21709,hsa04360,kegg
P29320,hsa04360,kegg
P54764,hsa04360,kegg
P54756,hsa04360,kegg
Q15375,hsa04360,kegg
P29322,hsa04360,kegg
P54762,hsa04360,kegg
P29323,hsa04360,kegg
P54760,hsa04360,kegg
O15197,hsa04360,kegg
P07332,hsa04360,kegg
P00519,hsa04360,kegg
P06241,hsa04360,kegg
Q9UF33,hsa04360,kegg
P49841,hsa04360,kegg
P32004,hsa04360,kegg
P53667,hsa04360,kegg
P53671,hsa04360,kegg
P08581,hsa04360,kegg
Q13153,hsa04360,kegg
Q13177,hsa04360,kegg
O75914,hsa04360,kegg
O15530,hsa04360,kegg
P42336,hsa04360,kegg
P42338,hsa04360,kegg
O00329,hsa04360,kegg
P27986,hsa04360,kegg
O00459,hsa04360,kegg
Q96LZ3,hsa04360,kegg
P17252,hsa04360,kegg
Q05513,hsa04360,kegg
P28482,hsa04360,kegg
P27361,hsa04360,kegg
Q9NQU5,hsa04360,kegg
Q9P286,hsa04360,kegg
Q05397,hsa04360,kegg
P63000,hsa04360,kegg
P15153,hsa04360,kegg
P04049,hsa04360,kegg
O00238,hsa04360,kegg
Q13873,hsa04360,kegg
Q99835,hsa04360,kegg
P12931,hsa04360,kegg
P61073,hsa04360,kegg
Q9UQM7,hsa04360,kegg
Q13554,hsa04360,kegg
Q13557,hsa04360,kegg
Q13555,hsa04360,kegg
Q92569,hsa04360,kegg
O75116,hsa04360,kegg
O15111,hsa04662,kegg
P31749,hsa04662,kegg
P01100,hsa04662,kegg
P49841,hsa04662,kegg
O14920,hsa04662,kegg
P05412,hsa04662,kegg
P07948,hsa04662,kegg
O95644,hsa04662,kegg
P19838,hsa04662,kegg
P25963,hsa04662,kegg
P42336,hsa04662,kegg
P42338,hsa04662,kegg
O00329,hsa04662,kegg
P27986,hsa04662,kegg
O00459,hsa04662,kegg
Q96LZ3,hsa04662,kegg
P05771,hsa04662,kegg
P28482,hsa04662,kegg
P27361,hsa04662,kegg
Q02750,hsa04662,kegg
P36507,hsa04662,kegg
P29350,hsa04662,kegg
P63000,hsa04662,kegg
P15153,hsa04662,kegg
P04049,hsa04662,kegg
Q04206,hsa04662,kegg
P51451,hsa04662,kegg
P43405,hsa04662,kegg
Q06187,hsa04662,kegg
Q92569,hsa04662,kegg
P35222,hsa05100,kegg
P02751,hsa05100,kegg
P08581,hsa05100,kegg
P42336,hsa05100,kegg
P42338,hsa05100,kegg
O00329,hsa05100,kegg
P27986,hsa05100,kegg
O00459,hsa05100,kegg
Q05397,hsa05100,kegg
P63000,hsa05100,kegg
P12931,hsa05100,kegg
P63261,hsa05100,kegg
Q92569,hsa05100,kegg
P38936,hsa05217,kegg
P35222,hsa05217,kegg
P49841,hsa05217,kegg
Q9UJU2,hsa05217,kegg
Q99835,hsa05217,kegg
P04637,hsa05217,kegg
Q9UGN5,hsa03410,kegg
Q9Y6F1,hsa03410,kegg
P09874,hsa03410,kegg
P39748,hsa03410,kegg
Q969S2,hsa03410,kegg
P09429,hsa03410,kegg
P18858,hsa03410,kegg
P49916,hsa03410,kegg
P29372,hsa03410,kegg
P12004,hsa03410,kegg
Q9NRF9,hsa03410,kegg
P06746,hsa03410,kegg
Q07864,hsa03410,kegg
P56282,hsa03410,kegg
Q9NR33,hsa03410,kegg
Q96FI4,hsa03410,kegg
P80404,hsa00410,kegg
Q12882,hsa00410,kegg
Q08426,hsa00410,kegg
P05091,hsa00410,kegg
P30838,hsa00410,kegg
P30837,hsa00410,kegg
P43353,hsa00410,kegg
P49189,hsa00410,kegg
P51648,hsa00410,kegg
Q99259,hsa00410,kegg
Q05329,hsa00410,kegg
P40939,hsa00410,kegg
P16219,hsa00410,kegg
Q02252,hsa00410,kegg
P49419,hsa00410,kegg
Q15067,hsa00410,kegg
Q9Y600,hsa00410,kegg
Q16853,hsa00410,kegg
Q9Y6L6,hsa04976,kegg
Q08828,hsa04976,kegg
Q08462,hsa04976,kegg
P13569,hsa04976,kegg
Q9Y694,hsa04976,kegg
O95622,hsa04976,kegg
Q92887,hsa04976,kegg
P08684,hsa04976,kegg
Q9NPD5,hsa04976,kegg
P04035,hsa04976,kegg
P29972,hsa04976,kegg
Q9H2S1,hsa04976,kegg
P05023,hsa04976,kegg
P50993,hsa04976,kegg
P13637,hsa04976,kegg
P54710,hsa04976,kegg
P08183,hsa04976,kegg
O60656,hsa04976,kegg
P22309,hsa04976,kegg
P17612,hsa04976,kegg
P22694,hsa04976,kegg
Q14032,hsa04976,kegg
P19793,hsa04976,kegg
P19634,hsa04976,kegg
P00918,hsa04976,kegg
O95342,hsa04976,kegg
Q8TCC7,hsa04976,kegg
Q9UNQ0,hsa04976,kegg
Q96RI1,hsa04976,kegg
P20132,hsa01230,kegg
Q96GA7,hsa01230,kegg
P31327,hsa01230,kegg
O75390,hsa01230,kegg
P32929,hsa01230,kegg
Q8N159,hsa01230,kegg
P06733,hsa01230,kegg
P04075,hsa01230,kegg
P04406,hsa01230,kegg
O43175,hsa01230,kegg
P15104,hsa01230,kegg
P17174,hsa01230,kegg
P00505,hsa01230,kegg
Q96C36,hsa01230,kegg
Q9Y617,hsa01230,kegg
O75874,hsa01230,kegg
P48735,hsa01230,kegg
P50213,hsa01230,kegg
O43837,hsa01230,kegg
P51553,hsa01230,kegg
P05089,hsa01230,kegg
Q00266,hsa01230,kegg
P31153,hsa01230,kegg
P08243,hsa01230,kegg
Q99707,hsa01230,kegg
P00439,hsa01230,kegg
P11498,hsa01230,kegg
P18669,hsa01230,kegg
P00558,hsa01230,kegg
P30613,hsa01230,kegg
P14618,hsa01230,kegg
P78330,hsa01230,kegg
P32322,hsa01230,kegg
P54886,hsa01230,kegg
P54687,hsa01230,kegg
O15382,hsa01230,kegg
P34896,hsa01230,kegg
P34897,hsa01230,kegg
P29401,hsa01230,kegg
P60174,hsa01230,kegg
Q8TD30,hsa01230,kegg
Q9NQX3,hsa01240,kegg
P14550,hsa01240,kegg
P13995,hsa01240,kegg
O43766,hsa01240,kegg
Q8NBN7,hsa01240,kegg
Q5JPH6,hsa01240,kegg
Q96NR8,hsa01240,kegg
P17812,hsa01240,kegg
P00374,hsa01240,kegg
Q02127,hsa01240,kegg
P15559,hsa01240,kegg
P09622,hsa01240,kegg
P07814,hsa01240,kegg
P13716,hsa01240,kegg
P13196,hsa01240,kegg
P22557,hsa01240,kegg
P05091,hsa01240,kegg
P30837,hsa01240,kegg
P22830,hsa01240,kegg
P51648,hsa01240,kegg
Q15274,hsa01240,kegg
Q05932,hsa01240,kegg
P10696,hsa01240,kegg
P38435,hsa01240,kegg
Q9H3S4,hsa01240,kegg
P48506,hsa01240,kegg
P48507,hsa01240,kegg
P48637,hsa01240,kegg
Q9Y617,hsa01240,kegg
P32754,hsa01240,kegg
P14902,hsa01240,kegg
Q00266,hsa01240,kegg
P31153,hsa01240,kegg
P11586,hsa01240,kegg
P15531,hsa01240,kegg
Q8TC12,hsa01240,kegg
Q9Y234,hsa01240,kegg
P30085,hsa01240,kegg
O60656,hsa01240,kegg
P22309,hsa01240,kegg
Q9NVS9,hsa01240,kegg
Q6IA69,hsa01240,kegg
Q969G6,hsa01240,kegg
Q96GD0,hsa01240,kegg
Q03393,hsa01240,kegg
P54687,hsa01240,kegg
O15382,hsa01240,kegg
P34896,hsa01240,kegg
P34897,hsa01240,kegg
O60701,hsa01240,kegg
Q9BQB6,hsa01240,kegg
O00764,hsa01240,kegg
Q16719,hsa01240,kegg
Q9Y697,hsa01240,kegg
Q15493,hsa01240,kegg
O75911,hsa01240,kegg
P06744,hsa01250,kegg
Q13630,hsa01250,kegg
O60701,hsa01250,kegg
P09110,hsa01040,kegg
P51659,hsa01040,kegg
O60427,hsa01040,kegg
Q15067,hsa01040,kegg
Q9NXB9,hsa01040,kegg
Q14032,hsa01040,kegg
Q9NYP7,hsa01040,kegg
O95864,hsa01040,kegg
P50747,hsa00780,kegg
P11802,hsa05219,kegg
P38936,hsa05219,kegg
P53355,hsa05219,kegg
O43293,hsa05219,kegg
P19971,hsa05219,kegg
P01133,hsa05219,kegg
P00533,hsa05219,kegg
P04626,hsa05219,kegg
P22607,hsa05219,kegg
Q9UIK4,hsa05219,kegg
Q00987,hsa05219,kegg
P08253,hsa05219,kegg
P14780,hsa05219,kegg
P01106,hsa05219,kegg
P28482,hsa05219,kegg
P27361,hsa05219,kegg
Q02750,hsa05219,kegg
P36507,hsa05219,kegg
P04049,hsa05219,kegg
P24385,hsa05219,kegg
P12931,hsa05219,kegg
P15056,hsa05219,kegg
P04637,hsa05219,kegg
P15692,hsa05219,kegg
P11802,hsa05224,kegg
Q00534,hsa05224,kegg
P38936,hsa05224,kegg
P48729,hsa05224,kegg
P35222,hsa05224,kegg
P01133,hsa05224,kegg
P00533,hsa05224,kegg
P04626,hsa05224,kegg
P31749,hsa05224,kegg
P03372,hsa05224,kegg
Q92731,hsa05224,kegg
P05230,hsa05224,kegg
P09038,hsa05224,kegg
P08620,hsa05224,kegg
P11362,hsa05224,kegg
P35916,hsa05224,kegg
P01100,hsa05224,kegg
P42345,hsa05224,kegg
P49841,hsa05224,kegg
P08069,hsa05224,kegg
P05412,hsa05224,kegg
P10721,hsa05224,kegg
P01106,hsa05224,kegg
Q00653,hsa05224,kegg
Q9UJU2,hsa05224,kegg
P06401,hsa05224,kegg
P42336,hsa05224,kegg
P42338,hsa05224,kegg
O00329,hsa05224,kegg
P27986,hsa05224,kegg
O00459,hsa05224,kegg
P28482,hsa05224,kegg
P27361,hsa05224,kegg
Q02750,hsa05224,kegg
P36507,hsa05224,kegg
P04049,hsa05224,kegg
P24385,hsa05224,kegg
P15056,hsa05224,kegg
P04637,hsa05224,kegg
Q92569,hsa05224,kegg
O14788,hsa05224,kegg
P80404,hsa00650,kegg
Q08426,hsa00650,kegg
Q99259,hsa00650,kegg
Q05329,hsa00650,kegg
P40939,hsa00650,kegg
Q16836,hsa00650,kegg
P16219,hsa00650,kegg
P24752,hsa00650,kegg
P51649,hsa00650,kegg
O15111,hsa04625,kegg
Q9H4B4,hsa04625,kegg
Q16539,hsa04625,kegg
P31749,hsa04625,kegg
Q9ULY5,hsa04625,kegg
O14920,hsa04625,kegg
P01584,hsa04625,kegg
P60568,hsa04625,kegg
P05231,hsa04625,kegg
Q14643,hsa04625,kegg
Q14571,hsa04625,kegg
Q14573,hsa04625,kegg
P05412,hsa04625,kegg
Q00987,hsa04625,kegg
O95644,hsa04625,kegg
P19838,hsa04625,kegg
Q00653,hsa04625,kegg
P25963,hsa04625,kegg
Q13153,hsa04625,kegg
P42336,hsa04625,kegg
P42338,hsa04625,kegg
O00329,hsa04625,kegg
P27986,hsa04625,kegg
O00459,hsa04625,kegg
Q96LZ3,hsa04625,kegg
Q05655,hsa04625,kegg
P28482,hsa04625,kegg
P27361,hsa04625,kegg
P45983,hsa04625,kegg
Q15759,hsa04625,kegg
P45984,hsa04625,kegg
P53779,hsa04625,kegg
O15264,hsa04625,kegg
P35354,hsa04625,kegg
P04049,hsa04625,kegg
Q04206,hsa04625,kegg
P53778,hsa04625,kegg
P12931,hsa04625,kegg
P43405,hsa04625,kegg
P01375,hsa04625,kegg
P0DP23,hsa04625,kegg
P29466,hsa04625,kegg
Q92569,hsa04625,kegg
Q14164,hsa04625,kegg
P05177,hsa00232,kegg
P47989,hsa00232,kegg
P30405,hsa04020,kegg
Q08828,hsa04020,kegg
Q08462,hsa04020,kegg
Q9Y271,hsa04020,kegg
P11229,hsa04020,kegg
P08172,hsa04020,kegg
P20309,hsa04020,kegg
P08912,hsa04020,kegg
P36544,hsa04020,kegg
Q8TCU5,hsa04020,kegg
O60391,hsa04020,kegg
P29274,hsa04020,kegg
P29275,hsa04020,kegg
P25100,hsa04020,kegg
P35368,hsa04020,kegg
P35348,hsa04020,kegg
P08588,hsa04020,kegg
P07550,hsa04020,kegg
P13945,hsa04020,kegg
P21728,hsa04020,kegg
P21918,hsa04020,kegg
P30556,hsa04020,kegg
P25101,hsa04020,kegg
P24530,hsa04020,kegg
P01133,hsa04020,kegg
P00533,hsa04020,kegg
P04626,hsa04020,kegg
P21860,hsa04020,kegg
Q15303,hsa04020,kegg
P25116,hsa04020,kegg
Q14289,hsa04020,kegg
P05230,hsa04020,kegg
P09038,hsa04020,kegg
P08620,hsa04020,kegg
P11362,hsa04020,kegg
P22607,hsa04020,kegg
P21802,hsa04020,kegg
P22455,hsa04020,kegg
Q9UBL9,hsa04020,kegg
P17948,hsa04020,kegg
P35916,hsa04020,kegg
Q05586,hsa04020,kegg
Q12879,hsa04020,kegg
Q13224,hsa04020,kegg
Q14957,hsa04020,kegg
O15399,hsa04020,kegg
P12235,hsa04020,kegg
Q13255,hsa04020,kegg
P41594,hsa04020,kegg
P05141,hsa04020,kegg
P35367,hsa04020,kegg
P25021,hsa04020,kegg
P28223,hsa04020,kegg
P41595,hsa04020,kegg
P28335,hsa04020,kegg
Q13639,hsa04020,kegg
P47898,hsa04020,kegg
P50406,hsa04020,kegg
P34969,hsa04020,kegg
Q14643,hsa04020,kegg
Q14571,hsa04020,kegg
Q14573,hsa04020,kegg
P35968,hsa04020,kegg
P22888,hsa04020,kegg
P08581,hsa04020,kegg
Q04912,hsa04020,kegg
Q15746,hsa04020,kegg
O95644,hsa04020,kegg
P01138,hsa04020,kegg
P29475,hsa04020,kegg
P35228,hsa04020,kegg
P29474,hsa04020,kegg
O14983,hsa04020,kegg
P16615,hsa04020,kegg
P20020,hsa04020,kegg
Q01814,hsa04020,kegg
P04629,hsa04020,kegg
Q16620,hsa04020,kegg
Q16288,hsa04020,kegg
Q16720,hsa04020,kegg
P23634,hsa04020,kegg
P30559,hsa04020,kegg
P51575,hsa04020,kegg
P56373,hsa04020,kegg
Q99571,hsa04020,kegg
Q93086,hsa04020,kegg
Q99572,hsa04020,kegg
P54750,hsa04020,kegg
Q14123,hsa04020,kegg
Q01064,hsa04020,kegg
P16234,hsa04020,kegg
P09619,hsa04020,kegg
P37288,hsa04020,kegg
P47901,hsa04020,kegg
Q96LZ3,hsa04020,kegg
P17612,hsa04020,kegg
P22694,hsa04020,kegg
P17252,hsa04020,kegg
P05771,hsa04020,kegg
P05129,hsa04020,kegg
Q9NS75,hsa04020,kegg
Q8IU85,hsa04020,kegg
P25105,hsa04020,kegg
P34995,hsa04020,kegg
P43115,hsa04020,kegg
P43088,hsa04020,kegg
P07949,hsa04020,kegg
P46663,hsa04020,kegg
P30411,hsa04020,kegg
P21817,hsa04020,kegg
Q92736,hsa04020,kegg
P32418,hsa04020,kegg
P25103,hsa04020,kegg
P02585,hsa04020,kegg
P63316,hsa04020,kegg
P34981,hsa04020,kegg
P21796,hsa04020,kegg
P15692,hsa04020,kegg
O00555,hsa04020,kegg
Q00975,hsa04020,kegg
Q13936,hsa04020,kegg
Q01668,hsa04020,kegg
Q15878,hsa04020,kegg
O60840,hsa04020,kegg
Q13698,hsa04020,kegg
P61073,hsa04020,kegg
P0DP23,hsa04020,kegg
Q9UQM7,hsa04020,kegg
Q13554,hsa04020,kegg
Q13557,hsa04020,kegg
Q13555,hsa04020,kegg
P31415,hsa04020,kegg
O14958,hsa04020,kegg
Q14012,hsa04020,kegg
Q9H1R3,hsa04020,kegg
P32238,hsa04020,kegg
P32239,hsa04020,kegg
Q9P0X4,hsa04020,kegg
O95180,hsa04020,kegg
O43497,hsa04020,kegg
O15547,hsa04020,kegg
Q32MK0,hsa04020,kegg
Q08828,hsa04024,kegg
Q08462,hsa04024,kegg
P13569,hsa04024,kegg
Q9Y233,hsa04024,kegg
O95622,hsa04024,kegg
P11229,hsa04024,kegg
P08172,hsa04024,kegg
Q8TCU5,hsa04024,kegg
O60391,hsa04024,kegg
P30542,hsa04024,kegg
P29274,hsa04024,kegg
P16220,hsa04024,kegg
P34998,hsa04024,kegg
P08588,hsa04024,kegg
P07550,hsa04024,kegg
P21728,hsa04024,kegg
P14416,hsa04024,kegg
P21918,hsa04024,kegg
P25101,hsa04024,kegg
P31749,hsa04024,kegg
P25116,hsa04024,kegg
P01100,hsa04024,kegg
Q9UBS5,hsa04024,kegg
Q92847,hsa04024,kegg
P43220,hsa04024,kegg
P42261,hsa04024,kegg
P42262,hsa04024,kegg
P42263,hsa04024,kegg
P48058,hsa04024,kegg
Q05586,hsa04024,kegg
Q12879,hsa04024,kegg
Q13224,hsa04024,kegg
Q14957,hsa04024,kegg
O15399,hsa04024,kegg
P08908,hsa04024,kegg
P28222,hsa04024,kegg
P28221,hsa04024,kegg
Q13639,hsa04024,kegg
P50406,hsa04024,kegg
Q8TDS4,hsa04024,kegg
P05412,hsa04024,kegg
O95069,hsa04024,kegg
P22888,hsa04024,kegg
Q01718,hsa04024,kegg
P05023,hsa04024,kegg
P50993,hsa04024,kegg
O95644,hsa04024,kegg
P13637,hsa04024,kegg
P19838,hsa04024,kegg
P25963,hsa04024,kegg
P01303,hsa04024,kegg
P54710,hsa04024,kegg
O14983,hsa04024,kegg
P16615,hsa04024,kegg
P16066,hsa04024,kegg
P20020,hsa04024,kegg
Q01814,hsa04024,kegg
Q16720,hsa04024,kegg
P23634,hsa04024,kegg
P30559,hsa04024,kegg
Q13153,hsa04024,kegg
Q15067,hsa04024,kegg
Q14432,hsa04024,kegg
Q13370,hsa04024,kegg
P27815,hsa04024,kegg
Q07343,hsa04024,kegg
Q08493,hsa04024,kegg
Q08499,hsa04024,kegg
P42336,hsa04024,kegg
P42338,hsa04024,kegg
O00329,hsa04024,kegg
P27986,hsa04024,kegg
O00459,hsa04024,kegg
Q13393,hsa04024,kegg
O14939,hsa04024,kegg
P01189,hsa04024,kegg
Q07869,hsa04024,kegg
P17612,hsa04024,kegg
P22694,hsa04024,kegg
P28482,hsa04024,kegg
P27361,hsa04024,kegg
P45983,hsa04024,kegg
P45984,hsa04024,kegg
P53779,hsa04024,kegg
Q02750,hsa04024,kegg
P36507,hsa04024,kegg
P43116,hsa04024,kegg
P43115,hsa04024,kegg
P63000,hsa04024,kegg
P15153,hsa04024,kegg
P04049,hsa04024,kegg
Q04206,hsa04024,kegg
Q9UL51,hsa04024,kegg
Q92736,hsa04024,kegg
P23560,hsa04024,kegg
P19634,hsa04024,kegg
P15056,hsa04024,kegg
P30872,hsa04024,kegg
P30874,hsa04024,kegg
P35346,hsa04024,kegg
Q13936,hsa04024,kegg
Q01668,hsa04024,kegg
O60840,hsa04024,kegg
Q13698,hsa04024,kegg
P0DP23,hsa04024,kegg
Q9UQM7,hsa04024,kegg
Q13554,hsa04024,kegg
Q13557,hsa04024,kegg
Q13555,hsa04024,kegg
Q92569,hsa04024,kegg
P49019,hsa04024,kegg
O75116,hsa04024,kegg
O75899,hsa04024,kegg
P31749,hsa04973,kegg
P04746,hsa04973,kegg
P05023,hsa04973,kegg
P50993,hsa04973,kegg
P13637,hsa04973,kegg
P54710,hsa04973,kegg
P42336,hsa04973,kegg
P42338,hsa04973,kegg
O00329,hsa04973,kegg
P27986,hsa04973,kegg
O00459,hsa04973,kegg
P05771,hsa04973,kegg
P14410,hsa04973,kegg
P11168,hsa04973,kegg
Q01668,hsa04973,kegg
Q8TE23,hsa04973,kegg
Q92569,hsa04973,kegg
O43451,hsa04973,kegg
Q16798,hsa01200,kegg
P20132,hsa01200,kegg
Q96GA7,hsa01200,kegg
P11766,hsa01200,kegg
P31327,hsa01200,kegg
O75390,hsa01200,kegg
P10515,hsa01200,kegg
P09622,hsa01200,kegg
P21549,hsa01200,kegg
P06733,hsa01200,kegg
P10768,hsa01200,kegg
P04075,hsa01200,kegg
P11413,hsa01200,kegg
P04406,hsa01200,kegg
O43175,hsa01200,kegg
P23378,hsa01200,kegg
P00367,hsa01200,kegg
P49448,hsa01200,kegg
P48728,hsa01200,kegg
P17174,hsa01200,kegg
P00505,hsa01200,kegg
P06744,hsa01200,kegg
Q9Y617,hsa01200,kegg
O75874,hsa01200,kegg
P48735,hsa01200,kegg
P50213,hsa01200,kegg
O43837,hsa01200,kegg
P51553,hsa01200,kegg
P16219,hsa01200,kegg
P24752,hsa01200,kegg
P40925,hsa01200,kegg
P40926,hsa01200,kegg
P48163,hsa01200,kegg
P23368,hsa01200,kegg
Q02252,hsa01200,kegg
P22033,hsa01200,kegg
Q02218,hsa01200,kegg
P11498,hsa01200,kegg
P05165,hsa01200,kegg
P05166,hsa01200,kegg
Q15067,hsa01200,kegg
P08559,hsa01200,kegg
P29803,hsa01200,kegg
P11177,hsa01200,kegg
P18669,hsa01200,kegg
P52209,hsa01200,kegg
P00558,hsa01200,kegg
P30613,hsa01200,kegg
P14618,hsa01200,kegg
P78330,hsa01200,kegg
P31040,hsa01200,kegg
O14521,hsa01200,kegg
P34896,hsa01200,kegg
P34897,hsa01200,kegg
P29401,hsa01200,kegg
P60174,hsa01200,kegg
P04040,hsa01200,kegg
Q8TD30,hsa01200,kegg
Q15493,hsa01200,kegg
O95479,hsa01200,kegg
O60359,hsa04260,kegg
Q9Y698,hsa04260,kegg
P13073,hsa04260,kegg
P10606,hsa04260,kegg
Q02221,hsa04260,kegg
P14854,hsa04260,kegg
P09669,hsa04260,kegg
P24310,hsa04260,kegg
P24311,hsa04260,kegg
P15954,hsa04260,kegg
P10176,hsa04260,kegg
Q9UF02,hsa04260,kegg
Q9UBN1,hsa04260,kegg
P00395,hsa04260,kegg
P00403,hsa04260,kegg
P00414,hsa04260,kegg
P05023,hsa04260,kegg
P50993,hsa04260,kegg
