uniprot,pathway_id,database
O75185,R-HSA-936837,reactome
P05023,R-HSA-936837,reactome
P0DP23,R-HSA-936837,reactome
P13637,R-HSA-936837,reactome
P16615,R-HSA-936837,reactome
P20020,R-HSA-936837,reactome
P20648,R-HSA-936837,reactome
P23634,R-HSA-936837,reactome
P30626,R-HSA-936837,reactome
P50993,R-HSA-936837,reactome
P51164,R-HSA-936837,reactome
P54710,R-HSA-936837,reactome
P98194,R-HSA-936837,reactome
Q01814,R-HSA-936837,reactome
Q13554,R-HSA-936837,reactome
Q13555,R-HSA-936837,reactome
Q13557,R-HSA-936837,reactome
Q16720,R-HSA-936837,reactome
Q9UQM7,R-HSA-936837,reactome
O14920,R-HSA-937039,reactome
O15111,R-HSA-937039,reactome
P51617,R-HSA-937039,reactome
O14920,R-HSA-975144,reactome
O15111,R-HSA-975144,reactome
P51617,R-HSA-975144,reactome
Q15750,R-HSA-937042,reactome
O00206,R-HSA-975163,reactome
Q15750,R-HSA-975163,reactome
Q9Y6Y9,R-HSA-975163,reactome
O00206,R-HSA-5603041,reactome
O60603,R-HSA-5603041,reactome
P02671,R-HSA-5603041,reactome
P02675,R-HSA-5603041,reactome
P02679,R-HSA-5603041,reactome
P05109,R-HSA-5603041,reactome
P06702,R-HSA-5603041,reactome
P09429,R-HSA-5603041,reactome
P23297,R-HSA-5603041,reactome
Q06187,R-HSA-5603041,reactome
Q9NWZ3,R-HSA-5603041,reactome
Q9Y6Y9,R-HSA-5603041,reactome
Q9NWZ3,R-HSA-5603037,reactome
O75460,R-HSA-381070,reactome
P11021,R-HSA-381070,reactome
P78527,R-HSA-3270619,reactome
Q9UHD2,R-HSA-3270619,reactome
Q9UHD2,R-HSA-1606341,reactome
P00450,R-HSA-917937,reactome
P02787,R-HSA-917937,reactome
P02792,R-HSA-917937,reactome
P02794,R-HSA-917937,reactome
P09601,R-HSA-917937,reactome
P30519,R-HSA-917937,reactome
P49281,R-HSA-917937,reactome
Q9UNQ0,R-HSA-917937,reactome
O00459,R-HSA-112399,reactome
P27986,R-HSA-112399,reactome
P42336,R-HSA-112399,reactome
P42338,R-HSA-112399,reactome
P08069,R-HSA-2428928,reactome
P01308,R-HSA-74713,reactome
P06213,R-HSA-74713,reactome
P19525,R-HSA-1169408,reactome
P23458,R-HSA-1169408,reactome
P27361,R-HSA-1169408,reactome
P60842,R-HSA-1169408,reactome
O43353,R-HSA-450321,reactome
P45983,R-HSA-450321,reactome
P45984,R-HSA-450321,reactome
P51617,R-HSA-450321,reactome
P53779,R-HSA-450321,reactome
Q15750,R-HSA-450321,reactome
Q9HC29,R-HSA-450321,reactome
P19784,R-HSA-9755511,reactome
P20618,R-HSA-9755511,reactome
P28062,R-HSA-9755511,reactome
P28065,R-HSA-9755511,reactome
P28074,R-HSA-9755511,reactome
P31749,R-HSA-9755511,reactome
P38936,R-HSA-9755511,reactome
P40306,R-HSA-9755511,reactome
P49721,R-HSA-9755511,reactome
P68400,R-HSA-9755511,reactome
Q05655,R-HSA-9755511,reactome
Q06323,R-HSA-9755511,reactome
Q14145,R-HSA-9755511,reactome
P51884,R-HSA-2022854,reactome
P07686,R-HSA-2022857,reactome
P51884,R-HSA-2022857,reactome
P02533,R-HSA-6805567,reactome
P02538,R-HSA-6805567,reactome
P04264,R-HSA-6805567,reactome
P08779,R-HSA-6805567,reactome
P13645,R-HSA-6805567,reactome
P13647,R-HSA-6805567,reactome
P14923,R-HSA-6805567,reactome
P15924,R-HSA-6805567,reactome
P35527,R-HSA-6805567,reactome
P35908,R-HSA-6805567,reactome
Q99456,R-HSA-6805567,reactome
P68366,R-HSA-983189,reactome
P68371,R-HSA-983189,reactome
Q13509,R-HSA-983189,reactome
Q71U36,R-HSA-983189,reactome
Q9H4B7,R-HSA-983189,reactome
P10721,R-HSA-9669921,reactome
P31749,R-HSA-450604,reactome
Q15759,R-HSA-450604,reactome
Q16539,R-HSA-450604,reactome
P36888,R-HSA-9702569,reactome
P08865,R-HSA-156827,reactome
P15880,R-HSA-156827,reactome
P39023,R-HSA-156827,reactome
P60842,R-HSA-156827,reactome
P29323,R-HSA-373760,reactome
P32004,R-HSA-373760,reactome
P06756,R-HSA-3000157,reactome
P07998,R-HSA-9615710,reactome
P11142,R-HSA-9615710,reactome
P13569,R-HSA-9615710,reactome
P68871,R-HSA-9615710,reactome
Q99497,R-HSA-9615710,reactome
Q9UBN7,R-HSA-9615710,reactome
P04114,R-HSA-8964038,reactome
P35610,R-HSA-8964038,reactome
P04114,R-HSA-8964041,reactome
P07237,R-HSA-8964041,reactome
P08519,R-HSA-8964041,reactome
P55157,R-HSA-8964041,reactome
O75636,R-HSA-166662,reactome
P36888,R-HSA-9702596,reactome
Q9NS75,R-HSA-391906,reactome
Q9Y271,R-HSA-391906,reactome
O60359,R-HSA-5682910,reactome
P78352,R-HSA-5682910,reactome
Q8WXS5,R-HSA-5682910,reactome
Q9UBN1,R-HSA-5682910,reactome
Q9Y698,R-HSA-5682910,reactome
P36888,R-HSA-9702998,reactome
O43741,R-HSA-9613354,reactome
P11142,R-HSA-9613354,reactome
P54619,R-HSA-9613354,reactome
P54646,R-HSA-9613354,reactome
Q9UGI9,R-HSA-9613354,reactome
Q9UGJ0,R-HSA-9613354,reactome
Q9Y478,R-HSA-9613354,reactome
P12931,R-HSA-9620244,reactome
P78352,R-HSA-9620244,reactome
Q9UM73,R-HSA-9717329,reactome
P04637,R-HSA-9723905,reactome
Q13547,R-HSA-9022538,reactome
O15379,R-HSA-9022537,reactome
O00444,R-HSA-380259,reactome
P06493,R-HSA-380259,reactome
P07437,R-HSA-380259,reactome
P07900,R-HSA-380259,reactome
P17612,R-HSA-380259,reactome
P23258,R-HSA-380259,reactome
P51955,R-HSA-380259,reactome
P53350,R-HSA-380259,reactome
P68366,R-HSA-380259,reactome
P68371,R-HSA-380259,reactome
Q71U36,R-HSA-380259,reactome
Q7Z460,R-HSA-380259,reactome
P0DP23,R-HSA-9022535,reactome
P17612,R-HSA-9022535,reactome
O00444,R-HSA-380284,reactome
P06493,R-HSA-380284,reactome
P07437,R-HSA-380284,reactome
P07900,R-HSA-380284,reactome
P17612,R-HSA-380284,reactome
P23258,R-HSA-380284,reactome
P51955,R-HSA-380284,reactome
P53350,R-HSA-380284,reactome
P68366,R-HSA-380284,reactome
P68371,R-HSA-380284,reactome
Q71U36,R-HSA-380284,reactome
Q7Z460,R-HSA-380284,reactome
P35222,R-HSA-3134973,reactome
P16444,R-HSA-9664535,reactome
P19440,R-HSA-9664535,reactome
Q9NS75,R-HSA-9664535,reactome
Q9Y271,R-HSA-9664535,reactome
O14964,R-HSA-432720,reactome
P05067,R-HSA-432720,reactome
P11142,R-HSA-432720,reactome
P84077,R-HSA-432720,reactome
O95977,R-HSA-419408,reactome
P21453,R-HSA-419408,reactome
Q99500,R-HSA-419408,reactome
Q9H228,R-HSA-419408,reactome
O14730,R-HSA-6791226,reactome
P08865,R-HSA-6791226,reactome
P15880,R-HSA-6791226,reactome
P39023,R-HSA-6791226,reactome
Q9BRS2,R-HSA-6791226,reactome
Q9BVS4,R-HSA-6791226,reactome
P00558,R-HSA-9636667,reactome
P06733,R-HSA-9636667,reactome
P02671,R-HSA-5674135,reactome
P02675,R-HSA-5674135,reactome
P02679,R-HSA-5674135,reactome
P02751,R-HSA-5674135,reactome
P04049,R-HSA-5674135,reactome
P05106,R-HSA-5674135,reactome
P08514,R-HSA-5674135,reactome
P12931,R-HSA-5674135,reactome
P15056,R-HSA-5674135,reactome
P27361,R-HSA-5674135,reactome
P27448,R-HSA-5674135,reactome
P28482,R-HSA-5674135,reactome
P30086,R-HSA-5674135,reactome
P31946,R-HSA-5674135,reactome
P36507,R-HSA-5674135,reactome
P41240,R-HSA-5674135,reactome
P63261,R-HSA-5674135,reactome
Q02750,R-HSA-5674135,reactome
O14920,R-HSA-5684264,reactome
O15111,R-HSA-5684264,reactome
P19838,R-HSA-5684264,reactome
Q02750,R-HSA-5684264,reactome
O60674,R-HSA-112411,reactome
P05231,R-HSA-112411,reactome
P23458,R-HSA-112411,reactome
P28482,R-HSA-112411,reactome
P29597,R-HSA-112411,reactome
P36507,R-HSA-112411,reactome
O60674,R-HSA-110056,reactome
P05231,R-HSA-110056,reactome
P06493,R-HSA-110056,reactome
P23458,R-HSA-110056,reactome
P27361,R-HSA-110056,reactome
P29597,R-HSA-110056,reactome
Q02750,R-HSA-110056,reactome
O14980,R-HSA-5687128,reactome
O75914,R-HSA-5687128,reactome
P01106,R-HSA-5687128,reactome
P05412,R-HSA-5687128,reactome
P06493,R-HSA-5687128,reactome
P17612,R-HSA-5687128,reactome
P20618,R-HSA-5687128,reactome
P22694,R-HSA-5687128,reactome
P28062,R-HSA-5687128,reactome
P28065,R-HSA-5687128,reactome
P28074,R-HSA-5687128,reactome
P31152,R-HSA-5687128,reactome
P40306,R-HSA-5687128,reactome
P49721,R-HSA-5687128,reactome
P63000,R-HSA-5687128,reactome
Q06323,R-HSA-5687128,reactome
Q13153,R-HSA-5687128,reactome
Q13177,R-HSA-5687128,reactome
Q16659,R-HSA-5687128,reactome
Q8IW41,R-HSA-5687128,reactome
P10721,R-HSA-9669924,reactome
P06493,R-HSA-2465910,reactome
P62714,R-HSA-2465910,reactome
P67775,R-HSA-2465910,reactome
P48729,R-HSA-9694631,reactome
P49840,R-HSA-9683610,reactome
P49840,R-HSA-9694631,reactome
P49841,R-HSA-9683610,reactome
P49841,R-HSA-9694631,reactome
P78362,R-HSA-9694631,reactome
P27824,R-HSA-9683686,reactome
P27824,R-HSA-9694548,reactome
Q14697,R-HSA-9683686,reactome
Q14697,R-HSA-9694548,reactome
P08581,R-HSA-9022699,reactome
P16220,R-HSA-9022699,reactome
P29074,R-HSA-9022699,reactome
P35372,R-HSA-9022699,reactome
P41145,R-HSA-9022699,reactome
P42262,R-HSA-9022699,reactome
Q12879,R-HSA-9022699,reactome
Q13224,R-HSA-9022699,reactome
Q13547,R-HSA-9022699,reactome
Q92769,R-HSA-9022699,reactome
P16220,R-HSA-9022707,reactome
P37231,R-HSA-9022707,reactome
Q05329,R-HSA-9022927,reactome
Q99259,R-HSA-9022927,reactome
P16220,R-HSA-9022702,reactome
P23560,R-HSA-9022702,reactome
Q13547,R-HSA-9022702,reactome
P11802,R-HSA-912446,reactome
P24941,R-HSA-912446,reactome
P62807,R-HSA-912446,reactome
Q13315,R-HSA-912446,reactome
P62807,R-HSA-1221632,reactome
P08581,R-HSA-8851907,reactome
P27986,R-HSA-8851907,reactome
P42336,R-HSA-8851907,reactome
P02751,R-HSA-8874081,reactome
P08581,R-HSA-8874081,reactome
P12931,R-HSA-8874081,reactome
Q05397,R-HSA-8874081,reactome
P08581,R-HSA-8865999,reactome
P08581,R-HSA-8875555,reactome
P63000,R-HSA-8875555,reactome
P08581,R-HSA-8851805,reactome
P08581,R-HSA-8875791,reactome
P08581,R-HSA-8875513,reactome
P08581,R-HSA-6806942,reactome
P08581,R-HSA-8875656,reactome
P00797,R-HSA-2022377,reactome
P01019,R-HSA-2022377,reactome
P08473,R-HSA-2022377,reactome
P12821,R-HSA-2022377,reactome
P15086,R-HSA-2022377,reactome
P15144,R-HSA-2022377,reactome
P23141,R-HSA-2022377,reactome
Q07075,R-HSA-2022377,reactome
Q9BYF1,R-HSA-2022377,reactome
P00374,R-HSA-196757,reactome
P11586,R-HSA-196757,reactome
P13995,R-HSA-196757,reactome
P14207,R-HSA-196757,reactome
P34896,R-HSA-196757,reactome
P34897,R-HSA-196757,reactome
P42898,R-HSA-196757,reactome
O43252,R-HSA-2408550,reactome
Q16881,R-HSA-2408550,reactome
Q16881,R-HSA-5263617,reactome
P23526,R-HSA-2408508,reactome
P32929,R-HSA-2408508,reactome
P40261,R-HSA-2408508,reactome
P50135,R-HSA-2408508,reactome
Q00266,R-HSA-2408508,reactome
Q14749,R-HSA-2408508,reactome
Q96I15,R-HSA-2408508,reactome
P11926,R-HSA-351202,reactome
P17707,R-HSA-351202,reactome
P05091,R-HSA-380612,reactome
P21397,R-HSA-380612,reactome
Q9BQB6,R-HSA-6806664,reactome
P00450,R-HSA-425410,reactome
P49281,R-HSA-425410,reactome
P02788,R-HSA-6799990,reactome
P05109,R-HSA-6799990,reactome
P06702,R-HSA-6799990,reactome
P31151,R-HSA-6799990,reactome
P46736,R-HSA-5689901,reactome
P02795,R-HSA-5661231,reactome
P04731,R-HSA-5661231,reactome
P25713,R-HSA-5661231,reactome
P17174,R-HSA-1237112,reactome
Q13126,R-HSA-1237112,reactome
P05177,R-HSA-156581,reactome
P21964,R-HSA-156581,reactome
P23526,R-HSA-156581,reactome
P31153,R-HSA-156581,reactome
P40261,R-HSA-156581,reactome
P51580,R-HSA-156581,reactome
P78417,R-HSA-156581,reactome
Q00266,R-HSA-156581,reactome
Q99707,R-HSA-156581,reactome
Q9HBK9,R-HSA-156581,reactome
Q9UBK8,R-HSA-156581,reactome
P16455,R-HSA-5657655,reactome
P07711,R-HSA-2132295,reactome
P25774,R-HSA-2132295,reactome
P27824,R-HSA-2132295,reactome
P68366,R-HSA-2132295,reactome
P68371,R-HSA-2132295,reactome
P84077,R-HSA-2132295,reactome
Q13509,R-HSA-2132295,reactome
Q71U36,R-HSA-2132295,reactome
Q9H4B7,R-HSA-2132295,reactome
Q13546,R-HSA-9686347,reactome
P17302,R-HSA-190840,reactome
P68366,R-HSA-190840,reactome
P68371,R-HSA-190840,reactome
Q13509,R-HSA-190840,reactome
Q71U36,R-HSA-190840,reactome
Q9H4B7,R-HSA-190840,reactome
P36888,R-HSA-9702600,reactome
P08686,R-HSA-193993,reactome
P14060,R-HSA-193993,reactome
P19099,R-HSA-193993,reactome
P26439,R-HSA-193993,reactome
P62937,R-HSA-164516,reactome
P10635,R-HSA-211958,reactome
Q02928,R-HSA-211958,reactome
Q9HB55,R-HSA-211958,reactome
O60931,R-HSA-5223345,reactome
P07498,R-HSA-5223345,reactome
P25311,R-HSA-5223345,reactome
P12004,R-HSA-5358606,reactome
P18858,R-HSA-5358606,reactome
P12004,R-HSA-5358565,reactome
P18858,R-HSA-5358565,reactome
P21796,R-HSA-8949215,reactome
O14561,R-HSA-77289,reactome
P11310,R-HSA-77288,reactome
P40939,R-HSA-77288,reactome
P10109,R-HSA-1362409,reactome
Q16595,R-HSA-1362409,reactome
O75390,R-HSA-1268020,reactome
O95169,R-HSA-1268020,reactome
P10809,R-HSA-1268020,reactome
P12235,R-HSA-1268020,reactome
P21796,R-HSA-1268020,reactome
P51553,R-HSA-1268020,reactome
P55789,R-HSA-1268020,reactome
Q16595,R-HSA-1268020,reactome
P49411,R-HSA-5389840,reactome
O95363,R-HSA-379726,reactome
P41250,R-HSA-379726,reactome
Q5JPH6,R-HSA-379726,reactome
Q9HA77,R-HSA-379726,reactome
Q9UGM6,R-HSA-379726,reactome
P53350,R-HSA-68881,reactome
O14980,R-HSA-68877,reactome
O15392,R-HSA-68877,reactome
P53350,R-HSA-68877,reactome
P62714,R-HSA-68877,reactome
P67775,R-HSA-68877,reactome
P68366,R-HSA-68877,reactome
P68371,R-HSA-68877,reactome
Q13509,R-HSA-68877,reactome
Q71U36,R-HSA-68877,reactome
Q7L7X3,R-HSA-68877,reactome
Q7Z460,R-HSA-68877,reactome
Q96GD4,R-HSA-68877,reactome
Q9H4B7,R-HSA-68877,reactome
P06493,R-HSA-68875,reactome
P53350,R-HSA-68884,reactome
O60603,R-HSA-9637628,reactome
P61769,R-HSA-9637628,reactome
P01137,R-HSA-2129379,reactome
P02751,R-HSA-2129379,reactome
P04004,R-HSA-2129379,reactome
P05106,R-HSA-2129379,reactome
P06756,R-HSA-2129379,reactome
P15502,R-HSA-2129379,reactome
P35556,R-HSA-2129379,reactome
Q75N90,R-HSA-2129379,reactome
Q96EN8,R-HSA-947581,reactome
Q9NQX3,R-HSA-947581,reactome
Q07955,R-HSA-72187,reactome
P62312,R-HSA-430039,reactome
P41238,R-HSA-72200,reactome
P11142,R-HSA-72163,reactome
P14866,R-HSA-72163,reactome
P22626,R-HSA-72163,reactome
P31943,R-HSA-72163,reactome
P62312,R-HSA-72163,reactome
Q07955,R-HSA-72163,reactome
Q13523,R-HSA-72163,reactome
Q15428,R-HSA-72163,reactome
Q07955,R-HSA-72165,reactome
P02788,R-HSA-1222449,reactome
P31946,R-HSA-166208,reactome
P42345,R-HSA-166208,reactome
P62942,R-HSA-166208,reactome
P08172,R-HSA-390648,reactome
P08173,R-HSA-390648,reactome
P08912,R-HSA-390648,reactome
P11229,R-HSA-390648,reactome
P20309,R-HSA-390648,reactome
O00206,R-HSA-166166,reactome
Q9Y6Y9,R-HSA-166166,reactome
P51617,R-HSA-975871,reactome
Q13233,R-HSA-975871,reactome
Q9NWZ3,R-HSA-975871,reactome
O00206,R-HSA-5602498,reactome
O60603,R-HSA-5602498,reactome
P02671,R-HSA-5602498,reactome
P02675,R-HSA-5602498,reactome
P02679,R-HSA-5602498,reactome
P05109,R-HSA-5602498,reactome
P06702,R-HSA-5602498,reactome
P09429,R-HSA-5602498,reactome
P23297,R-HSA-5602498,reactome
Q06187,R-HSA-5602498,reactome
Q9Y6Y9,R-HSA-5602498,reactome
P51617,R-HSA-975155,reactome
Q9NR96,R-HSA-975155,reactome
Q9NWZ3,R-HSA-975155,reactome
Q9NYK1,R-HSA-975155,reactome
O00206,R-HSA-166058,reactome
O60603,R-HSA-166058,reactome
P02671,R-HSA-166058,reactome
P02675,R-HSA-166058,reactome
P02679,R-HSA-166058,reactome
P05109,R-HSA-166058,reactome
P06702,R-HSA-166058,reactome
P09429,R-HSA-166058,reactome
P23297,R-HSA-166058,reactome
P51617,R-HSA-166058,reactome
Q06187,R-HSA-166058,reactome
Q13233,R-HSA-166058,reactome
Q9NWZ3,R-HSA-166058,reactome
Q9Y616,R-HSA-166058,reactome
Q9Y6Y9,R-HSA-166058,reactome
P00519,R-HSA-525793,reactome
P35222,R-HSA-525793,reactome
P52564,R-HSA-525793,reactome
P53778,R-HSA-525793,reactome
Q15759,R-HSA-525793,reactome
Q16539,R-HSA-525793,reactome
Q14697,R-HSA-532668,reactome
P23975,R-HSA-442660,reactome
P30531,R-HSA-442660,reactome
P54219,R-HSA-442660,reactome
Q01959,R-HSA-442660,reactome
Q05940,R-HSA-442660,reactome
P01138,R-HSA-205025,reactome
P42574,R-HSA-205025,reactome
O75874,R-HSA-389542,reactome
P06241,R-HSA-375165,reactome
P16220,R-HSA-375165,reactome
P27361,R-HSA-375165,reactome
P28482,R-HSA-375165,reactome
Q05397,R-HSA-375165,reactome
O00305,R-HSA-419037,reactome
O43497,R-HSA-419037,reactome
O95180,R-HSA-419037,reactome
P04156,R-HSA-419037,reactome
P54284,R-HSA-419037,reactome
Q01668,R-HSA-419037,reactome
Q02641,R-HSA-419037,reactome
Q08289,R-HSA-419037,reactome
Q13698,R-HSA-419037,reactome
Q13936,R-HSA-419037,reactome
Q9P0X4,R-HSA-419037,reactome
O15392,R-HSA-8951664,reactome
P20618,R-HSA-8951664,reactome
P28062,R-HSA-8951664,reactome
P28065,R-HSA-8951664,reactome
P28074,R-HSA-8951664,reactome
P38936,R-HSA-8951664,reactome
P40306,R-HSA-8951664,reactome
P49721,R-HSA-8951664,reactome
Q06323,R-HSA-8951664,reactome
Q14145,R-HSA-8951664,reactome
Q16665,R-HSA-8951664,reactome
P06239,R-HSA-164944,reactome
P06241,R-HSA-164944,reactome
P08631,R-HSA-164944,reactome
P63000,R-HSA-164944,reactome
Q13177,R-HSA-164944,reactome
P06239,R-HSA-167590,reactome
P84077,R-HSA-167590,reactome
Q9UI12,R-HSA-167590,reactome
Q9UI12,R-HSA-182218,reactome
P61769,R-HSA-164940,reactome
P04049,R-HSA-5674499,reactome
P15056,R-HSA-5674499,reactome
P27361,R-HSA-5674499,reactome
P28482,R-HSA-5674499,reactome
P36507,R-HSA-5674499,reactome
Q02750,R-HSA-5674499,reactome
P05230,R-HSA-5654726,reactome
P08620,R-HSA-5654726,reactome
P09038,R-HSA-5654726,reactome
P27361,R-HSA-5654726,reactome
P28482,R-HSA-5654726,reactome
P05230,R-HSA-5654727,reactome
P08620,R-HSA-5654727,reactome
P09038,R-HSA-5654727,reactome
P27361,R-HSA-5654727,reactome
P28482,R-HSA-5654727,reactome
P05230,R-HSA-5654732,reactome
P08620,R-HSA-5654732,reactome
P09038,R-HSA-5654732,reactome
P27361,R-HSA-5654732,reactome
P28482,R-HSA-5654732,reactome
P05230,R-HSA-5654733,reactome
P08620,R-HSA-5654733,reactome
P09038,R-HSA-5654733,reactome
P22455,R-HSA-5654733,reactome
P27361,R-HSA-5654733,reactome
P28482,R-HSA-5654733,reactome
P36888,R-HSA-9706369,reactome
P41240,R-HSA-9706369,reactome
P42684,R-HSA-9706369,reactome
Q9UQQ2,R-HSA-9706369,reactome
P04049,R-HSA-5675221,reactome
P15056,R-HSA-5675221,reactome
P27361,R-HSA-5675221,reactome
P27448,R-HSA-5675221,reactome
P28482,R-HSA-5675221,reactome
P30086,R-HSA-5675221,reactome
P31946,R-HSA-5675221,reactome
P53778,R-HSA-5675221,reactome
P62714,R-HSA-5675221,reactome
P67775,R-HSA-5675221,reactome
O14964,R-HSA-6807004,reactome
P08581,R-HSA-6807004,reactome
O15399,R-HSA-9617324,reactome
P0DP23,R-HSA-9617324,reactome
P78352,R-HSA-9617324,reactome
Q05586,R-HSA-9617324,reactome
Q12879,R-HSA-9617324,reactome
Q13224,R-HSA-9617324,reactome
Q13554,R-HSA-9617324,reactome
Q13555,R-HSA-9617324,reactome
Q13557,R-HSA-9617324,reactome
Q14012,R-HSA-9617324,reactome
Q14957,R-HSA-9617324,reactome
Q9UQM7,R-HSA-9617324,reactome
P20618,R-HSA-9604323,reactome
P28062,R-HSA-9604323,reactome
P28065,R-HSA-9604323,reactome
P28074,R-HSA-9604323,reactome
P31749,R-HSA-9604323,reactome
P40306,R-HSA-9604323,reactome
P49721,R-HSA-9604323,reactome
Q06323,R-HSA-9604323,reactome
P31749,R-HSA-199418,reactome
Q14164,R-HSA-936440,reactome
Q9UHD2,R-HSA-936440,reactome
O14980,R-HSA-168333,reactome
O00459,R-HSA-373753,reactome
O14936,R-HSA-373753,reactome
P06241,R-HSA-373753,reactome
P12814,R-HSA-373753,reactome
P27986,R-HSA-373753,reactome
P42336,R-HSA-373753,reactome
P42338,R-HSA-373753,reactome
Q04759,R-HSA-373752,reactome
P12931,R-HSA-418886,reactome
O14936,R-HSA-6794361,reactome
O15399,R-HSA-6794361,reactome
P41594,R-HSA-6794361,reactome
P78352,R-HSA-6794361,reactome
Q05586,R-HSA-6794361,reactome
Q12879,R-HSA-6794361,reactome
Q13224,R-HSA-6794361,reactome
Q13255,R-HSA-6794361,reactome
Q14957,R-HSA-6794361,reactome
Q9ULB1,R-HSA-6794361,reactome
P17948,R-HSA-194306,reactome
P35968,R-HSA-194306,reactome
P06276,R-HSA-112311,reactome
P22303,R-HSA-112311,reactome
A5X5Y0,R-HSA-112314,reactome
O75311,R-HSA-112314,reactome
O95264,R-HSA-112314,reactome
P23415,R-HSA-112314,reactome
P46098,R-HSA-112314,reactome
P48167,R-HSA-112314,reactome
Q70Z44,R-HSA-112314,reactome
Q8WXA8,R-HSA-112314,reactome
Q02083,R-HSA-112310,reactome
O00264,R-HSA-6798695,reactome
O00764,R-HSA-6798695,reactome
O43451,R-HSA-6798695,reactome
O60603,R-HSA-6798695,reactome
O75874,R-HSA-6798695,reactome
O94804,R-HSA-6798695,reactome
O95298,R-HSA-6798695,reactome
P00387,R-HSA-6798695,reactome
P00491,R-HSA-6798695,reactome
P00738,R-HSA-6798695,reactome
P00749,R-HSA-6798695,reactome
P01009,R-HSA-6798695,reactome
P01011,R-HSA-6798695,reactome
P01024,R-HSA-6798695,reactome
P01889,R-HSA-6798695,reactome
P02750,R-HSA-6798695,reactome
P02763,R-HSA-6798695,reactome
P02765,R-HSA-6798695,reactome
P02766,R-HSA-6798695,reactome
P02775,R-HSA-6798695,reactome
P02788,R-HSA-6798695,reactome
P02792,R-HSA-6798695,reactome
P02794,R-HSA-6798695,reactome
P04040,R-HSA-6798695,reactome
P04075,R-HSA-6798695,reactome
P04080,R-HSA-6798695,reactome
P04217,R-HSA-6798695,reactome
P04264,R-HSA-6798695,reactome
P04839,R-HSA-6798695,reactome
P05089,R-HSA-6798695,reactome
P05109,R-HSA-6798695,reactome
P05164,R-HSA-6798695,reactome
P06280,R-HSA-6798695,reactome
P06396,R-HSA-6798695,reactome
P06702,R-HSA-6798695,reactome
P06744,R-HSA-6798695,reactome
P06756,R-HSA-6798695,reactome
P07355,R-HSA-6798695,reactome
P07437,R-HSA-6798695,reactome
P07686,R-HSA-6798695,reactome
P07741,R-HSA-6798695,reactome
P07900,R-HSA-6798695,reactome
P08174,R-HSA-6798695,reactome
P08473,R-HSA-6798695,reactome
P09110,R-HSA-6798695,reactome
P09211,R-HSA-6798695,reactome
P09429,R-HSA-6798695,reactome
P09769,R-HSA-6798695,reactome
P09917,R-HSA-6798695,reactome
P09960,R-HSA-6798695,reactome
P10253,R-HSA-6798695,reactome
P10620,R-HSA-6798695,reactome
P11142,R-HSA-6798695,reactome
P11216,R-HSA-6798695,reactome
P11678,R-HSA-6798695,reactome
P12268,R-HSA-6798695,reactome
P12724,R-HSA-6798695,reactome
P13498,R-HSA-6798695,reactome
P13639,R-HSA-6798695,reactome
P13716,R-HSA-6798695,reactome
P14618,R-HSA-6798695,reactome
P14780,R-HSA-6798695,reactome
P14923,R-HSA-6798695,reactome
P15144,R-HSA-6798695,reactome
P15924,R-HSA-6798695,reactome
P16070,R-HSA-6798695,reactome
P18669,R-HSA-6798695,reactome
P19801,R-HSA-6798695,reactome
P19838,R-HSA-6798695,reactome
P20061,R-HSA-6798695,reactome
P20618,R-HSA-6798695,reactome
P20701,R-HSA-6798695,reactome
P20839,R-HSA-6798695,reactome
P21462,R-HSA-6798695,reactome
P25024,R-HSA-6798695,reactome
P25105,R-HSA-6798695,reactome
P25774,R-HSA-6798695,reactome
P25815,R-HSA-6798695,reactome
P27449,R-HSA-6798695,reactome
P28482,R-HSA-6798695,reactome
P28676,R-HSA-6798695,reactome
P29350,R-HSA-6798695,reactome
P30041,R-HSA-6798695,reactome
P30519,R-HSA-6798695,reactome
P30926,R-HSA-6798695,reactome
P31151,R-HSA-6798695,reactome
P42685,R-HSA-6798695,reactome
P43353,R-HSA-6798695,reactome
P51575,R-HSA-6798695,reactome
P53396,R-HSA-6798695,reactome
P61626,R-HSA-6798695,reactome
P61769,R-HSA-6798695,reactome
P62937,R-HSA-6798695,reactome
P63000,R-HSA-6798695,reactome
P68104,R-HSA-6798695,reactome
P68371,R-HSA-6798695,reactome
P68871,R-HSA-6798695,reactome
P80511,R-HSA-6798695,reactome
P98066,R-HSA-6798695,reactome
Q05655,R-HSA-6798695,reactome
Q10588,R-HSA-6798695,reactome
Q13303,R-HSA-6798695,reactome
Q13393,R-HSA-6798695,reactome
Q13488,R-HSA-6798695,reactome
Q16539,R-HSA-6798695,reactome
Q93050,R-HSA-6798695,reactome
Q99519,R-HSA-6798695,reactome
Q9NPA2,R-HSA-6798695,reactome
Q9Y5K8,R-HSA-6798695,reactome
O14920,R-HSA-933543,reactome
O15111,R-HSA-933543,reactome
Q13546,R-HSA-933543,reactome
O14920,R-HSA-209560,reactome
P01138,R-HSA-209560,reactome
P19838,R-HSA-209560,reactome
P25963,R-HSA-209560,reactome
P51617,R-HSA-209560,reactome
Q04206,R-HSA-209560,reactome
P11413,R-HSA-9818028,reactome
P29401,R-HSA-9818028,reactome
P52209,R-HSA-9818028,reactome
P08263,R-HSA-9818027,reactome
P09601,R-HSA-9818027,reactome
P15559,R-HSA-9818027,reactome
P18848,R-HSA-9818027,reactome
