"drugbank_id","accession"
"DB05928","P36888"
"DB05928","P10721"
"DB05936","P29275"
"DB05943","O00206"
"DB05944","P04626"
"DB05944","P00533"
"DB05956","Q13224"
"DB05956","Q05586"
"DB05964","P31645"
"DB05964","Q01959"
"DB05964","P23975"
"DB05969","P50750"
"DB05969","P24941"
"DB05969","P50613"
"DB05983","O14920"
"DB05983","Q14145"
"DB05983","Q16236"
"DB05983","P37231"
"DB05984","P15056"
"DB05984","P35968"
"DB05990","Q96RI1"
"DB05992","Q9BQE3"
"DB05992","P68371"
"DB05992","Q9H4B7"
"DB05992","Q71U36"
"DB05992","P0DPH7"
"DB05992","Q6PEY2"
"DB05992","P04350"
"DB05992","Q9BUF5"
"DB05992","Q13509"
"DB05992","Q3ZCM7"
"DB05992","P68363"
"DB05992","Q9BVA1"
"DB05992","P07437"
"DB05992","Q13885"
"DB05992","P68366"
"DB06013","P11388"
"DB06040","P52732"
"DB06061","P36507"
"DB06061","Q02750"
"DB06070","P07900"
"DB06070","P08238"
"DB06075","P08069"
"DB06075","P06213"
"DB06077","P28223"
"DB06077","P31645"
"DB06077","P14416"
"DB06083","P35869"
"DB06090","P36544"
"DB06119","P34903"
"DB06119","O14764"
"DB06119","Q8N1C3"
"DB06119","P47869"
"DB06119","P18507"
"DB06119","Q16445"
"DB06119","P48169"
"DB06119","P14867"
"DB06119","P31644"
"DB06119","Q99928"
"DB06119","P47870"
"DB06119","P78334"
"DB06119","O00591"
"DB06119","P28472"
"DB06119","Q9UN88"
"DB06119","P18505"
"DB06119","Q15858"
"DB06119","P35499"
"DB06119","Q9UI33"
"DB06119","P35498"
"DB06119","Q9UQD0"
"DB06119","Q99250"
"DB06119","Q01118"
"DB06119","Q14524"
"DB06119","Q9Y5Y9"
"DB06119","Q9NY46"
"DB06127","P27487"
"DB06134","Q96GD4"
"DB06134","O14965"
"DB06134","Q9UQB9"
"DB06137","P12931"
"DB06144","P35348"
"DB06144","P25100"
"DB06144","P35368"
"DB06144","P28335"
"DB06144","P28223"
"DB06144","P14416"
"DB06147","P0AC13"
"DB06150","P0AC13"
"DB06154","O75343"
"DB06154","Q02153"
"DB06154","P33402"
"DB06154","Q02108"
"DB06155","P21554"
"DB06156","P31645"
"DB06156","Q01959"
"DB06156","P23975"
"DB06159","P11387"
"DB06169","Q9BQE3"
"DB06169","P68371"
"DB06169","Q9H4B7"
"DB06169","Q71U36"
"DB06169","P0DPH7"
"DB06169","Q6PEY2"
"DB06169","P04350"
"DB06169","Q9BUF5"
"DB06169","Q13509"
"DB06169","Q3ZCM7"
"DB06169","P68363"
"DB06169","Q9BVA1"
"DB06169","P07437"
"DB06169","Q13885"
"DB06169","P68366"
"DB06176","Q9UBN7"
"DB06176","Q9BY41"
"DB06176","Q8WUI4"
"DB06176","P56524"
"DB06176","Q969S8"
"DB06176","Q9UQL6"
"DB06176","Q96DB2"
"DB06176","Q13547"
"DB06176","Q9UKV0"
"DB06176","Q92769"
"DB06176","O15379"
"DB06188","P52732"
"DB06190","P13945"
"DB06191","P08183"
"DB06195","P50750"
"DB06195","P24941"
"DB06195","P06493"
"DB06195","P50613"
"DB06195","Q00535"
"DB06197","P16109"
"DB06197","P16581"
"DB06197","P14151"
"DB06201","Q15858"
"DB06201","P35499"
"DB06201","Q9UI33"
"DB06201","P35498"
"DB06201","Q9UQD0"
"DB06201","Q99250"
"DB06201","Q01118"
"DB06201","Q14524"
"DB06201","Q9Y5Y9"
"DB06201","Q9NY46"
"DB06202","Q92731"
"DB06202","P03372"
"DB06207","P35348"
"DB06211","P0AD65"
"DB06211","P08506"
"DB06211","P0AEB2"
"DB06211","P0AD68"
"DB06211","P02918"
"DB06211","P24228"
"DB06211","P02919"
"DB06216","P28223"
"DB06216","P14416"
"DB06218","Q15858"
"DB06218","P35499"
"DB06218","Q9UI33"
"DB06218","P35498"
"DB06218","Q9UQD0"
"DB06218","Q99250"
"DB06218","Q01118"
"DB06218","Q14524"
"DB06218","Q9Y5Y9"
"DB06218","Q9NY46"
"DB06228","P00742"
"DB06233","P42345"
"DB06234","P16788"
"DB06234","P0C731"
"DB06236","Q9IF40"
"DB06236","Q72547"
"DB06237","O76074"
"DB06240","P08183"
"DB06248","Q15722"
"DB06249","Q92731"
"DB06249","P03372"
"DB06260","P18825"
"DB06260","P35368"
"DB06260","P08913"
"DB06260","P25100"
"DB06260","P35348"
"DB06260","P18089"
"DB06262","P35348"
"DB06262","P35368"
"DB06262","P25100"
"DB06262","P07550"
"DB06262","P18825"
"DB06262","P13945"
"DB06262","P18089"
"DB06262","P08913"
"DB06262","P08588"
"DB06263","P11388"
"DB06267","O76074"
"DB06268","P24530"
"DB06268","P25101"
"DB06274","P35372"
"DB06280","O15554"
"DB06281","P11597"
"DB06287","P62942"
"DB06288","P14416"
"DB06288","P35462"
"DB06288","P47898"
"DB06288","P30939"
"DB06288","O95264"
"DB06288","P08908"
"DB06288","P34969"
"DB06288","P28221"
"DB06288","P41595"
"DB06288","P28335"
"DB06288","P28223"
"DB06288","Q8WXA8"
"DB06288","P46098"
"DB06288","Q70Z44"
"DB06288","P28566"
"DB06288","Q13639"
"DB06288","P28222"
"DB06288","A5X5Y0"
"DB06288","P50406"
"DB06292","P31639"
"DB06302","P35916"
"DB06302","P17948"
"DB06302","P35968"
"DB06302","Q04912"
"DB06302","P08581"
"DB06302","Q02763"
"DB06306","P07900"
"DB06306","P08238"
"DB06309","P36507"
"DB06309","Q02750"
"DB06311","Q13093"
"DB06314","P08581"
"DB06345","P34913"
"DB06346","P20292"
"DB06350","Q9H244"
"DB06358","P0ABQ4"
"DB06362","P11388"
"DB06362","Q02880"
"DB06362","P11387"
"DB06374","P03372"
"DB06393","P08908"
"DB06403","P24530"
"DB06403","P25101"
"DB06410","P11473"
"DB06412","P10275"
"DB06413","Q01959"
"DB06414","Q72547"
"DB06419","P0A7R9"
"DB06419","P0C018"
"DB06419","P0A7N4"
"DB06419","P0A7T3"
"DB06419","P0A7V0"
"DB06419","P0AG44"
"DB06419","P0A7L0"
"DB06419","P60422"
"DB06419","P0AG51"
"DB06419","P0ADZ4"
"DB06419","P0A7N9"
"DB06419","P0AG63"
"DB06419","P0AG59"
"DB06419","P60723"
"DB06419","P0A7S3"
"DB06419","P0AG67"
"DB06419","P0ADY3"
"DB06419","P0A7J3"
"DB06419","P0A7J7"
"DB06419","P0AG48"
"DB06419","P68919"
"DB06419","P0AA10"
"DB06419","P0A7S9"
"DB06419","P0A7R5"
"DB06419","P68679"
"DB06419","P60624"
"DB06419","P0A7T7"
"DB06419","P0A7N1"
"DB06419","P0A7M6"
"DB06419","P0A7M9"
"DB06419","P0A7X3"
"DB06419","P0A7Q1"
"DB06419","Q2EEQ2"
"DB06419","P0A7Q6"
"DB06419","P62399"
"DB06419","P0A7K6"
"DB06419","P0A7U7"
"DB06419","P0A7P5"
"DB06419","P0AG55"
"DB06419","P0A7W1"
"DB06419","P0A7V3"
"DB06419","P0ADZ0"
"DB06419","P0A7U3"
"DB06419","P0A7K2"
"DB06419","P02358"
"DB06419","P0A7V8"
"DB06419","P0A7W7"
"DB06419","P0A7M2"
"DB06419","P60438"
"DB06419","P02359"
"DB06419","P0ADY7"
"DB06419","P0A7L8"
"DB06419","P0A7L3"
"DB06419","P02413"
"DB06419","P61175"
"DB06436","P35916"
"DB06436","P17948"
"DB06436","P35968"
"DB06436","P10721"
"DB06440","P10613"
"DB06448","P49354"
"DB06448","P49356"
"DB06455","P30989"
"DB06460","P24530"
"DB06460","P25101"
"DB06470","P34903"
"DB06470","O14764"
"DB06470","Q8N1C3"
"DB06470","P47869"
"DB06470","P18507"
"DB06470","Q16445"
"DB06470","P48169"
"DB06470","P14867"
"DB06470","P31644"
"DB06470","Q99928"
"DB06470","P47870"
"DB06470","P78334"
"DB06470","O00591"
"DB06470","P28472"
"DB06470","Q9UN88"
"DB06470","P18505"
"DB06477","P14416"
"DB06480","Q13639"
"DB06486","P05771"
"DB06494","P30968"
"DB06510","P37231"
"DB06510","Q07869"
"DB06527","P05067"
"DB06535","P35462"
"DB06536","P37231"
"DB06536","Q07869"
"DB06538","P08908"
"DB06548","P14324"
"DB06549","P30411"
"DB06554","P47870"
"DB06554","P28472"
"DB06554","Q16445"
"DB06554","P48169"
"DB06554","P34903"
"DB06554","P47869"
"DB06554","P18505"
"DB06554","P31644"
"DB06554","P14867"
"DB06558","P24530"
"DB06558","P25101"
"DB06579","P34903"
"DB06579","O14764"
"DB06579","Q8N1C3"
"DB06579","P47869"
"DB06579","P18507"
"DB06579","Q16445"
"DB06579","P48169"
"DB06579","P14867"
"DB06579","P31644"
"DB06579","Q99928"
"DB06579","P47870"
"DB06579","P78334"
"DB06579","O00591"
"DB06579","P28472"
"DB06579","Q9UN88"
"DB06579","P18505"
"DB06580","Q2M2H8"
"DB06580","P10253"
"DB06580","O43451"
"DB06580","P14410"
"DB06586","P07098"
"DB06586","P16233"
"DB06594","P48039"
"DB06594","P49286"
"DB06594","P28335"
"DB06595","P05129"
"DB06595","P41743"
"DB06595","Q04759"
"DB06595","P24723"
"DB06595","O94806"
"DB06595","Q02156"
"DB06595","Q05655"
"DB06595","P05771"
"DB06595","Q05513"
"DB06595","Q15139"
"DB06595","P17252"
"DB06595","P16234"
"DB06595","P09619"
"DB06595","P35968"
"DB06595","P36888"
"DB06595","P10721"
"DB06600","P0AES4"
"DB06600","P0AES6"
"DB06600","P0AFI2"
"DB06600","P20083"
"DB06604","P08473"
"DB06604","P12821"
"DB06605","P00742"
"DB06616","P12931"
"DB06616","P11274"
"DB06616","P00519"
"DB06616","P08631"
"DB06616","P07948"
"DB06619","Q72547"
"DB06624","P21554"
"DB06625","P29274"
"DB06626","P35916"
"DB06626","P17948"
"DB06626","P35968"
"DB06629","P25101"
"DB06630","P11597"
"DB06634","P25103"
"DB06635","P00742"
"DB06637","Q8TDN2"
"DB06637","Q96KK3"
"DB06637","Q96RP8"
"DB06637","Q96L42"
"DB06637","Q16322"
"DB06637","O43526"
"DB06637","Q9NZV8"
"DB06637","Q03721"
"DB06637","P16389"
"DB06637","Q92953"
"DB06637","O43525"
"DB06637","Q8TDN1"
"DB06637","P22460"
"DB06637","Q9NSA2"
"DB06637","Q8TAE7"
"DB06637","Q9NR82"
"DB06637","Q9UIX4"
"DB06637","P48547"
"DB06637","Q8NCM2"
"DB06637","Q14721"
"DB06637","Q9UQ05"
"DB06637","Q12809"
"DB06637","Q9UJ96"
"DB06637","P17658"
"DB06637","Q09470"
"DB06637","Q9H3M0"
"DB06637","Q96PR1"
"DB06637","Q9H252"
"DB06637","Q14003"
"DB06637","P22001"
"DB06637","Q9NS40"
"DB06637","Q9UK17"
"DB06637","P51787"
"DB06637","Q6PIU1"
"DB06637","O95259"
"DB06637","P22459"
"DB06637","Q9ULS6"
"DB06637","P56696"
"DB06637","Q9BQ31"
"DB06637","Q9ULD8"
"DB06640","Q92731"
"DB06640","P03372"
"DB06649","P27338"
"DB06649","O60391"
"DB06649","Q14957"
"DB06649","Q12879"
"DB06649","Q13224"
"DB06649","Q8TCU5"
"DB06649","O15399"
"DB06649","Q05586"
"DB06649","Q00975"
"DB06649","Q15858"
"DB06649","P35499"
"DB06649","Q9UI33"
"DB06649","P35498"
"DB06649","Q9UQD0"
"DB06649","Q99250"
"DB06649","Q01118"
"DB06649","Q14524"
"DB06649","Q9Y5Y9"
"DB06649","Q9NY46"
"DB06654","P27338"
"DB06660","P21452"
"DB06666","P30518"
"DB06670","P43235"
"DB06673","O43613"
"DB06673","O43614"
"DB06677","P25101"
"DB06680","P06401"
"DB06682","P23219"
"DB06682","P35354"
"DB06683","P03159"
"DB06698","Q9Y5N1"
"DB06698","P35367"
"DB06700","P23975"
"DB06700","P31645"
"DB06707","P08913"
"DB06707","P18825"
"DB06707","P18089"
"DB06710","P10275"
"DB06712","Q13936"
"DB06712","O60840"
"DB06712","Q01668"
"DB06712","Q13698"
"DB06718","P10275"
"DB06729","P0AC13"
"DB06735","P03372"
"DB06736","P35354"
"DB06739","P21731"
"DB06751","Q08499"
"DB06751","Q08493"
"DB06751","Q07343"
"DB06751","P27815"
"DB06766","P35367"
"DB06772","Q9BQE3"
"DB06772","P68371"
"DB06772","Q9H4B7"
"DB06772","Q71U36"
"DB06772","P0DPH7"
"DB06772","Q6PEY2"
"DB06772","P04350"
"DB06772","Q9BUF5"
"DB06772","Q13509"
"DB06772","Q3ZCM7"
"DB06772","P68363"
"DB06772","Q9BVA1"
"DB06772","P07437"
"DB06772","Q13885"
"DB06772","P68366"
"DB06774","Q8NER1"
"DB06775","P31327"
"DB06777","Q96RI1"
"DB06780","P08235"
"DB06781","P04150"
"DB06785","P30968"
"DB06786","P04150"
"DB06789","P06401"
"DB06802","P23219"
"DB06802","P35354"
"DB06809","P61073"
"DB06813","P00374"
"DB06821","P0AC13"
"DB06832","Q92731"
"DB07101","P36507"
"DB07101","Q02750"
"DB07138","Q16539"
"DB07159","P43405"
"DB07215","Q07869"
"DB07232","Q9UGN5"
"DB07232","P09874"
"DB07232","Q9Y6F1"
"DB07724","Q07869"
"DB07724","P37231"
"DB07724","Q03181"
"DB07933","Q92731"
"DB07941","Q16539"
"DB07943","Q16539"
"DB08012","Q7T664"
"DB08079","P08581"
"DB08094","P24941"
"DB08094","P06493"
"DB08094","P11802"
"DB08142","Q00534"
"DB08142","Q14004"
"DB08142","P49336"
"DB08142","Q15131"
"DB08142","Q9NYV4"
"DB08142","Q9BWU1"
"DB08142","Q00526"
"DB08142","Q96Q40"
"DB08142","Q8IZL9"
"DB08142","P11802"
"DB08142","Q00536"
"DB08142","P21127"
"DB08142","Q07002"
"DB08142","P50750"
"DB08142","O94921"
"DB08142","P24941"
"DB08142","Q00537"
"DB08142","P50613"
"DB08142","Q00535"
"DB08142","P06493"
"DB08188","Q72547"
"DB08382","P27487"
"DB08424","Q16539"
"DB08439","P35354"
"DB08486","P68871"
"DB08486","P69905"
"DB08502","Q72547"
"DB08604","P0AEK4"
"DB08639","Q72547"
"DB08801","P35367"
"DB08804","P10275"
"DB08806","P25021"
"DB08816","Q9H244"
"DB08819","P43088"
"DB08820","P13569"
"DB08828","Q99835"
"DB08865","Q9UM73"
"DB08865","P06748"
"DB08865","P08581"
"DB08865","Q9HC35"
"DB08867","P06401"
"DB08872","Q01668"
"DB08872","Q00975"
"DB08872","O00305"
"DB08872","Q8IZS8"
"DB08872","Q8WXS5"
"DB08872","Q9NY47"
"DB08872","Q13936"
"DB08872","Q9P0X4"
"DB08872","O00555"
"DB08872","Q9UF02"
"DB08872","P62955"
"DB08872","Q13698"
"DB08872","Q02641"
"DB08872","Q7Z3S7"
"DB08872","Q15878"
"DB08872","P54289"
"DB08872","Q9UBN1"
"DB08872","P54284"
"DB08872","O95180"
"DB08872","O60840"
"DB08872","Q9BXT2"
"DB08872","O60359"
"DB08872","Q9Y698"
"DB08872","O43497"
"DB08872","Q06432"
"DB08872","Q08289"
"DB08873","D2K2A8"
"DB08873","A3EZI9"
"DB08874","Q18CF3"
"DB08874","Q18CF1"
"DB08874","Q18CI5"
"DB08874","Q182S6"
"DB08880","Q02127"
"DB08881","P15056"
"DB08882","P27487"
"DB08883","P42261"
"DB08883","P48058"
"DB08883","P42262"
"DB08883","P42263"
"DB08889","P28070"
"DB08889","O00487"
"DB08889","P28062"
"DB08889","Q99460"
"DB08889","P60900"
"DB08889","Q13200"
"DB08889","P40306"
"DB08889","Q99436"
"DB08889","P49721"
"DB08889","P43686"
"DB08889","P49720"
"DB08889","P48556"
"DB08889","P62333"
"DB08889","Q8TAA3"
"DB08889","P51665"
"DB08889","O00231"
"DB08889","P28066"
"DB08889","P62195"
"DB08889","O00232"
"DB08889","P62191"
"DB08889","O14818"
"DB08889","P25789"
"DB08889","P20618"
"DB08889","P55036"
"DB08889","P28072"
"DB08889","P60896"
"DB08889","O43242"
"DB08889","P28065"
"DB08889","Q15008"
"DB08889","P28074"
"DB08889","P25788"
"DB08889","P25786"
"DB08889","Q9UNM6"
"DB08889","P17980"
"DB08889","P25787"
"DB08889","Q16186"
"DB08889","A5LHX3"
"DB08889","P35998"
"DB08890","P25092"
"DB08891","Q9UBS5"
"DB08891","O75899"
"DB08892","Q9UBS5"
"DB08892","O75899"
"DB08893","P13945"
"DB08896","P07949"
"DB08896","P15056"
"DB08896","Q16832"
"DB08896","Q15759"
"DB08896","P21802"
"DB08896","P11362"
"DB08896","P16234"
"DB08896","P09619"
"DB08896","P35916"
"DB08896","P17948"
"DB08896","P35968"
"DB08896","P04049"
"DB08896","P04629"
"DB08896","Q02763"
"DB08896","P10721"
"DB08896","P29317"
"DB08896","P42685"
"DB08896","P00519"
"DB08899","P10275"
"DB08906","P04150"
"DB08908","Q14145"
"DB08910","Q16531"
"DB08910","P62877"
"DB08910","Q96SW2"
"DB08910","Q13619"
"DB08911","Q02750"
"DB08911","P36507"
"DB08915","P37231"
"DB08915","Q07869"
"DB08931","O75343"
"DB08931","Q02153"
"DB08931","P33402"
"DB08931","Q02108"
"DB08932","P24530"
"DB08932","P25101"
"DB08933","P10613"
"DB08934","Q8JXU8"
"DB08942","P23219"
"DB08942","P35354"
"DB08951","P23219"
"DB08951","P35354"
"DB08953","P31645"
"DB08986","P34903"
"DB08986","O14764"
"DB08986","Q8N1C3"
"DB08986","P47869"
"DB08986","P18507"
"DB08986","Q16445"
"DB08986","P48169"
"DB08986","P14867"
"DB08986","P31644"
"DB08986","Q99928"
"DB08986","P47870"
"DB08986","P78334"
"DB08986","O00591"
"DB08986","P28472"
"DB08986","Q9UN88"
"DB08986","P18505"
"DB09007","P35367"
"DB09022","P35610"
"DB09027","Q5L478"
"DB09028","P17787"
"DB09028","P43681"
"DB09034","O43613"
"DB09034","O43614"
"DB09038","P31639"
"DB09040","F2SHH3"
"DB09041","F2SF18"
"DB09042","P0A7R9"
"DB09042","P0C018"
"DB09042","P0A7N4"
"DB09042","P0A7T3"
"DB09042","P0A7V0"
"DB09042","P0AG44"
"DB09042","P0A7L0"
"DB09042","P60422"
"DB09042","P0AG51"
"DB09042","P0ADZ4"
"DB09042","P0A7N9"
"DB09042","P0AG63"
"DB09042","P0AG59"
"DB09042","P60723"
"DB09042","P0A7S3"
"DB09042","P0AG67"
"DB09042","P0ADY3"
"DB09042","P0A7J3"
"DB09042","P0A7J7"
"DB09042","P0AG48"
"DB09042","P68919"
"DB09042","P0AA10"
"DB09042","P0A7S9"
"DB09042","P0A7R5"
"DB09042","P68679"
"DB09042","P60624"
"DB09042","P0A7T7"
"DB09042","P0A7N1"
"DB09042","P0A7M6"
"DB09042","P0A7M9"
"DB09042","P0A7X3"
"DB09042","P0A7Q1"
"DB09042","Q2EEQ2"
"DB09042","P0A7Q6"
"DB09042","P62399"
"DB09042","P0A7K6"
"DB09042","P0A7U7"
"DB09042","P0A7P5"
"DB09042","P0AG55"
"DB09042","P0A7W1"
"DB09042","P0A7V3"
"DB09042","P0ADZ0"
"DB09042","P0A7U3"
"DB09042","P0A7K2"
"DB09042","P02358"
"DB09042","P0A7V8"
"DB09042","P0A7W7"
"DB09042","P0A7M2"
"DB09042","P60438"
"DB09042","P02359"
"DB09042","P0ADY7"
"DB09042","P0A7L8"
"DB09042","P0A7L3"
"DB09042","P02413"
"DB09042","P61175"
"DB09047","P20831"
"DB09047","P0A0K8"
"DB09047","P0C1S7"
"DB09047","P0C1U9"
"DB09047","Q9HUJ8"
"DB09047","Q9HUK1"
"DB09047","P48372"
"DB09047","Q9I7C2"
"DB09048","P25103"
"DB09053","Q06187"
"DB09054","O00329"
"DB09059","P30559"
"DB09061","P21554"
"DB09063","Q9UM73"
"DB09063","P06748"
"DB09063","Q9HC35"
"DB09064","Q07869"
"DB09065","P24462"
"DB09065","P08684"
"DB09065","Q9HB55"
"DB09065","P20815"
"DB09071","P48039"
"DB09071","P49286"
"DB09072","Q9UBS5"
"DB09072","O75899"
"DB09073","P24385"
"DB09073","P11802"
"DB09073","Q00534"
"DB09074","Q9UGN5"
"DB09074","P09874"
"DB09074","Q9Y6F1"
"DB09083","Q9Y3Q4"
"DB09084","P23219"
"DB09084","P35354"
"DB09085","Q15858"
"DB09085","P35499"
"DB09085","Q9UI33"
"DB09085","P35498"
"DB09085","Q9UQD0"
"DB09085","Q99250"
"DB09085","Q01118"
"DB09085","Q14524"
"DB09085","Q9Y5Y9"
"DB09085","Q9NY46"
"DB09101","Q7ZJM1"
"DB09119","Q15858"
"DB09119","P35499"
"DB09119","Q9UI33"
"DB09119","P35498"
"DB09119","Q9UQD0"
"DB09119","Q99250"
"DB09119","Q01118"
"DB09119","Q14524"
"DB09119","Q9Y5Y9"
"DB09119","Q9NY46"
"DB09120","Q8NER1"
"DB09128","P28223"
"DB09128","P08908"
"DB09128","P14416"
"DB09184","P23975"
"DB09199","P37231"
"DB09200","P37231"
"DB09205","P18825"
"DB09205","P35368"
"DB09205","P08913"
"DB09205","P25100"
"DB09205","P35348"
"DB09205","P18089"
"DB09212","P23219"
"DB09212","P35354"
"DB09213","P23219"
"DB09213","P35354"
"DB09214","P23219"
"DB09214","P35354"
"DB09223","P28223"
"DB09223","P35462"
"DB09223","P14416"
"DB09227","Q13936"
"DB09227","O60840"
"DB09227","Q01668"
"DB09227","Q13698"
"DB09230","Q13936"
"DB09230","O60840"
"DB09230","Q01668"
"DB09230","Q13698"
"DB09232","Q13936"
"DB09232","O60840"
"DB09232","Q01668"
"DB09232","Q13698"
"DB09238","Q13936"
"DB09238","O60840"
"DB09238","Q01668"
"DB09238","Q13698"
"DB09242","Q9Y2I1"
"DB09245","P21397"
"DB09248","P21397"
"DB09248","P27338"
"DB09251","P21397"
"DB09251","P27338"
"DB09257","Q12882"
"DB09262","P20309"
"DB09272","P35372"
"DB09279","P30556"
"DB09280","P13569"
"DB09292","P08473"
"DB09296","Q5L478"
"DB09297","D2K2A8"
"DB09297","A3EZI9"
"DB09299","Q72547"
"DB09330","P00533"
"DB09350","E0VZW4"
"DB09350","E0VAD1"
"DB09350","E0VCW8"
"DB09350","E0VQ46"
"DB09350","E0VDM3"
"DB09350","E0V9R7"
"DB09350","E0VHZ1"
"DB09350","E0W389"
"DB09350","E0VV39"
"DB09350","E0W115"
"DB09350","E0VHL8"
"DB09350","E0VSD5"
"DB09350","E0VDR0"
"DB09350","E0VXT9"
"DB09350","E0VV72"
"DB09350","E0VUR0"
"DB09350","E0VGV6"
"DB09350","E0VCW9"
"DB09350","E0VRD2"
"DB09350","E0VED4"
"DB09350","E0VMV7"
"DB09350","E0VQ45"
"DB09350","E0VV52"
"DB09350","E0VJJ0"
"DB09350","E0VMV6"
"DB09350","E0VV70"
"DB09350","E0VMW9"
"DB09350","E0W2B1"
"DB09350","E0VCA5"
"DB09350","E0VBK5"
"DB09350","E0VM29"
"DB09350","E0VUR1"
"DB09350","E0VQ47"
"DB09350","E0VSD4"
"DB09350","E0W4F7"
"DB09371","P06401"
"DB09378","P04150"
"DB09383","P04150"
"DB09421","P34981"
"DB09488","P35367"
"DB09516","P14679"
"DB09555","P35367"
"DB09570","P28070"
"DB09570","O00487"
"DB09570","P28062"
"DB09570","Q99460"
"DB09570","P60900"
"DB09570","Q13200"
"DB09570","P40306"
"DB09570","Q99436"
"DB09570","P49721"
"DB09570","P43686"
"DB09570","P49720"
"DB09570","P48556"
"DB09570","P62333"
"DB09570","Q8TAA3"
"DB09570","P51665"
"DB09570","O00231"
"DB09570","P28066"
"DB09570","P62195"
"DB09570","O00232"
"DB09570","P62191"
"DB09570","O14818"
"DB09570","P25789"
"DB09570","P20618"
"DB09570","P55036"
"DB09570","P28072"
"DB09570","P60896"
"DB09570","O43242"
"DB09570","P28065"
"DB09570","Q15008"
"DB09570","P28074"
"DB09570","P25788"
"DB09570","P25786"
"DB09570","Q9UNM6"
"DB09570","P17980"
"DB09570","P25787"
"DB09570","Q16186"
"DB09570","A5LHX3"
"DB09570","P35998"
"DB11148","O75762"
"DB11148","Q9HBA0"
"DB11362","P43119"
"DB11526","P16234"
"DB11526","P09619"
"DB11526","P22607"
"DB11526","P10721"
"DB11560","Q96S37"
"DB11574","Q5L478"
"DB11575","D2K2A8"
"DB11575","A3EZI9"
"DB11581","P10415"
"DB11586","D2K2A8"
"DB11586","A3EZI9"
"DB11591","P35367"
"DB11611","P05107"
"DB11611","P20701"
"DB11613","Q5L478"
"DB11614","P35367"
"DB11614","P25105"
"DB11629","Q13258"
"DB11632","P21964"
"DB11640","Q8TDN2"
"DB11640","Q96KK3"
"DB11640","Q96RP8"
"DB11640","Q96L42"
"DB11640","Q16322"
"DB11640","O43526"
"DB11640","Q9NZV8"
"DB11640","Q03721"
"DB11640","P16389"
"DB11640","Q92953"
"DB11640","O43525"
"DB11640","Q8TDN1"
"DB11640","P22460"
"DB11640","Q9NSA2"
"DB11640","Q8TAE7"
"DB11640","Q9NR82"
"DB11640","Q9UIX4"
"DB11640","P48547"
"DB11640","Q8NCM2"
"DB11640","Q14721"
"DB11640","Q9UQ05"
"DB11640","Q12809"
"DB11640","Q9UJ96"
"DB11640","P17658"
"DB11640","Q09470"
"DB11640","Q9H3M0"
"DB11640","Q96PR1"
"DB11640","Q9H252"
"DB11640","Q14003"
"DB11640","P22001"
"DB11640","Q9NS40"
"DB11640","Q9UK17"
"DB11640","P51787"
"DB11640","Q6PIU1"
"DB11640","O95259"
"DB11640","P22459"
"DB11640","Q9ULS6"
"DB11640","P56696"
"DB11640","Q9BQ31"
"DB11640","Q9ULD8"
"DB11641","Q9BQE3"
"DB11641","P68371"
"DB11641","Q9H4B7"
"DB11641","Q71U36"
"DB11641","P0DPH7"
"DB11641","Q6PEY2"
"DB11641","P04350"
"DB11641","Q9BUF5"
"DB11641","Q13509"
"DB11641","Q3ZCM7"
"DB11641","P68363"
"DB11641","Q9BVA1"
"DB11641","P07437"
"DB11641","Q13885"
"DB11641","P68366"
"DB11642","Q9Y5N1"
"DB11644","P02766"
"DB11645","P09917"
"DB11648","P31749"
"DB11648","P31751"
"DB11648","Q9Y243"
"DB11649","Q72547"
"DB11650","Q08499"
"DB11650","Q08493"
"DB11650","Q07343"
"DB11650","P27815"
"DB11651","O00459"
"DB11651","Q92569"
"DB11651","P27986"
"DB11651","Q8WYR1"
"DB11651","P42336"
"DB11651","P42338"
"DB11651","O00329"
"DB11651","P48736"
"DB11651","P42345"
"DB11652","P04626"
"DB11653","P32245"
"DB11655","P11597"
"DB11658","Q9Y5Y4"
"DB11660","P43088"
"DB11662","O14757"
"DB11663","O00459"
"DB11663","Q92569"
"DB11663","P27986"
"DB11663","Q8WYR1"
"DB11663","P42336"
"DB11663","P42338"
"DB11663","O00329"
"DB11663","P48736"
"DB11665","P35916"
"DB11665","P17948"
"DB11665","P35968"
"DB11665","Q15303"
"DB11665","P04626"
"DB11665","P00533"
"DB11666","O00459"
"DB11666","Q92569"
"DB11666","P27986"
"DB11666","Q8WYR1"
"DB11666","P42336"
"DB11666","P42338"
"DB11666","O00329"
"DB11666","P48736"
"DB11671","P52732"
"DB11674","Q92731"
"DB11676","Q05318"
"DB11676","Q32ZE1"
"DB11676","P0DTD1"
"DB11676","P31352"
"DB11676","P03314"
"DB11681","Q08499"
"DB11681","Q08493"
"DB11681","Q07343"
"DB11681","P27815"
"DB11682","Q96KS0"
"DB11682","Q9H6Z9"
"DB11682","Q9GZT9"
"DB11682","Q9NXG6"
"DB11684","P04637"
"DB11686","P28223"
"DB11687","Q02750"
"DB11687","Q13233"
"DB11689","P36507"
"DB11689","Q02750"
"DB11691","P35372"
"DB11692","P29371"
"DB11694","P16234"
"DB11694","P09619"
"DB11694","P35916"
"DB11694","P17948"
"DB11694","P35968"
"DB11694","P42685"
"DB11694","P08631"
"DB11694","P07947"
"DB11694","P07948"
"DB11694","P06239"
